nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
804017570,5,0,7.95,0,42.89,0,32.36,0,11.73,0,43.68,0,1400,0,200,0,13.889999999999999,0,1,0,5.4970760233918226,0,1,0,1,17.739133780454505,Medio,-1.17,0,-55.95,0,-17.57,0,-1.7000000000000002,0,1.94,43216.085,74581.87,0,57.730000000000004,0,-442.18,0,-42.059999999999995,0,0,0,56.120000000000005,0,-2.5700000000000003,0,-27.83,0,1.23,0
804017570,5,0,7.95,0,42.89,0,32.36,0,11.73,0,43.68,0,1400,0,200,0,13.889999999999999,0,1,0,5.4970760233918226,0,1,0,1,17.739133780454505,Medio,-1.17,0,-55.95,0,-17.57,0,-1.7000000000000002,0,1.94,636526.315,0,43216.085,0,-14.899999999999999,0,-113.39999999999999,0,1372.8899999999999,0,-60,0,5.1499999999999995,0,-0.18,0,-14.879999999999999,0,17.2
805027261-3,5,42.33,515.36,193.81,73.19,106.43,-71.86,68.36,-79.5,628.56,-84.24000000000001,760,169.77,33.33,25,69.49,114.99999999999999,1,1,19.08718289575715,-65.06107275624005,0,1,0,1,32.57250915511439,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027261-3,5,42.33,515.36,193.81,73.19,106.43,-71.86,68.36,-79.5,628.56,-84.24000000000001,760,169.77,33.33,25,69.49,114.99999999999999,1,1,19.08718289575715,-65.06107275624005,0,1,0,1,32.57250915511439,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027261-3,5,42.33,515.36,193.81,73.19,106.43,-71.86,68.36,-79.5,628.56,-84.24000000000001,760,169.77,33.33,25,69.49,114.99999999999999,1,1,19.08718289575715,-65.06107275624005,0,1,0,1,32.57250915511439,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027261-3,5,42.33,515.36,193.81,73.19,106.43,-71.86,68.36,-79.5,628.56,-84.24000000000001,760,169.77,33.33,25,69.49,114.99999999999999,1,1,19.08718289575715,-65.06107275624005,0,1,0,1,32.57250915511439,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027287-4,5,212.39,13.700000000000001,64.67,40.48,-47.29,23.549999999999997,-86.33,-27.02,-34.03,251.29999999999998,307.69,-0.9400000000000001,0,0,98.50999999999999,-6.39,0,0,-36.45446238196772,-17.672064777327932,1,1,1,1,30.736082995307388,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027287-4,5,212.39,13.700000000000001,64.67,40.48,-47.29,23.549999999999997,-86.33,-27.02,-34.03,251.29999999999998,307.69,-0.9400000000000001,0,0,98.50999999999999,-6.39,0,0,-36.45446238196772,-17.672064777327932,1,1,1,1,30.736082995307388,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027287-4,5,212.39,13.700000000000001,64.67,40.48,-47.29,23.549999999999997,-86.33,-27.02,-34.03,251.29999999999998,307.69,-0.9400000000000001,0,0,98.50999999999999,-6.39,0,0,-36.45446238196772,-17.672064777327932,1,1,1,1,30.736082995307388,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027287-4,5,212.39,13.700000000000001,64.67,40.48,-47.29,23.549999999999997,-86.33,-27.02,-34.03,251.29999999999998,307.69,-0.9400000000000001,0,0,98.50999999999999,-6.39,0,0,-36.45446238196772,-17.672064777327932,1,1,1,1,30.736082995307388,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027289-9,5,8.23,25.319999999999997,28.470000000000002,-7.5200000000000005,18.7,-26.21,-4.279999999999999,-30.270000000000003,79.34,-64.07000000000001,105.71,5.56,-20,-25,153.55,2.29,0,0,134.27186962283187,-18.378124019659115,0,1,0,1,35.036755220409795,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027289-9,5,8.23,25.319999999999997,28.470000000000002,-7.5200000000000005,18.7,-26.21,-4.279999999999999,-30.270000000000003,79.34,-64.07000000000001,105.71,5.56,-20,-25,153.55,2.29,0,0,134.27186962283187,-18.378124019659115,0,1,0,1,35.036755220409795,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027289-9,5,8.23,25.319999999999997,28.470000000000002,-7.5200000000000005,18.7,-26.21,-4.279999999999999,-30.270000000000003,79.34,-64.07000000000001,105.71,5.56,-20,-25,153.55,2.29,0,0,134.27186962283187,-18.378124019659115,0,1,0,1,35.036755220409795,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027289-9,5,8.23,25.319999999999997,28.470000000000002,-7.5200000000000005,18.7,-26.21,-4.279999999999999,-30.270000000000003,79.34,-64.07000000000001,105.71,5.56,-20,-25,153.55,2.29,0,0,134.27186962283187,-18.378124019659115,0,1,0,1,35.036755220409795,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027338-1,5,90.99000000000001,22.61,32.029999999999994,81.37,-30.869999999999997,47.92,-33.09,2.65,-8.38,63.36000000000001,30.43,120,-25,33.33,18.279999999999998,54.55,0,0,-38.06876527035161,26.04378611540652,1,1,1,1,35.236023167629455,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027338-1,5,90.99000000000001,22.61,32.029999999999994,81.37,-30.869999999999997,47.92,-33.09,2.65,-8.38,63.36000000000001,30.43,120,-25,33.33,18.279999999999998,54.55,0,0,-38.06876527035161,26.04378611540652,1,1,1,1,35.236023167629455,Alto,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805027338-1,5,90.99000000000001,22.61,32.029999999999994,81.37,-30.869999999999997,47.92,-33.09,2.65,-8.38,63.36000000000001,30.43,120,-25,33.33,18.279999999999998,54.55,0,0,-38.06876527035161,26.04378611540652,1,1,1,1,35.236023167629455,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805027338-1,5,90.99000000000001,22.61,32.029999999999994,81.37,-30.869999999999997,47.92,-33.09,2.65,-8.38,63.36000000000001,30.43,120,-25,33.33,18.279999999999998,54.55,0,0,-38.06876527035161,26.04378611540652,1,1,1,1,35.236023167629455,Alto,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805028530,5,202.32999999999998,186.92,497.21999999999997,57.699999999999996,97.54,-45.04,64.09,-54.010000000000005,482.68000000000006,-76.95,68.42,106.25,-25,33.33,130.43,109.43,1,1,-23.779264214046826,-27.006930041984923,0,0,0,0,18.262569300912887,Medio,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805028530,5,202.32999999999998,186.92,497.21999999999997,57.699999999999996,97.54,-45.04,64.09,-54.010000000000005,482.68000000000006,-76.95,68.42,106.25,-25,33.33,130.43,109.43,1,1,-23.779264214046826,-27.006930041984923,0,0,0,0,18.262569300912887,Medio,-5.17,81.82000000000001,0,-48,0,1.9900000000000002,0,4.5,0,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
805028530,5,202.32999999999998,186.92,497.21999999999997,57.699999999999996,97.54,-45.04,64.09,-54.010000000000005,482.68000000000006,-76.95,68.42,106.25,-25,33.33,130.43,109.43,1,1,-23.779264214046826,-27.006930041984923,0,0,0,0,18.262569300912887,Medio,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,27.195,11880.724999999999,0,16.24,0,-38.690000000000005,0,-99.77000000000001,0,0,0,-82.12,0,0.16,0,-4.130000000000001,0,15.950000000000001,0
805028530,5,202.32999999999998,186.92,497.21999999999997,57.699999999999996,97.54,-45.04,64.09,-54.010000000000005,482.68000000000006,-76.95,68.42,106.25,-25,33.33,130.43,109.43,1,1,-23.779264214046826,-27.006930041984923,0,0,0,0,18.262569300912887,Medio,3.9800000000000004,0,-19.63,0,6.510000000000001,0,-0.4,0,1.48,23.965,0,27.195,0,12.65,0,-804.8,0,-11.88,0,55.559999999999995,0,0,0,1.41,0,-0.18,0,2.19
806001061,5,82.59,-13.969999999999999,316.99,-76,128.37,-72.1,-82.61,22.14,1192.1200000000001,-93.62,73.53,-15.25,-25,0,141.01,-4.4799999999999995,0,0,31.992853610681294,11.032466533312801,0,0,0,0,23.209808723069777,Medio,0.03,-5.64,0,2.18,0,0.35000000000000003,0,6.79,0,40389.020000000004,74611.78,0,12.520000000000001,0,-413.14000000000004,0,-45.87,0,187.5,0,-65.8,0,-2.74,0,1.32,0,4.859999999999999,0
806001061,5,82.59,-13.969999999999999,316.99,-76,128.37,-72.1,-82.61,22.14,1192.1200000000001,-93.62,73.53,-15.25,-25,0,141.01,-4.4799999999999995,0,0,31.992853610681294,11.032466533312801,0,0,0,0,23.209808723069777,Medio,0.03,-5.64,0,2.18,0,0.35000000000000003,0,6.79,0,0,0,40389.020000000004,0,17.09,0,-62.32,0,-100,0,21.740000000000002,0,12.36,0,1.87,0,-1.58,0,7.03
806001061,5,82.59,-13.969999999999999,316.99,-76,128.37,-72.1,-82.61,22.14,1192.1200000000001,-93.62,73.53,-15.25,-25,0,141.01,-4.4799999999999995,0,0,31.992853610681294,11.032466533312801,0,0,0,0,23.209808723069777,Medio,7.779999999999999,0,10.870000000000001,0,27.41,0,-0.48,0,0.13,40389.020000000004,74611.78,0,12.520000000000001,0,-413.14000000000004,0,-45.87,0,187.5,0,-65.8,0,-2.74,0,1.32,0,4.859999999999999,0
806001061,5,82.59,-13.969999999999999,316.99,-76,128.37,-72.1,-82.61,22.14,1192.1200000000001,-93.62,73.53,-15.25,-25,0,141.01,-4.4799999999999995,0,0,31.992853610681294,11.032466533312801,0,0,0,0,23.209808723069777,Medio,7.779999999999999,0,10.870000000000001,0,27.41,0,-0.48,0,0.13,0,0,40389.020000000004,0,17.09,0,-62.32,0,-100,0,21.740000000000002,0,12.36,0,1.87,0,-1.58,0,7.03
806006414,5,519.67,13.18,682.9100000000001,80.69,26.340000000000003,59.650000000000006,-35.99,16.49,302.33,95.96000000000001,500,-8.33,100,-50,121.42999999999999,52.690000000000005,1,1,-64.2665027280412,34.90841816918109,1,0,1,0,13.45382910834401,Bajo,7.9,-23.76,0,-42.27,0,-3.7600000000000002,0,5.21,0,87919.35,88017.85,0,0.8500000000000001,0,-128.54000000000002,0,-0.11,0,100,0,59.84,0,-3.82,0,6.78,0,7.3,0
806006414,5,519.67,13.18,682.9100000000001,80.69,26.340000000000003,59.650000000000006,-35.99,16.49,302.33,95.96000000000001,500,-8.33,100,-50,121.42999999999999,52.690000000000005,1,1,-64.2665027280412,34.90841816918109,1,0,1,0,13.45382910834401,Bajo,7.9,-23.76,0,-42.27,0,-3.7600000000000002,0,5.21,0,153591.515,0,87919.35,0,21.95,0,-480.13000000000005,0,74.7,0,-50,0,6.23,0,14.02,0,-19.06,0,5.54
806006414,5,519.67,13.18,682.9100000000001,80.69,26.340000000000003,59.650000000000006,-35.99,16.49,302.33,95.96000000000001,500,-8.33,100,-50,121.42999999999999,52.690000000000005,1,1,-64.2665027280412,34.90841816918109,1,0,1,0,13.45382910834401,Bajo,-0.83,0,-32.74,0,-56.55,0,-0.64,0,-1.17,87919.35,88017.85,0,0.8500000000000001,0,-128.54000000000002,0,-0.11,0,100,0,59.84,0,-3.82,0,6.78,0,7.3,0
806006414,5,519.67,13.18,682.9100000000001,80.69,26.340000000000003,59.650000000000006,-35.99,16.49,302.33,95.96000000000001,500,-8.33,100,-50,121.42999999999999,52.690000000000005,1,1,-64.2665027280412,34.90841816918109,1,0,1,0,13.45382910834401,Bajo,-0.83,0,-32.74,0,-56.55,0,-0.64,0,-1.17,153591.515,0,87919.35,0,21.95,0,-480.13000000000005,0,74.7,0,-50,0,6.23,0,14.02,0,-19.06,0,5.54
806006537,5,0,78.25,0,92.46,0,7.969999999999999,0,2.41,0,12.740000000000002,0,-66.67,0,-66.67,0,31.78,0,0,0,-26.0719522490632,0,0,0,0,8.438241982348648,Bajo,2.92,-58.60999999999999,0,-7.049999999999999,0,-3.2,0,9.2,0,5003.77,46890.21,0,71,0,-166.01999999999998,0,-89.33,0,0,0,0,0,9.76,0,11.020000000000001,0,2.03,0
806006537,5,0,78.25,0,92.46,0,7.969999999999999,0,2.41,0,12.740000000000002,0,-66.67,0,-66.67,0,31.78,0,0,0,-26.0719522490632,0,0,0,0,8.438241982348648,Bajo,2.92,-58.60999999999999,0,-7.049999999999999,0,-3.2,0,9.2,0,54248.635,0,5003.77,0,8.66,0,-162.54999999999998,0,984.16,0,0,0,11.78,0,-2.41,0,-20.3,0,9.120000000000001
806006537,5,0,78.25,0,92.46,0,7.969999999999999,0,2.41,0,12.740000000000002,0,-66.67,0,-66.67,0,31.78,0,0,0,-26.0719522490632,0,0,0,0,8.438241982348648,Bajo,15.409999999999998,0,10.5,0,-16.93,0,3.1399999999999997,0,-0.86,5003.77,46890.21,0,71,0,-166.01999999999998,0,-89.33,0,0,0,0,0,9.76,0,11.020000000000001,0,2.03,0
806006537,5,0,78.25,0,92.46,0,7.969999999999999,0,2.41,0,12.740000000000002,0,-66.67,0,-66.67,0,31.78,0,0,0,-26.0719522490632,0,0,0,0,8.438241982348648,Bajo,15.409999999999998,0,10.5,0,-16.93,0,3.1399999999999997,0,-0.86,54248.635,0,5003.77,0,8.66,0,-162.54999999999998,0,984.16,0,0,0,11.78,0,-2.41,0,-20.3,0,9.120000000000001
806006914,5,-92.47,2257.14,-92.67999999999999,1216.69,-2.77,-44.14,11.110000000000001,-55.00000000000001,-74.03999999999999,146.32,200,300,-75,300,-86.27,742.86,0,0,82.35294117647061,-64.24242424242424,0,0,0,0,9.30003787640335,Bajo,11.5,91.11,0,-73.75,0,-5.01,0,5.1,0,2173050.9699999997,47881.41,0,233.21,0,-5869.83,0,4438.4,0,200,0,0,0,-3.7699999999999996,0,3.55,0,0.7799999999999999,0
806006914,5,-92.47,2257.14,-92.67999999999999,1216.69,-2.77,-44.14,11.110000000000001,-55.00000000000001,-74.03999999999999,146.32,200,300,-75,300,-86.27,742.86,0,0,82.35294117647061,-64.24242424242424,0,0,0,0,9.30003787640335,Bajo,11.5,91.11,0,-73.75,0,-5.01,0,5.1,0,139496.245,0,2173050.9699999997,0,-54.42,0,-108.67999999999999,0,-93.58,0,66.67,0,3.0700000000000003,0,1.18,0,-34.239999999999995,0,3.08
806006914,5,-92.47,2257.14,-92.67999999999999,1216.69,-2.77,-44.14,11.110000000000001,-55.00000000000001,-74.03999999999999,146.32,200,300,-75,300,-86.27,742.86,0,0,82.35294117647061,-64.24242424242424,0,0,0,0,9.30003787640335,Bajo,-4.2299999999999995,0,-61.35,0,-94.94,0,-0.44999999999999996,0,-0.7000000000000001,2173050.9699999997,47881.41,0,233.21,0,-5869.83,0,4438.4,0,200,0,0,0,-3.7699999999999996,0,3.55,0,0.7799999999999999,0
806006914,5,-92.47,2257.14,-92.67999999999999,1216.69,-2.77,-44.14,11.110000000000001,-55.00000000000001,-74.03999999999999,146.32,200,300,-75,300,-86.27,742.86,0,0,82.35294117647061,-64.24242424242424,0,0,0,0,9.30003787640335,Bajo,-4.2299999999999995,0,-61.35,0,-94.94,0,-0.44999999999999996,0,-0.7000000000000001,139496.245,0,2173050.9699999997,0,-54.42,0,-108.67999999999999,0,-93.58,0,66.67,0,3.0700000000000003,0,1.18,0,-34.239999999999995,0,3.08
806007257,7,0,63.53,0,5.59,0,-35.43,0,-44.41,0,-79.38,0,-93.02,0,-50,0,4.32,0,0,0,-36.20294787850818,0,0,0,0,5.936528102107744,Bajo,5.37,-9.67,0,32.22,0,-2.9499999999999997,0,7.199999999999999,0,58443.615000000005,111094.005,0,16.46,0,-209.60000000000002,0,-47.39,0,550,0,-85.22999999999999,0,-3.83,0,15.6,0,1.8599999999999999,0
806007257,7,0,63.53,0,5.59,0,-35.43,0,-44.41,0,-79.38,0,-93.02,0,-50,0,4.32,0,0,0,-36.20294787850818,0,0,0,0,5.936528102107744,Bajo,5.37,-9.67,0,32.22,0,-2.9499999999999997,0,7.199999999999999,0,134357.52,0,58443.615000000005,0,12.24,0,-145.72,0,129.89,0,-69.23,0,1.23,0,3.34,0,-32.97,0,3.85
806007257,7,0,63.53,0,5.59,0,-35.43,0,-44.41,0,-79.38,0,-93.02,0,-50,0,4.32,0,0,0,-36.20294787850818,0,0,0,0,5.936528102107744,Bajo,0.8099999999999999,0,-13.919999999999998,0,24.14,0,1.1400000000000001,0,0.37,58443.615000000005,111094.005,0,16.46,0,-209.60000000000002,0,-47.39,0,550,0,-85.22999999999999,0,-3.83,0,15.6,0,1.8599999999999999,0
806007257,7,0,63.53,0,5.59,0,-35.43,0,-44.41,0,-79.38,0,-93.02,0,-50,0,4.32,0,0,0,-36.20294787850818,0,0,0,0,5.936528102107744,Bajo,0.8099999999999999,0,-13.919999999999998,0,24.14,0,1.1400000000000001,0,0.37,134357.52,0,58443.615000000005,0,12.24,0,-145.72,0,129.89,0,-69.23,0,1.23,0,3.34,0,-32.97,0,3.85
806007303,5,0,-97.85000000000001,0,-96.37,0,68.7,0,172.9,0,-84.09,0,-94.12,0,-50,0,-94.59,0,1,0,151.35135135135135,0,0,0,0,15.41867386545611,Medio,2.04,-14.02,0,-71.75,0,-3.09,0,4.53,0,91664.475,464.705,0,47.31,0,412.51,0,19625.3,0,0,0,0,0,4.46,0,2.59,0,2.54,0
806007303,5,0,-97.85000000000001,0,-96.37,0,68.7,0,172.9,0,-84.09,0,-94.12,0,-50,0,-94.59,0,1,0,151.35135135135135,0,0,0,0,15.41867386545611,Medio,2.04,-14.02,0,-71.75,0,-3.09,0,4.53,0,81353.045,0,91664.475,0,-6.72,0,-107.62,0,-11.25,0,0,0,26.179999999999996,0,-6.4,0,-24.709999999999997,0,6.59
806007303,5,0,-97.85000000000001,0,-96.37,0,68.7,0,172.9,0,-84.09,0,-94.12,0,-50,0,-94.59,0,1,0,151.35135135135135,0,0,0,0,15.41867386545611,Medio,-5.91,0,-20.560000000000002,0,61.06,0,0.9400000000000001,0,2.6100000000000003,91664.475,464.705,0,47.31,0,412.51,0,19625.3,0,0,0,0,0,4.46,0,2.59,0,2.54,0
806007303,5,0,-97.85000000000001,0,-96.37,0,68.7,0,172.9,0,-84.09,0,-94.12,0,-50,0,-94.59,0,1,0,151.35135135135135,0,0,0,0,15.41867386545611,Medio,-5.91,0,-20.560000000000002,0,61.06,0,0.9400000000000001,0,2.6100000000000003,81353.045,0,91664.475,0,-6.72,0,-107.62,0,-11.25,0,0,0,26.179999999999996,0,-6.4,0,-24.709999999999997,0,6.59
806007769,5,408,-44.879999999999995,1795.8899999999999,-86.66,273.21,-75.8,20,33.33,2120.6499999999996,-97.28999999999999,687.5,-44.440000000000005,0,0,320,-41.07,1,1,-17.322834645669282,6.91326530612244,0,1,0,1,24.62382737672454,Medio,2.67,-20.810000000000002,0,8.84,0,-6.21,0,4.52,0,25296.335,150644.78,0,-14.05,0,-169.82999999999998,0,-83.21,0,-66.67,0,0,0,-3.08,0,-8.81,0,-1.69,0
806007769,5,408,-44.879999999999995,1795.8899999999999,-86.66,273.21,-75.8,20,33.33,2120.6499999999996,-97.28999999999999,687.5,-44.440000000000005,0,0,320,-41.07,1,1,-17.322834645669282,6.91326530612244,0,1,0,1,24.62382737672454,Medio,2.67,-20.810000000000002,0,8.84,0,-6.21,0,4.52,0,60781.65,0,25296.335,0,9.1,0,54.449999999999996,0,140.28,0,0,0,23.189999999999998,0,0.4,0,-14.29,0,8.58
806007769,5,408,-44.879999999999995,1795.8899999999999,-86.66,273.21,-75.8,20,33.33,2120.6499999999996,-97.28999999999999,687.5,-44.440000000000005,0,0,320,-41.07,1,1,-17.322834645669282,6.91326530612244,0,1,0,1,24.62382737672454,Medio,11.68,0,-30.97,0,4.2700000000000005,0,1.16,0,-0.16999999999999998,25296.335,150644.78,0,-14.05,0,-169.82999999999998,0,-83.21,0,-66.67,0,0,0,-3.08,0,-8.81,0,-1.69,0
806007769,5,408,-44.879999999999995,1795.8899999999999,-86.66,273.21,-75.8,20,33.33,2120.6499999999996,-97.28999999999999,687.5,-44.440000000000005,0,0,320,-41.07,1,1,-17.322834645669282,6.91326530612244,0,1,0,1,24.62382737672454,Medio,11.68,0,-30.97,0,4.2700000000000005,0,1.16,0,-0.16999999999999998,60781.65,0,25296.335,0,9.1,0,54.449999999999996,0,140.28,0,0,0,23.189999999999998,0,0.4,0,-14.29,0,8.58
806007801,5,0,4433.33,0,491.46000000000004,0,-86.95,0,-98.06,0,42.64,0,66.67,0,0,0,3166.67,0,1,0,-27.941176470588236,0,0,0,0,37.93698839225104,Alto,5.74,39,0,5.08,0,-2.94,0,5.34,0,22942.02,17948.82,0,29.56,0,-160.64000000000001,0,27.82,0,-16.669999999999998,0,63.94,0,2.3,0,4.35,0,0.44999999999999996,0
806007801,5,0,4433.33,0,491.46000000000004,0,-86.95,0,-98.06,0,42.64,0,66.67,0,0,0,3166.67,0,1,0,-27.941176470588236,0,0,0,0,37.93698839225104,Alto,5.74,39,0,5.08,0,-2.94,0,5.34,0,0,0,22942.02,0,9.62,0,-151.12,0,-100,0,20,0,13.61,0,-0.08,0,-21.83,0,6.88
806007801,5,0,4433.33,0,491.46000000000004,0,-86.95,0,-98.06,0,42.64,0,66.67,0,0,0,3166.67,0,1,0,-27.941176470588236,0,0,0,0,37.93698839225104,Alto,15.509999999999998,0,-14.39,0,-5.3,0,0.73,0,0.25,22942.02,17948.82,0,29.56,0,-160.64000000000001,0,27.82,0,-16.669999999999998,0,63.94,0,2.3,0,4.35,0,0.44999999999999996,0
806007801,5,0,4433.33,0,491.46000000000004,0,-86.95,0,-98.06,0,42.64,0,66.67,0,0,0,3166.67,0,1,0,-27.941176470588236,0,0,0,0,37.93698839225104,Alto,15.509999999999998,0,-14.39,0,-5.3,0,0.73,0,0.25,0,0,22942.02,0,9.62,0,-151.12,0,-100,0,20,0,13.61,0,-0.08,0,-21.83,0,6.88
806008270,5,2500,0,3525.06,0,39.43,0,20.65,0,0,0,1700,0,200,0,2100,0,0,0,-15.384615384615385,0,0,0,0,0,24.745023677870655,Medio,1.63,-72.96000000000001,0,-58.60999999999999,0,-3.35,0,9.45,0,43842.615,39093.795,0,24.44,0,-93.63,0,12.15,0,0,0,-24.41,0,-2.5700000000000003,0,29.99,0,0.63,0
806008270,5,2500,0,3525.06,0,39.43,0,20.65,0,0,0,1700,0,200,0,2100,0,0,0,-15.384615384615385,0,0,0,0,0,24.745023677870655,Medio,1.63,-72.96000000000001,0,-58.60999999999999,0,-3.35,0,9.45,0,6339.375,0,43842.615,0,18.3,0,830.81,0,-85.54,0,0,0,4.36,0,5.29,0,-27.96,0,8.97
806008270,5,2500,0,3525.06,0,39.43,0,20.65,0,0,0,1700,0,200,0,2100,0,0,0,-15.384615384615385,0,0,0,0,0,24.745023677870655,Medio,9.969999999999999,0,-28.88,0,78.22,0,5.140000000000001,0,0.8999999999999999,43842.615,39093.795,0,24.44,0,-93.63,0,12.15,0,0,0,-24.41,0,-2.5700000000000003,0,29.99,0,0.63,0
806008270,5,2500,0,3525.06,0,39.43,0,20.65,0,0,0,1700,0,200,0,2100,0,0,0,-15.384615384615385,0,0,0,0,0,24.745023677870655,Medio,9.969999999999999,0,-28.88,0,78.22,0,5.140000000000001,0,0.8999999999999999,6339.375,0,43842.615,0,18.3,0,830.81,0,-85.54,0,0,0,4.36,0,5.29,0,-27.96,0,8.97
806008930,4,0,0,0,131.24,0,131.24,0,111.75999999999999,0,146.97,0,-40,0,0,0,-5.26,0,1,0,-5.263157894736848,0,0,0,0,17.492572240014937,Medio,7.8,331.02,0,2271.4300000000003,0,0.05,0,8.03,0,0,113292.23000000001,0,-5.72,0,-40.050000000000004,0,-100,0,0,0,0,0,7.51,0,-0.65,0,-2.63,0
