nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
890706067,5,65.22,-24.34,137.26,-39.98,43.61,-20.66,31.15,35,143.17,-53.31,80.56,-23.080000000000002,0,0,32.39,-45.06,1,0,-19.87141148325359,-27.389438328046268,1,1,1,1,10.59875870270511,Bajo,-0.51,-19.43,0,-26.91,0,-0.9400000000000001,0,3.8899999999999997,0,53850.715,0,89660.19,0,10.93,0,-115.99999999999999,0,-39.94,0,-40,0,-7.249999999999999,0,-0.13999999999999999,0,-22.8,0,5.680000000000001
890706067,5,65.22,-24.34,137.26,-39.98,43.61,-20.66,31.15,35,143.17,-53.31,80.56,-23.080000000000002,0,0,32.39,-45.06,1,0,-19.87141148325359,-27.389438328046268,1,1,1,1,10.59875870270511,Bajo,-3.92,0,6.68,0,69.78,0,0.31,0,0.47000000000000003,89660.19,104454.035,0,0.47000000000000003,0,27.889999999999997,0,-14.16,0,400,0,-75.64999999999999,0,-1.76,0,-2.9000000000000004,0,6.98,0
890706067,5,65.22,-24.34,137.26,-39.98,43.61,-20.66,31.15,35,143.17,-53.31,80.56,-23.080000000000002,0,0,32.39,-45.06,1,0,-19.87141148325359,-27.389438328046268,1,1,1,1,10.59875870270511,Bajo,-3.92,0,6.68,0,69.78,0,0.31,0,0.47000000000000003,53850.715,0,89660.19,0,10.93,0,-115.99999999999999,0,-39.94,0,-40,0,-7.249999999999999,0,-0.13999999999999999,0,-22.8,0,5.680000000000001
890706823,5,0,-57.720000000000006,0,-20.61,0,87.77000000000001,0,165.91,0,32.46,0,-39.129999999999995,0,0,0,-40.53,0,0,0,40.65597863674783,0,1,0,1,7.479271912120235,Bajo,-3.04,-45.45,0,149.62,0,-1.96,0,4.77,0,18963.075,34044.255,0,6.2,0,-90.34,0,-44.3,0,100,0,0,0,-0.6,0,0.88,0,0.54,0
890706823,5,0,-57.720000000000006,0,-20.61,0,87.77000000000001,0,165.91,0,32.46,0,-39.129999999999995,0,0,0,-40.53,0,0,0,40.65597863674783,0,1,0,1,7.479271912120235,Bajo,-3.04,-45.45,0,149.62,0,-1.96,0,4.77,0,60923.58,0,18963.075,0,20.36,0,173.3,0,221.26999999999998,0,0,0,8.17,0,0.5499999999999999,0,-26.47,0,-1.3599999999999999
890706823,5,0,-57.720000000000006,0,-20.61,0,87.77000000000001,0,165.91,0,32.46,0,-39.129999999999995,0,0,0,-40.53,0,0,0,40.65597863674783,0,1,0,1,7.479271912120235,Bajo,1.05,0,-0.58,0,-46.18,0,-1.27,0,-1.3599999999999999,18963.075,34044.255,0,6.2,0,-90.34,0,-44.3,0,100,0,0,0,-0.6,0,0.88,0,0.54,0
890706823,5,0,-57.720000000000006,0,-20.61,0,87.77000000000001,0,165.91,0,32.46,0,-39.129999999999995,0,0,0,-40.53,0,0,0,40.65597863674783,0,1,0,1,7.479271912120235,Bajo,1.05,0,-0.58,0,-46.18,0,-1.27,0,-1.3599999999999999,60923.58,0,18963.075,0,20.36,0,173.3,0,221.26999999999998,0,0,0,8.17,0,0.5499999999999999,0,-26.47,0,-1.3599999999999999
890706833,5,0,-37.39,3.7199999999999998,65.12,3.7199999999999998,163.71,25.8,110.96,-6.7,252.5,20.31,6.49,0,0,5.86,13.15,0,0,5.860805860805862,80.71245425804685,1,1,1,1,6.13019226255939,Bajo,-1.1900000000000002,-7.41,0,0,0,1.92,0,4.37,0,228.575,825.055,0,11.559999999999999,0,-87.08,0,-72.3,0,250,0,0,0,-2.08,0,0.52,0,8.290000000000001,0
890706833,5,0,-37.39,3.7199999999999998,65.12,3.7199999999999998,163.71,25.8,110.96,-6.7,252.5,20.31,6.49,0,0,5.86,13.15,0,0,5.860805860805862,80.71245425804685,1,1,1,1,6.13019226255939,Bajo,-1.1900000000000002,-7.41,0,0,0,1.92,0,4.37,0,0,0,228.575,0,21.02,0,926.2700000000001,0,-100,0,0,0,0,0,-2.17,0,1.3,0,1.51
890706833,5,0,-37.39,3.7199999999999998,65.12,3.7199999999999998,163.71,25.8,110.96,-6.7,252.5,20.31,6.49,0,0,5.86,13.15,0,0,5.860805860805862,80.71245425804685,1,1,1,1,6.13019226255939,Bajo,12.08,0,2.91,0,-19.189999999999998,0,1.48,0,1.59,228.575,825.055,0,11.559999999999999,0,-87.08,0,-72.3,0,250,0,0,0,-2.08,0,0.52,0,8.290000000000001,0
890706833,5,0,-37.39,3.7199999999999998,65.12,3.7199999999999998,163.71,25.8,110.96,-6.7,252.5,20.31,6.49,0,0,5.86,13.15,0,0,5.860805860805862,80.71245425804685,1,1,1,1,6.13019226255939,Bajo,12.08,0,2.91,0,-19.189999999999998,0,1.48,0,1.59,0,0,228.575,0,21.02,0,926.2700000000001,0,-100,0,0,0,0,0,-2.17,0,1.3,0,1.51
890707059,6,18.67,0,217.32999999999998,0,167.41,0,25.81,0,1977.73,0,235,0,25,0,-44.12,0,0,0,-52.91362515259475,0,1,0,1,0,21.53850700607819,Medio,-1.1900000000000002,-7.41,0,0,0,1.92,0,4.37,0,228.575,825.055,0,11.559999999999999,0,-87.08,0,-72.3,0,250,0,0,0,-2.08,0,0.52,0,8.290000000000001,0
890707059,6,18.67,0,217.32999999999998,0,167.41,0,25.81,0,1977.73,0,235,0,25,0,-44.12,0,0,0,-52.91362515259475,0,1,0,1,0,21.53850700607819,Medio,-1.1900000000000002,-7.41,0,0,0,1.92,0,4.37,0,0,0,228.575,0,21.02,0,926.2700000000001,0,-100,0,0,0,0,0,-2.17,0,1.3,0,1.51
890707059,6,18.67,0,217.32999999999998,0,167.41,0,25.81,0,1977.73,0,235,0,25,0,-44.12,0,0,0,-52.91362515259475,0,1,0,1,0,21.53850700607819,Medio,12.08,0,2.91,0,-19.189999999999998,0,1.48,0,1.59,228.575,825.055,0,11.559999999999999,0,-87.08,0,-72.3,0,250,0,0,0,-2.08,0,0.52,0,8.290000000000001,0
890707059,6,18.67,0,217.32999999999998,0,167.41,0,25.81,0,1977.73,0,235,0,25,0,-44.12,0,0,0,-52.91362515259475,0,1,0,1,0,21.53850700607819,Medio,12.08,0,2.91,0,-19.189999999999998,0,1.48,0,1.59,0,0,228.575,0,21.02,0,926.2700000000001,0,-100,0,0,0,0,0,-2.17,0,1.3,0,1.51
890801026,5,349.25,-40.86,143.98,-12.629999999999999,-45.69,47.75,-41.949999999999996,12.479999999999999,-56.47,25.44,337.5,-14.29,33.33,0,91.67,-15.939999999999998,1,1,-57.33665559246954,42.142973457091685,0,1,0,1,9.654055499032973,Bajo,-5.83,26.31,0,-75.22999999999999,0,-0.6,0,4.760000000000001,0,5217.135,59344.41,0,7.049999999999999,0,-49.03,0,-91.21000000000001,0,100,0,0,0,-1.0999999999999999,0,-4.9799999999999995,0,-0.06999999999999999,0
890801026,5,349.25,-40.86,143.98,-12.629999999999999,-45.69,47.75,-41.949999999999996,12.479999999999999,-56.47,25.44,337.5,-14.29,33.33,0,91.67,-15.939999999999998,1,1,-57.33665559246954,42.142973457091685,0,1,0,1,9.654055499032973,Bajo,-5.83,26.31,0,-75.22999999999999,0,-0.6,0,4.760000000000001,0,0,0,5217.135,0,3.64,0,-331.04,0,-100,0,0,0,11.99,0,3.9,0,-6.329999999999999,0,8.93
890801026,5,349.25,-40.86,143.98,-12.629999999999999,-45.69,47.75,-41.949999999999996,12.479999999999999,-56.47,25.44,337.5,-14.29,33.33,0,91.67,-15.939999999999998,1,1,-57.33665559246954,42.142973457091685,0,1,0,1,9.654055499032973,Bajo,2.13,0,-44.83,0,24.240000000000002,0,-5.029999999999999,0,-2.07,5217.135,59344.41,0,7.049999999999999,0,-49.03,0,-91.21000000000001,0,100,0,0,0,-1.0999999999999999,0,-4.9799999999999995,0,-0.06999999999999999,0
890801026,5,349.25,-40.86,143.98,-12.629999999999999,-45.69,47.75,-41.949999999999996,12.479999999999999,-56.47,25.44,337.5,-14.29,33.33,0,91.67,-15.939999999999998,1,1,-57.33665559246954,42.142973457091685,0,1,0,1,9.654055499032973,Bajo,2.13,0,-44.83,0,24.240000000000002,0,-5.029999999999999,0,-2.07,0,0,5217.135,0,3.64,0,-331.04,0,-100,0,0,0,11.99,0,3.9,0,-6.329999999999999,0,8.93
890801035,4,120.88000000000001,7.720000000000001,129.01,11.19,3.6799999999999997,3.2199999999999998,12.5,-11.110000000000001,22.39,8.97,104.88,-7.140000000000001,0,0,50.260000000000005,14.44,0,0,-31.97077617849923,6.232263792893344,1,1,1,1,6.838027134726014,Bajo,-4.2700000000000005,34.489999999999995,0,-20.74,0,-1.24,0,4.6899999999999995,0,0,61003.67,0,10,29.29,52.03,276.03,-100,0,200,0,0,1.66,3.83,5.390000000000001,-0.9199999999999999,-11.39,4.91,2.7199999999999998
890801035,4,120.88000000000001,7.720000000000001,129.01,11.19,3.6799999999999997,3.2199999999999998,12.5,-11.110000000000001,22.39,8.97,104.88,-7.140000000000001,0,0,50.260000000000005,14.44,0,0,-31.97077617849923,6.232263792893344,1,1,1,1,6.838027134726014,Bajo,4.87,0,-24.169999999999998,0,7.91,0,2.86,0,3.8600000000000003,0,61003.67,0,10,29.29,52.03,276.03,-100,0,200,0,0,1.66,3.83,5.390000000000001,-0.9199999999999999,-11.39,4.91,2.7199999999999998
890801235,7,-10.5,16.669999999999998,-9.700000000000001,45.79,0.89,24.97,28.62,-15.989999999999998,-3.91,58.18,190,24.14,0,0,-16.35,4.6,1,0,-6.534900284900269,-10.344827586206906,0,1,1,1,9.051844166302732,Bajo,-6.72,13.99,0,-53.33,0,-0.86,0,3.1199999999999997,0,0,14828.86,0,5.1,0,-146.12,0,-100,0,0,0,0,0,4.44,0,-10.16,0,10.5,0
890801235,7,-10.5,16.669999999999998,-9.700000000000001,45.79,0.89,24.97,28.62,-15.989999999999998,-3.91,58.18,190,24.14,0,0,-16.35,4.6,1,0,-6.534900284900269,-10.344827586206906,0,1,1,1,9.051844166302732,Bajo,-6.72,13.99,0,-53.33,0,-0.86,0,3.1199999999999997,0,71108.25,0,0,0,23.35,0,-582.8000000000001,0,0,0,0,0,-1.9800000000000002,0,6.5600000000000005,0,-21.86,0,3.5999999999999996
890801235,7,-10.5,16.669999999999998,-9.700000000000001,45.79,0.89,24.97,28.62,-15.989999999999998,-3.91,58.18,190,24.14,0,0,-16.35,4.6,1,0,-6.534900284900269,-10.344827586206906,0,1,1,1,9.051844166302732,Bajo,1.05,0,-35.67,0,54.410000000000004,0,6.92,0,0.69,0,14828.86,0,5.1,0,-146.12,0,-100,0,0,0,0,0,4.44,0,-10.16,0,10.5,0
890801235,7,-10.5,16.669999999999998,-9.700000000000001,45.79,0.89,24.97,28.62,-15.989999999999998,-3.91,58.18,190,24.14,0,0,-16.35,4.6,1,0,-6.534900284900269,-10.344827586206906,0,1,1,1,9.051844166302732,Bajo,1.05,0,-35.67,0,54.410000000000004,0,6.92,0,0.69,71108.25,0,0,0,23.35,0,-582.8000000000001,0,0,0,0,0,-1.9800000000000002,0,6.5600000000000005,0,-21.86,0,3.5999999999999996
890801517,6,163.45000000000002,-18.5,89.35,12.030000000000001,-28.13,37.45,-17.64,27.500000000000004,3.92,52.61,48.15,-22.5,0,0,34.38,-11.05,1,0,-48.994460500963385,9.14151410192976,0,1,0,1,7.192971438997968,Bajo,-5.37,32.43,0,-77.25999999999999,0,-0.9900000000000001,0,6.76,0,21016.745,67654.115,0,19.77,0,137.26,0,-68.94,0,0,0,0,0,4.84,0,-2.23,0,5.800000000000001,0
890801517,6,163.45000000000002,-18.5,89.35,12.030000000000001,-28.13,37.45,-17.64,27.500000000000004,3.92,52.61,48.15,-22.5,0,0,34.38,-11.05,1,0,-48.994460500963385,9.14151410192976,0,1,0,1,7.192971438997968,Bajo,-5.37,32.43,0,-77.25999999999999,0,-0.9900000000000001,0,6.76,0,27353.84,0,21016.745,0,24.94,0,381.89000000000004,0,30.15,0,0,0,9.569999999999999,0,3.73,0,-14.91,0,-2.54
890801517,6,163.45000000000002,-18.5,89.35,12.030000000000001,-28.13,37.45,-17.64,27.500000000000004,3.92,52.61,48.15,-22.5,0,0,34.38,-11.05,1,0,-48.994460500963385,9.14151410192976,0,1,0,1,7.192971438997968,Bajo,14.360000000000001,0,-7.66,0,67.17999999999999,0,2.1,0,-0.5499999999999999,21016.745,67654.115,0,19.77,0,137.26,0,-68.94,0,0,0,0,0,4.84,0,-2.23,0,5.800000000000001,0
890801517,6,163.45000000000002,-18.5,89.35,12.030000000000001,-28.13,37.45,-17.64,27.500000000000004,3.92,52.61,48.15,-22.5,0,0,34.38,-11.05,1,0,-48.994460500963385,9.14151410192976,0,1,0,1,7.192971438997968,Bajo,14.360000000000001,0,-7.66,0,67.17999999999999,0,2.1,0,-0.5499999999999999,27353.84,0,21016.745,0,24.94,0,381.89000000000004,0,30.15,0,0,0,9.569999999999999,0,3.73,0,-14.91,0,-2.54
890801562,5,16.619999999999997,-10.879999999999999,13.65,5.27,-2.54,18.13,-12.870000000000001,34.74,27.76,-5.53,520,-29.03,0,0,0,-9.27,1,1,-14.24870466321243,1.8057908516864396,0,0,0,0,4.248987885181958,Bajo,-4.7,17.5,0,-41.77,0,3.7199999999999998,0,6.1,0,27735.785,56596.72499999999,0,-0.43,0,-22.05,0,-50.99,0,33.33,0,5655.81,0,-1.28,0,-6.529999999999999,0,11.17,0
890801562,5,16.619999999999997,-10.879999999999999,13.65,5.27,-2.54,18.13,-12.870000000000001,34.74,27.76,-5.53,520,-29.03,0,0,0,-9.27,1,1,-14.24870466321243,1.8057908516864396,0,0,0,0,4.248987885181958,Bajo,-4.7,17.5,0,-41.77,0,3.7199999999999998,0,6.1,0,9091.385,0,27735.785,0,9.8,0,367.53,0,-67.22,0,100,0,18.15,0,2.15,0,-5.029999999999999,0,9.06
890801562,5,16.619999999999997,-10.879999999999999,13.65,5.27,-2.54,18.13,-12.870000000000001,34.74,27.76,-5.53,520,-29.03,0,0,0,-9.27,1,1,-14.24870466321243,1.8057908516864396,0,0,0,0,4.248987885181958,Bajo,43.730000000000004,0,-5.050000000000001,0,24.2,0,-2.04,0,-1.73,27735.785,56596.72499999999,0,-0.43,0,-22.05,0,-50.99,0,33.33,0,5655.81,0,-1.28,0,-6.529999999999999,0,11.17,0
890801562,5,16.619999999999997,-10.879999999999999,13.65,5.27,-2.54,18.13,-12.870000000000001,34.74,27.76,-5.53,520,-29.03,0,0,0,-9.27,1,1,-14.24870466321243,1.8057908516864396,0,0,0,0,4.248987885181958,Bajo,43.730000000000004,0,-5.050000000000001,0,24.2,0,-2.04,0,-1.73,9091.385,0,27735.785,0,9.8,0,367.53,0,-67.22,0,100,0,18.15,0,2.15,0,-5.029999999999999,0,9.06
890801699,5,117.41999999999999,15.27,15.840000000000002,-19.66,-46.72,-30.3,-57.58,-28.57,-33,-32.36,36.36,80,50,0,20.830000000000002,-4.93,1,0,-44.42349984291548,-17.519706447442086,1,0,1,0,5.611885428442248,Bajo,-2.2399999999999998,129.94,0,-88.8,0,5.99,0,10.77,0,27307.98,56487.265,0,12.27,0,596.21,0,-51.66,0,0,0,-8.06,0,-2.32,0,-12.479999999999999,0,5.67,0
890801699,5,117.41999999999999,15.27,15.840000000000002,-19.66,-46.72,-30.3,-57.58,-28.57,-33,-32.36,36.36,80,50,0,20.830000000000002,-4.93,1,0,-44.42349984291548,-17.519706447442086,1,0,1,0,5.611885428442248,Bajo,-2.2399999999999998,129.94,0,-88.8,0,5.99,0,10.77,0,68818.23999999999,0,27307.98,0,24.73,0,-199.23,0,152.01,0,0,0,9.22,0,3.2399999999999998,0,-14.549999999999999,0,8.1
890801699,5,117.41999999999999,15.27,15.840000000000002,-19.66,-46.72,-30.3,-57.58,-28.57,-33,-32.36,36.36,80,50,0,20.830000000000002,-4.93,1,0,-44.42349984291548,-17.519706447442086,1,0,1,0,5.611885428442248,Bajo,14.75,0,-48.38,0,931.71,0,-6.79,0,-5.7,27307.98,56487.265,0,12.27,0,596.21,0,-51.66,0,0,0,-8.06,0,-2.32,0,-12.479999999999999,0,5.67,0
890801699,5,117.41999999999999,15.27,15.840000000000002,-19.66,-46.72,-30.3,-57.58,-28.57,-33,-32.36,36.36,80,50,0,20.830000000000002,-4.93,1,0,-44.42349984291548,-17.519706447442086,1,0,1,0,5.611885428442248,Bajo,14.75,0,-48.38,0,931.71,0,-6.79,0,-5.7,68818.23999999999,0,27307.98,0,24.73,0,-199.23,0,152.01,0,0,0,9.22,0,3.2399999999999998,0,-14.549999999999999,0,8.1
890801719,5,23.189999999999998,-12.43,-7.23,-19.939999999999998,-24.69,-8.57,-25.729999999999997,-4.54,-35.53,-5.91,133.32999999999998,-7.140000000000001,0,-25,-6.5600000000000005,-7.02,1,0,-24.150481903153487,6.184833279954449,0,0,0,1,3.8417714778477006,Bajo,-6.7299999999999995,4.71,0,-20.44,0,-1.2,0,5.16,0,10111.925,36908.065,0,13,0,-68.14,0,-72.6,0,166.67000000000002,0,0,0,-1.3299999999999998,0,-11.57,0,7.06,0
890801719,5,23.189999999999998,-12.43,-7.23,-19.939999999999998,-24.69,-8.57,-25.729999999999997,-4.54,-35.53,-5.91,133.32999999999998,-7.140000000000001,0,-25,-6.5600000000000005,-7.02,1,0,-24.150481903153487,6.184833279954449,0,0,0,1,3.8417714778477006,Bajo,-6.7299999999999995,4.71,0,-20.44,0,-1.2,0,5.16,0,0,0,10111.925,0,28.299999999999997,0,259.09,0,-100,0,0,0,2.8899999999999997,0,-15.190000000000001,0,-12.7,0,3.5999999999999996
890801719,5,23.189999999999998,-12.43,-7.23,-19.939999999999998,-24.69,-8.57,-25.729999999999997,-4.54,-35.53,-5.91,133.32999999999998,-7.140000000000001,0,-25,-6.5600000000000005,-7.02,1,0,-24.150481903153487,6.184833279954449,0,0,0,1,3.8417714778477006,Bajo,18.5,0,-9.26,0,-44.68,0,2.77,0,1.66,10111.925,36908.065,0,13,0,-68.14,0,-72.6,0,166.67000000000002,0,0,0,-1.3299999999999998,0,-11.57,0,7.06,0
890801719,5,23.189999999999998,-12.43,-7.23,-19.939999999999998,-24.69,-8.57,-25.729999999999997,-4.54,-35.53,-5.91,133.32999999999998,-7.140000000000001,0,-25,-6.5600000000000005,-7.02,1,0,-24.150481903153487,6.184833279954449,0,0,0,1,3.8417714778477006,Bajo,18.5,0,-9.26,0,-44.68,0,2.77,0,1.66,0,0,10111.925,0,28.299999999999997,0,259.09,0,-100,0,0,0,2.8899999999999997,0,-15.190000000000001,0,-12.7,0,3.5999999999999996
890801758,6,33.33,2475,-75.64999999999999,2731.85,-81.74,9.969999999999999,-75.03,-64.12,-79.22,222.18,50,1033.33,-50,100,100,1512.5,0,0,50.00000000000002,-37.37864077669902,0,0,0,0,14.70632744605378,Bajo,-2.2399999999999998,37.84,0,-88.25,0,-3.9899999999999998,0,4.279999999999999,0,7758.155,47894.39,0,2.08,0,-311.58000000000004,0,-83.8,0,0,0,0,0,0.49,0,-9.02,0,17.07,0
890801758,6,33.33,2475,-75.64999999999999,2731.85,-81.74,9.969999999999999,-75.03,-64.12,-79.22,222.18,50,1033.33,-50,100,100,1512.5,0,0,50.00000000000002,-37.37864077669902,0,0,0,0,14.70632744605378,Bajo,-2.2399999999999998,37.84,0,-88.25,0,-3.9899999999999998,0,4.279999999999999,0,12621.815,0,7758.155,0,22.68,0,-238.63,0,62.69,0,0,0,22.49,0,3.85,0,-20.59,0,3.1300000000000003
890801758,6,33.33,2475,-75.64999999999999,2731.85,-81.74,9.969999999999999,-75.03,-64.12,-79.22,222.18,50,1033.33,-50,100,100,1512.5,0,0,50.00000000000002,-37.37864077669902,0,0,0,0,14.70632744605378,Bajo,-0.33,0,-5.07,0,-20,0,-0.6,0,-0.91,7758.155,47894.39,0,2.08,0,-311.58000000000004,0,-83.8,0,0,0,0,0,0.49,0,-9.02,0,17.07,0
890801758,6,33.33,2475,-75.64999999999999,2731.85,-81.74,9.969999999999999,-75.03,-64.12,-79.22,222.18,50,1033.33,-50,100,100,1512.5,0,0,50.00000000000002,-37.37864077669902,0,0,0,0,14.70632744605378,Bajo,-0.33,0,-5.07,0,-20,0,-0.6,0,-0.91,12621.815,0,7758.155,0,22.68,0,-238.63,0,62.69,0,0,0,22.49,0,3.85,0,-20.59,0,3.1300000000000003
890801944,6,-90.48,40150,-99.55000000000001,133834.55,-95.3,232.76,-87.05000000000001,66.84,-99.68,6277.74,0,3400,-75,300,-90,8650,0,0,5.000000000000004,-78.26086956521739,0,0,0,0,6.870074314461494,Bajo,-2.17,49.309999999999995,0,-76.39,0,-0.05,0,3.62,0,16786.739999999998,41300.635,0,7.37,0,-4472.43,0,-59.35,0,0,0,0,0,1.32,0,-9.89,0,2.94,0
890801944,6,-90.48,40150,-99.55000000000001,133834.55,-95.3,232.76,-87.05000000000001,66.84,-99.68,6277.74,0,3400,-75,300,-90,8650,0,0,5.000000000000004,-78.26086956521739,0,0,0,0,6.870074314461494,Bajo,-2.17,49.309999999999995,0,-76.39,0,-0.05,0,3.62,0,5079.9349999999995,0,16786.739999999998,0,11.600000000000001,0,-130.32,0,-69.74000000000001,0,-33.33,0,-19.49,0,0.9299999999999999,0,-4.29,0,7.93
890801944,6,-90.48,40150,-99.55000000000001,133834.55,-95.3,232.76,-87.05000000000001,66.84,-99.68,6277.74,0,3400,-75,300,-90,8650,0,0,5.000000000000004,-78.26086956521739,0,0,0,0,6.870074314461494,Bajo,-0.95,0,-19.05,0,-15.440000000000001,0,-2.16,0,0.01,16786.739999999998,41300.635,0,7.37,0,-4472.43,0,-59.35,0,0,0,0,0,1.32,0,-9.89,0,2.94,0
890801944,6,-90.48,40150,-99.55000000000001,133834.55,-95.3,232.76,-87.05000000000001,66.84,-99.68,6277.74,0,3400,-75,300,-90,8650,0,0,5.000000000000004,-78.26086956521739,0,0,0,0,6.870074314461494,Bajo,-0.95,0,-19.05,0,-15.440000000000001,0,-2.16,0,0.01,5079.9349999999995,0,16786.739999999998,0,11.600000000000001,0,-130.32,0,-69.74000000000001,0,-33.33,0,-19.49,0,0.9299999999999999,0,-4.29,0,7.93
890801989,6,89.25999999999999,-44.25,89.25,17.66,-0.01,111.05000000000001,5.59,65.9,-19.25,216.22,70.59,0,0,0,29.94,-21.7,1,0,-31.340763684370877,40.448945975782856,1,1,1,1,6.9499175362194086,Bajo,-6.23,37.18,0,-33.56,0,-1.02,0,5.67,0,9681.015,60612.97,0,6.2,0,-140.97,0,-84.03,0,350,0,-14.95,0,-0.12,0,-29.470000000000002,0,56.19,0
890801989,6,89.25999999999999,-44.25,89.25,17.66,-0.01,111.05000000000001,5.59,65.9,-19.25,216.22,70.59,0,0,0,29.94,-21.7,1,0,-31.340763684370877,40.448945975782856,1,1,1,1,6.9499175362194086,Bajo,-6.23,37.18,0,-33.56,0,-1.02,0,5.67,0,33790.975,0,9681.015,0,33.839999999999996,0,-1230.64,0,249.04000000000002,0,0,0,-2.11,0,6.6000000000000005,0,-17.54,0,2.82
890801989,6,89.25999999999999,-44.25,89.25,17.66,-0.01,111.05000000000001,5.59,65.9,-19.25,216.22,70.59,0,0,0,29.94,-21.7,1,0,-31.340763684370877,40.448945975782856,1,1,1,1,6.9499175362194086,Bajo,11.12,0,-17.990000000000002,0,-42.59,0,-1.34,0,-0.91,9681.015,60612.97,0,6.2,0,-140.97,0,-84.03,0,350,0,-14.95,0,-0.12,0,-29.470000000000002,0,56.19,0
890801989,6,89.25999999999999,-44.25,89.25,17.66,-0.01,111.05000000000001,5.59,65.9,-19.25,216.22,70.59,0,0,0,29.94,-21.7,1,0,-31.340763684370877,40.448945975782856,1,1,1,1,6.9499175362194086,Bajo,11.12,0,-17.990000000000002,0,-42.59,0,-1.34,0,-0.91,33790.975,0,9681.015,0,33.839999999999996,0,-1230.64,0,249.04000000000002,0,0,0,-2.11,0,6.6000000000000005,0,-17.54,0,2.82
890802218,5,50.6,2.4,56.26,28.410000000000004,3.7600000000000002,25.4,6.47,17.380000000000003,-16.05,31.85,250,25.71,25,-20,31.4,1.77,1,1,-12.753488372093013,-0.6153207964601837,1,1,1,1,6.304048467346519,Bajo,-3.35,36.720000000000006,0,-70.09,0,-0.35000000000000003,0,5.88,0,0,104259.955,0,0.79,48.72,-122,199.74,-100,0,100,0,0,9.71,-3.1399999999999997,5.36,-5.26,-12.9,1.43,-1.68
890802218,5,50.6,2.4,56.26,28.410000000000004,3.7600000000000002,25.4,6.47,17.380000000000003,-16.05,31.85,250,25.71,25,-20,31.4,1.77,1,1,-12.753488372093013,-0.6153207964601837,1,1,1,1,6.304048467346519,Bajo,4.63,0,-36.57,0,218.98,0,-0.79,0,0.13,0,104259.955,0,0.79,48.72,-122,199.74,-100,0,100,0,0,9.71,-3.1399999999999997,5.36,-5.26,-12.9,1.43,-1.68
890802223,5,0,16.91,0,55.38999999999999,0,32.910000000000004,0,-5.01,0,157.22,0,25.64,0,0,0,-6.25,0,0,0,-19.808884297520667,0,0,0,1,7.435998830286916,Bajo,-6.81,65.59,0,-7.340000000000001,0,-3.5999999999999996,0,4.41,0,18255.995,72408.505,0,-0.84,0,-402.4200000000001,0,-74.79,0,50,0,0,0,-1.67,0,-11.65,0,3.46,0
890802223,5,0,16.91,0,55.38999999999999,0,32.910000000000004,0,-5.01,0,157.22,0,25.64,0,0,0,-6.25,0,0,0,-19.808884297520667,0,0,0,1,7.435998830286916,Bajo,-6.81,65.59,0,-7.340000000000001,0,-3.5999999999999996,0,4.41,0,73289.405,0,18255.995,0,26.029999999999998,0,138.82000000000002,0,301.45,0,0,0,-21.6,0,-1.63,0,-19.03,0,-8.110000000000001
890802223,5,0,16.91,0,55.38999999999999,0,32.910000000000004,0,-5.01,0,157.22,0,25.64,0,0,0,-6.25,0,0,0,-19.808884297520667,0,0,0,1,7.435998830286916,Bajo,-0.5599999999999999,0,-20.13,0,-27.87,0,4.71,0,1.7000000000000002,18255.995,72408.505,0,-0.84,0,-402.4200000000001,0,-74.79,0,50,0,0,0,-1.67,0,-11.65,0,3.46,0
890802223,5,0,16.91,0,55.38999999999999,0,32.910000000000004,0,-5.01,0,157.22,0,25.64,0,0,0,-6.25,0,0,0,-19.808884297520667,0,0,0,1,7.435998830286916,Bajo,-0.5599999999999999,0,-20.13,0,-27.87,0,4.71,0,1.7000000000000002,73289.405,0,18255.995,0,26.029999999999998,0,138.82000000000002,0,301.45,0,0,0,-21.6,0,-1.63,0,-19.03,0,-8.110000000000001
