orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG
5,0,556,457,0,4071610860,2495755218,0,7323041.1151079135,5461171.155361051,0,3000000,3671314,0,39690506.62126265,4326730.574574385,0,15,12,0,4,1,0,158,167,0,0,1,0,28.41726618705036,36.542669584245075,0,0,0,0,0,0,9.73169050562801,Bajo
7,0,76,212,0,192114653,791242077,0,2527824.3815789474,3732273.9481132077,0,1800000,2496000,0,1956695.1668518016,3836023.2563951295,0,2,3,0,1,1,0,39,55,0,1,1,0,51.31578947368421,25.943396226415093,0,0,0,0,0,0,11.553356297131103,Bajo
5,49,1,272,280050212,1000000,2205639939,5715310.448979592,1000000,8108970.363970588,2650000,1000000,2500000,13578820.26676992,0,65629610.8362971,1,1,45,3,1,4,35,1,98,1,0,1,71.42857142857143,100,36.029411764705884,0,0,0,0,0,0,21.48888178453382,Medio
4,367,750,850,1216115643,2139523046,2843060250,3313666.6021798365,2852697.3946666666,3344776.7647058824,2400000,2284334,2505332,5761631.753406175,2379800.1970634595,3338771.0139049795,18,32,59,4,4,4,99,168,202,0,0,0,26.975476839237057,22.400000000000002,23.764705882352942,0,0,0,0,0,0,5.046172417689396,Bajo
5,0,220,974,0,571480184,4881031940,0,2597637.2,5011326.427104723,0,1678908,2500000,0,2695486.9341049357,10486729.773286471,0,26,77,0,4,4,0,89,215,0,0,0,0,40.45454545454545,22.073921971252567,0,0,1,0,0,1,11.775761018287737,Bajo
5,309,284,510,788561704,2111670230,2465520205,2551979.6245954693,7435458.556338028,4834353.343137255,1600000,2400000,2550000,4677906.406022238,62118671.720412485,10671546.006605506,8,8,9,2,3,3,71,93,96,1,1,1,22.97734627831715,32.74647887323944,18.823529411764707,0,0,0,0,0,0,10.984090168582412,Bajo
4,1,3060,2535,740000,53686351968,20157488389,740000,17544559.466666665,7951671.9483234715,740000,1100000,2000000,0,739838536.0605967,45963655.10415705,1,33,47,1,4,4,1,388,361,0,0,0,100,12.679738562091503,14.240631163708088,0,0,0,0,1,1,24.55808251581603,Medio
5,0,170,1302,0,493613953,6643329600,0,2903611.488235294,5102403.686635945,0,2795000,1644000,0,2119981.7354622018,13654377.848076291,0,4,69,0,2,5,0,22,193,0,1,1,0,12.941176470588237,14.823348694316435,0,0,0,0,0,0,15.09355057145896,Medio
4,0,0,381,0,0,4621396971,0,0,12129650.842519686,0,0,7200000,0,0,28457860.13835747,0,0,2,0,0,1,0,0,147,0,0,0,0,0,38.582677165354326,0,0,0,0,0,1,9.426804459279763,Bajo
5,17,183,2378,84025331,800584796,35060942586,4942666.529411765,4374780.306010929,14743878.295206055,2866667,1700000,2600000,7803477.622363139,24090208.01927257,475221575.0371487,1,2,55,2,1,4,17,148,486,0,1,1,100,80.87431693989072,20.43734230445753,0,0,1,0,0,1,30.143575165934475,Alto
5,0,7,236,0,26150000,1077727071,0,3735714.285714286,4566640.131355932,0,2400000,3675000,0,2861630.4044073494,3764349.1612871503,0,1,35,0,1,4,0,7,102,0,0,0,0,100,43.22033898305085,0,0,0,0,0,0,7.298645294009249,Bajo
5,0,286,399,0,1435192113,1978297002,0,5018154.241258741,4958137.84962406,0,2502000,2226000,0,7194572.484813585,11201604.638905495,0,27,23,0,4,4,0,121,116,0,1,1,0,42.30769230769231,29.07268170426065,0,0,0,0,0,0,10.6117263552553,Bajo
4,0,0,205,0,0,1237091154,0,0,6034590.995121951,0,0,4000000,0,0,6720232.840840123,0,0,13,0,0,4,0,0,71,0,0,1,0,0,34.63414634146341,0,0,0,0,0,0,12.2442354184332,Bajo
4,0,28,713,0,221603946,4144261780,0,7914426.642857143,5812428.86395512,0,3272350,2400000,0,14597564.898142256,19413667.733817488,0,17,50,0,4,4,0,19,268,0,1,1,0,67.85714285714286,37.58765778401122,0,0,0,0,0,0,11.559320087524606,Bajo
5,1,0,1448,149999500,0,24254972354,149999500,0,16750671.51519337,149999500,0,5985000,0,0,123388917.60425556,1,0,55,1,0,4,1,0,678,0,0,1,100,0,46.8232044198895,0,0,0,0,0,0,10.45404493770468,Bajo
7,0,0,536,0,0,2991329608,0,0,5580838.820895523,0,0,2050762,0,0,47426433.33515865,0,0,13,0,0,4,0,0,221,0,0,0,0,0,41.23134328358209,0,0,0,0,0,0,17.124893711028292,Medio
4,0,0,150,0,0,414538666,0,0,2763591.1066666665,0,0,2435000,0,0,2547391.2135379133,0,0,6,0,0,1,0,0,56,0,0,0,0,0,37.333333333333336,0,0,0,0,0,0,10.707164753749277,Bajo
5,68,39,61,428862013,365740637,520008040,6306794.30882353,9377965.051282052,8524721.967213115,2785000,5776000,4545460,16012258.546643188,13386404.681108473,11197739.568967538,15,17,27,4,3,4,39,34,32,0,0,0,57.35294117647059,87.17948717948718,52.459016393442624,0,0,1,1,0,1,16.22824774526318,Medio
4,63,132,99,293716379,566931265,663311043,4662164.746031746,4294933.825757576,6700111.545454546,2408000,2350000,3600000,5250576.474540716,4757170.823746863,10792824.002382891,13,24,31,4,4,4,32,48,50,1,1,1,50.79365079365079,36.36363636363637,50.505050505050505,0,1,1,0,1,1,19.95875465698969,Medio
6,113,150,112,2462411236,2861063131,2948000224,21791249.876106195,19073754.206666667,26321430.57142857,7500000,5017200,5276800,43713852.06461837,74886451.14979237,106011970.34692952,18,51,41,4,4,4,1,76,57,1,1,1,0.8849557522123894,50.66666666666667,50.89285714285714,0,1,1,0,1,1,40.20088468885511,Alto
7,0,0,44,0,0,141924053,0,0,3225546.659090909,0,0,1828375,0,0,4299460.284585545,0,0,20,0,0,3,0,0,27,0,0,0,0,0,61.36363636363637,0,0,1,0,0,1,26.39992012702479,Medio
5,75,115,108,670058252,946211425,920777069,8934110.026666667,8227925.434782608,8525713.601851853,5172156,4000000,4330000,10773813.31871526,11441863.819661021,11500833.257292183,25,30,29,5,4,4,53,67,53,0,0,0,70.66666666666667,58.26086956521739,49.074074074074076,0,1,1,1,1,1,16.35755895090526,Medio
5,67,71,67,395055931,443496359,489295740,5896357.179104477,6246427.591549296,7302921.492537313,3930000,4595162,5100000,4834562.195067019,5912855.7066252725,6134050.026132061,6,27,31,4,4,3,50,44,41,1,1,1,74.6268656716418,61.97183098591549,61.19402985074627,0,1,0,1,1,1,12.614285601353357,Bajo
4,65,159,128,695952862,1095507423,1395326526,10706967.107692307,6889983.79245283,10900988.484375,2500000,4440000,6000000,24731597.28381668,9409434.305855496,25874616.63397297,31,31,30,4,4,4,50,84,66,1,1,1,76.92307692307693,52.83018867924528,51.5625,0,0,1,0,0,1,13.18162255787231,Bajo
7,76,115,84,1157197640,2330675562,1869570547,15226284.736842105,20266744.017391305,22256792.226190478,4960000,4500000,4400000,33549290.886090692,59093957.068898916,55974022.548283495,15,33,26,4,4,4,54,62,46,0,0,0,71.05263157894737,53.91304347826087,54.761904761904766,1,1,1,1,1,1,18.423367003075988,Medio
5,32,74,76,568438018,247752372,460889091,17763688.0625,3348005.027027027,6064330.144736842,4200000,2042744,3000000,69955302.22571586,3763350.4709396884,19223174.714564547,2,18,10,1,4,3,22,48,43,0,1,0,68.75,64.86486486486487,56.57894736842105,1,1,1,1,1,1,22.169050222563172,Medio
5,0,48,49,0,236340660,249990061,0,4923763.75,5101837.979591837,0,3600000,3300000,0,3587724.3616557484,5421388.194290895,0,23,9,0,4,2,0,35,37,0,0,1,0,72.91666666666666,75.51020408163265,0,0,0,0,0,0,16.061843861823807,Medio
5,1,15,82,159964000,207172921,964653909,159964000,13811528.066666666,11764072.06097561,159964000,7205277,6000000,0,18789912.121810313,20522924.31057173,1,9,16,1,3,4,1,13,46,0,1,1,100,86.66666666666667,56.09756097560976,0,1,0,0,1,0,20.171305068728287,Medio
5,93,120,74,777944574,954943778,1020411684,8364995.419354838,7957864.816666666,13789347.081081081,6000000,5433618.5,9000000,7621632.432665404,8912433.067572106,18730410.917070225,18,40,35,4,4,4,56,62,38,1,0,0,60.215053763440864,51.66666666666667,51.35135135135135,0,1,1,0,1,1,15.91375288871771,Medio
4,0,13,140,0,107870000,1353671956,0,8297692.307692308,9669085.4,0,4000000,3720000,0,8469399.972692037,15020218.028597238,0,6,43,0,3,4,0,12,55,0,1,1,0,92.3076923076923,39.285714285714285,0,0,0,0,1,0,25.45024264053883,Medio
5,42,85,91,205494498,434475747,625860864,4892726.142857143,5111479.376470588,6877591.912087912,3899500,3600000,4800000,4429627.548120825,5699702.535593576,17437324.84604206,13,26,24,4,4,4,34,46,35,1,0,0,80.95238095238095,54.11764705882353,38.46153846153847,1,1,1,1,1,1,14.72255221982505,Bajo
4,29,71,73,112065984,285325802,433208723,3864344.275862069,4018673.267605634,5934366.068493151,3000000,3600000,3000000,3073880.5237538675,2963236.021504463,11657425.031566208,6,32,33,3,4,4,23,53,38,0,0,0,79.3103448275862,74.64788732394366,52.054794520547944,1,0,0,1,1,0,13.703789976285547,Bajo
5,21,0,24,299266905,0,537543169,14250805,0,22397632.041666668,3877500,0,6300000,28854257.75781629,0,61276657.47226657,1,0,18,4,0,4,19,0,21,0,0,0,90.47619047619048,0,87.5,0,0,0,0,0,0,26.758085774965505,Medio
5,0,72,94,0,313495946,774693707,0,4354110.361111111,8241422.414893617,0,3096000,3755098.5,0,3911876.6930229906,22446074.255605396,0,32,44,0,4,4,0,51,56,0,1,1,0,70.83333333333334,59.57446808510638,0,1,1,0,1,1,19.816702414600044,Medio
5,0,75,86,0,477252432,978292337,0,6363365.76,11375492.290697675,0,3000000,4561859.5,0,7169400.957854819,28330022.662525963,0,23,29,0,3,4,0,49,45,0,0,0,0,65.33333333333333,52.32558139534884,0,0,0,0,0,0,21.304453481246437,Medio
5,40,91,83,383612067,917583930,790641163,9590301.675,10083339.89010989,9525797.144578313,5018560,4800000,3912790,12592849.462218335,13845612.341404457,24171695.18433301,3,2,26,2,1,3,30,54,48,0,1,0,75,59.34065934065934,57.831325301204814,0,0,0,0,0,0,28.977866457628586,Medio
5,56,69,52,327759967,350234804,381508281,5852856.553571428,5075866.724637682,7336697.711538462,4250000,3777778,4034000,4484751.639564411,5144096.476244643,7956961.601113688,14,29,17,4,4,4,44,48,31,0,1,1,78.57142857142857,69.56521739130434,59.61538461538461,1,1,1,1,1,1,13.727901640366,Bajo
5,12,29,52,76050000,113486000,235791219,6337500,3913310.3448275863,4534446.519230769,4950000,3200000,3000000,6093322.537454795,2589897.3242671816,4101451.981252041,3,3,1,1,2,1,10,21,39,1,1,1,83.33333333333334,72.41379310344827,75,0,0,0,0,0,0,17.315244662434054,Medio
5,2,80,130,5320000,264643853,637141073,2660000,3308048.1625,4901085.176923077,2660000,2159500,3667500,2064751.8010647187,3104389.723256745,4577587.842097933,1,26,37,1,4,4,2,42,60,1,0,0,100,52.5,46.15384615384615,0,0,1,0,0,1,11.474281126746082,Bajo
3,84,124,99,17314473666,1042751397,1109858081,206124686.5,8409285.459677419,11210687.686868686,3000000,3027390,6000000,1832398629.1359327,16832028.262075398,19791235.997760214,14,53,40,4,4,4,58,80,47,0,1,0,69.04761904761905,64.51612903225806,47.474747474747474,0,1,1,0,1,1,46.88856180182357,Alto
4,11,87,92,92314970,662615182,792683540,8392270,7616266.459770115,8616125.43478261,3700000,5000000,5173000,10015315.344106745,8131838.518512074,8477338.210344987,1,19,29,4,3,3,10,49,53,0,1,1,90.9090909090909,56.32183908045977,57.608695652173914,0,0,0,0,0,1,14.878392476120062,Bajo
5,7,107,161,62850505,587334125,983449254,8978643.57142857,5489103.971962617,6108380.459627329,9959000,2200000,3200000,5273090.732301751,10243229.591450846,8115022.218247177,3,33,51,3,5,5,5,57,85,0,1,1,71.42857142857143,53.271028037383175,52.79503105590062,0,1,1,0,1,1,10.853197919183675,Bajo
5,0,16,56,0,248479000,268621014,0,15529937.5,4796803.821428572,0,3645000,2750000,0,40076875.23159917,5235952.72778976,0,10,21,0,4,4,0,14,36,0,0,0,0,87.5,64.28571428571429,0,1,0,0,1,1,24.831340746536984,Medio
5,56,27,0,251973693,142539266,0,4499530.232142857,5279232.074074074,0,1966000,2550000,0,5736630.84316844,7136311.796958264,0,12,17,0,3,3,0,35,24,0,1,0,0,62.5,88.88888888888889,0,0,0,0,0,0,0,20.318175720998482,Medio
5,0,27,90,0,150927602,373010371,0,5589911.185185186,4144559.677777778,0,3500000,3000000,0,8505959.58112588,3548524.374239459,0,17,27,0,4,4,0,24,42,0,0,0,0,88.88888888888889,46.666666666666664,0,0,1,0,0,0,17.119881856818495,Medio
6,23,110,206,183391656,600667305,1395196740,7973550.260869565,5460611.863636363,6772799.708737864,6000000,3992083,4660000,6050356.3174439585,5477268.607117975,12477927.954109011,1,45,41,4,4,4,22,64,80,1,1,0,95.65217391304348,58.18181818181818,38.83495145631068,0,0,0,0,0,0,11.988974910332379,Bajo
5,133,110,115,1067797279,891401059,918918103,8028550.969924812,8103645.990909091,7990592.2,5867840,5820150,4000000,9316226.490402466,9748338.422296256,10700975.073263893,8,41,34,4,4,4,81,67,62,1,0,0,60.902255639097746,60.909090909090914,53.91304347826087,0,0,0,0,0,0,10.470216450208783,Bajo
5,24,63,73,277095927,498846565,622805082,11545663.625,7918199.444444444,8531576.465753425,4250000,4000000,4000000,16150690.923931992,10563993.916486992,11186069.811547356,4,14,13,2,3,4,16,36,26,1,0,0,66.66666666666666,57.14285714285714,35.61643835616438,1,0,0,1,0,0,25.99619076237162,Medio
5,19,102,100,152551379,2617234252,465926163,8029019.947368421,25659159.333333332,4659261.63,6000000,2250000,3000000,8031758.63964378,221854885.57866463,4915824.664647579,1,27,29,4,4,4,19,65,43,0,1,0,100,63.725490196078425,43,0,1,0,0,1,0,36.312288021924445,Alto
5,27,93,73,152974599,386403168,389383240,5665725.888888889,4154872.7741935486,5334016.98630137,4381239,3000000,3312000,4260467.386150251,3097618.5944428276,4369803.028848699,5,20,10,3,4,4,20,31,20,1,1,1,74.07407407407408,33.33333333333333,27.397260273972602,0,0,0,0,0,0,29.976003851255594,Medio
6,18,140,200,319315494,517177255,13154525397,17739749.666666668,3694123.25,65772626.985,8114496.5,2750000,4000000,38170716.477968246,3531667.643734881,574323084.1585599,1,17,36,4,4,4,15,58,72,0,1,1,83.33333333333334,41.42857142857143,36,0,0,1,1,0,1,34.87690329997691,Alto
5,2,86,107,5660000,336942812,638806388,2830000,3917939.6744186045,5970153.158878504,2830000,2970000,3000000,2870853.531617383,3226896.107964722,17606129.551786087,1,33,29,1,4,4,2,56,46,1,1,0,100,65.11627906976744,42.99065420560748,0,1,1,0,1,1,14.60160733566647,Bajo
5,29,89,77,189053990,469356558,1569485855,6519103.1034482755,5273669.191011236,20382933.181818184,4000000,3300000,6000000,9171065.3242993,8092795.592444562,90093249.84669945,18,43,31,4,4,4,24,58,52,1,1,1,82.75862068965517,65.1685393258427,67.53246753246754,0,0,0,0,0,1,20.934521926000393,Medio
6,26,132,56,507986795,10378326634,608743291,19537953.653846152,78623686.62121212,10870415.910714285,9587775,3600000,5500000,29890392.31541546,655276812.4756244,21777319.750824913,3,14,9,4,3,2,17,59,39,1,1,1,65.38461538461539,44.696969696969695,69.64285714285714,1,1,1,1,1,1,36.239508860860795,Alto
5,76,147,105,249796017,435501621,416662702,3286789.697368421,2962596.06122449,3968216.2095238096,1974080,2446000,2795000,2990523.205624777,2275147.662458683,3978762.9179161633,13,46,32,3,4,4,40,68,47,1,1,1,52.63157894736842,46.25850340136054,44.761904761904766,1,1,1,1,1,1,12.250089389862787,Bajo
5,114,152,143,791456716,968111016,1117163876,6942602.771929825,6369151.421052632,7812334.797202798,4379000,4000000,4610000,10293054.567939378,8085171.377817379,17609448.69437898,24,36,28,4,4,4,77,83,69,1,1,0,67.54385964912281,54.60526315789473,48.25174825174825,0,1,0,1,1,1,8.776878603146763,Bajo
6,10,88,108,131631502,758071365,1129519162,13163150.2,8614447.329545455,10458510.75925926,14766780,5000000,4500000,5293279.622342987,7978516.018988033,20467015.063600395,3,35,40,3,4,4,8,39,53,1,1,0,80,44.31818181818182,49.074074074074076,0,1,1,0,1,1,24.136329131608477,Medio
4,27,35,61,111468300,140509340,323914999,4128455.5555555555,4014552.5714285714,5310081.950819672,3750000,4000000,4090000,2818928.231183636,2998981.8843534146,3897144.543604396,2,8,19,3,3,4,22,27,30,1,1,1,81.48148148148148,77.14285714285715,49.18032786885246,1,1,1,1,1,1,16.48176226735542,Medio
5,27,43,43,102510000,149436300,377447302,3796666.6666666665,3475262.7906976743,8777844.232558139,2500000,2500000,2130000,2784846.356761757,2677241.673637009,27615106.00127089,4,13,19,3,3,4,16,34,26,1,1,1,59.25925925925925,79.06976744186046,60.46511627906976,0,0,0,1,1,1,21.21353154558636,Medio
5,98,275,345,4715838814,10695835261,34704394833,48120804.22448979,38893946.403636366,100592448.79130435,11500000,6844848,10900000,265016901.43967962,226897180.1094,766658371.0058392,2,39,51,2,4,4,73,159,194,1,1,1,74.48979591836735,57.81818181818181,56.231884057971016,1,1,1,1,1,1,16.663031944667416,Medio
5,17,40,37,67505897,181462781,241505937,3970935.117647059,4536569.525,6527187.486486486,2000000,2000000,2600000,4535688.353126815,6011036.369309227,10596356.185242554,6,16,14,3,3,4,16,30,20,1,1,1,94.11764705882352,75,54.054054054054056,0,0,1,0,1,1,21.68525176986285,Medio
4,0,23,15,0,304052876,58791143,0,13219690.260869564,3919409.533333333,0,2080000,3450000,0,43453926.478536494,2556309.715421344,0,11,9,0,4,3,0,16,11,0,1,1,0,69.56521739130434,73.33333333333333,0,0,0,0,0,0,43.50293429897404,Alto
5,0,8,0,0,34659146,0,0,4332393.25,0,0,3000000,0,0,3829241.0379706817,0,0,6,0,0,3,0,0,8,0,0,1,0,0,100,0,0,0,0,0,0,0,40.39335215805604,Alto
5,30,67,73,140418325,168364849,191332977,4680610.833333333,2512908.194029851,2620999.684931507,2750000,1440000,1800000,7545681.658188554,2839512.8641658057,1989265.853294605,12,19,20,3,4,4,19,31,28,1,0,1,63.33333333333333,46.26865671641791,38.35616438356164,0,1,0,1,1,0,22.97917534125918,Medio
5,3,50,70,9322000,142603013,335712337,3107333.3333333335,2852060.26,4795890.528571429,2722000,2447000,2900000,775474.9082551501,1954488.154925612,5109686.221099167,1,13,27,1,2,3,3,29,49,1,1,1,100,57.99999999999999,70,0,1,0,0,1,1,12.040978929129476,Bajo
5,47,80,76,243888628,407081890,424206298,5189119.744680851,5088523.625,5581661.815789473,3180000,3150000,3150000,5834791.785224722,6364628.684574982,6524945.849443533,11,23,8,3,4,2,37,51,48,0,0,0,78.72340425531915,63.74999999999999,63.1578947368421,0,0,0,0,0,0,9.405363935383637,Bajo
5,10,91,92,111937000,765322637,1094860139,11193700,8410138.868131869,11900653.68478261,11275000,3300000,7720000,5920649.101989484,24739105.665989593,16740258.837132556,2,2,1,1,1,1,9,70,58,1,1,1,90,76.92307692307693,63.04347826086957,0,0,0,0,0,0,13.866346073988565,Bajo
7,341,815,465,23683850961,44646394899,582913182220,69454108.39002933,54780852.63680982,1253576735.9569893,24041000,13000000,30800000,249977058.24622783,242034741.84014058,23388853921.443592,19,73,78,3,4,4,251,360,244,1,1,0,73.60703812316716,44.171779141104295,52.473118279569896,1,1,1,1,1,1,37.54892346948364,Alto
5,301,154,71,13571372278,25333322857,34532689753,45087615.54152824,164502096.47402596,486375912.0140845,7488000,34000000,100000000,173552575.84734273,542128731.0473101,1565932044.243478,18,35,17,3,3,2,274,83,32,0,0,1,91.0299003322259,53.896103896103895,45.07042253521127,1,1,0,1,1,1,24.80178931464954,Medio
5,395,96,437,11867148301,6288321161,22645538969,30043413.420253165,65503345.427083336,51820455.306636155,15000000,17340000,20182934,59802314.54345455,273427595.4793099,235552545.56873134,16,15,47,4,4,4,109,57,138,0,0,0,27.59493670886076,59.375,31.57894736842105,1,1,1,1,0,1,17.49779490484707,Medio
5,210,321,292,1827300778,1707428334,31315172643,8701432.276190476,5319091.38317757,107243741.9280822,7280100,4350000,6840000,8624444.145762295,5045105.613899528,1433246238.6307027,17,13,12,4,2,4,99,81,75,1,1,0,47.14285714285714,25.233644859813083,25.684931506849317,1,1,1,1,1,1,36.30790517433943,Alto
5,567,1301,1773,43098699836,33493977787,38276398601,76011816.28924163,25744794.60953113,21588493.288776085,5160000,5632480,8360000,470302636.0465339,166721301.89729562,86936519.06760451,18,60,53,4,4,4,464,588,750,0,0,0,81.83421516754849,45.196003074558035,42.30118443316413,1,1,1,1,1,1,12.440056536547601,Bajo
5,862,292,1545,12799369861,54971433698,23829024195,14848456.915313225,188258334.5821918,15423316.631067961,4000000,3300000,3000000,60077256.492314175,2884853545.6447954,109274239.48353252,50,45,62,4,4,4,393,189,502,0,0,0,45.59164733178655,64.72602739726028,32.491909385113274,0,0,0,0,0,0,24.726878965366684,Medio
5,1175,2825,3482,65793831843,30812071458,110132000533,55994750.50468085,10906927.949734513,31628949.033026997,7700000,5100000,6000000,1091911298.7866006,36307998.524852626,398450738.8058666,22,70,60,4,5,4,727,1158,1251,0,1,0,61.87234042553192,40.991150442477874,35.92762780011488,1,1,1,1,1,1,9.586012990471657,Bajo
5,0,233,374,0,1133143237,2067876826,0,4863275.69527897,5529082.422459893,0,4367458,4312500,0,3649294.5799898836,4595356.281407334,0,3,1,0,1,1,0,104,120,0,1,0,0,44.63519313304721,32.085561497326204,0,0,0,0,0,0,6.236407629326568,Bajo
5,173,166,273,4424987780,5916701463,5969750131,25577964.046242774,35642779.89759036,21867216.5970696,5400000,10225684,6183000,55502659.06044166,64760226.40341076,38010021.61059343,30,50,43,4,4,4,63,77,93,0,0,0,36.41618497109826,46.3855421686747,34.065934065934066,1,1,1,1,1,1,29.05924397458757,Medio
4,129,477,512,661043333,2513640236,3422003859,5124366.92248062,5269686.029350105,6683601.287109375,2700000,2700000,3000000,7510981.415586899,7570338.092968885,10298493.398003487,3,28,19,1,4,4,72,148,102,1,1,1,55.81395348837209,31.027253668763105,19.921875,0,0,0,0,0,0,9.0324567130753,Bajo
5,35,578,1652,1509103110,4375385117,9861651310,43117231.71428572,7569870.444636678,5969522.584745763,21250000,3734478,1992064,53957791.65390219,16822584.702576417,40784826.523762845,19,27,27,4,4,4,27,205,305,0,0,0,77.14285714285715,35.46712802768166,18.462469733656174,0,0,0,0,1,1,8.935012100549717,Bajo
5,654,728,936,2062869789,4247630120,39017278180,3154235.151376147,5834656.758241759,41685126.26068376,2002081,3634742.5,3791022,6026911.541675633,9476499.37517271,1015398641.0481709,10,21,29,2,4,4,197,201,232,1,1,0,30.122324159021407,27.609890109890113,24.786324786324787,0,0,0,0,0,0,32.774582509293026,Alto
5,331,283,249,44418896738,43650357161,45228746960,134196062.65256798,154241544.7385159,181641554.0562249,43307000,40000000,45000000,239058236.04566386,278264758.63872844,307232524.74514866,48,57,56,5,5,4,106,112,79,0,0,0,32.02416918429003,39.57597173144876,31.72690763052209,1,1,1,1,1,1,30.66270701255305,Alto
4,0,251,355,0,3524266469,4235692306,0,14040902.266932271,11931527.622535212,0,6500000,4700000,0,27740413.599868476,23279951.536180433,0,17,13,0,4,4,0,66,98,0,1,1,0,26.294820717131472,27.605633802816904,0,0,0,0,0,0,20.572776831042848,Medio
5,434,1015,379,2808768304,3052292244,1705390611,6471816.368663594,3007184.4768472905,4499711.374670185,1529566,1475434,2343726,52464859.4958394,13556615.459019471,5534928.056165506,34,34,26,4,4,3,142,227,123,0,0,0,32.71889400921659,22.364532019704434,32.45382585751979,0,0,0,0,0,0,10.053423900460562,Bajo
5,64,252,76,352096003,9340830203,1711183630,5501500.046875,37066786.51984127,22515574.07894737,2819500,2226350,6000000,8764894.041563544,497751243.47958034,57124481.4002728,19,38,17,4,4,3,54,94,47,1,0,0,84.375,37.301587301587304,61.8421052631579,0,0,1,0,0,1,36.11078762243995,Alto
5,0,109,138,0,3083627436,4232056818,0,28290159.963302754,30667078.391304348,0,5000000,9461825,0,83303101.48113786,70219294.30245768,0,2,30,0,2,4,0,49,56,0,1,1,0,44.95412844036697,40.57971014492754,0,0,1,0,0,1,26.13564050691383,Medio
4,0,421,212,0,1620275724,954187540,0,3848635.9239904988,4500884.622641509,0,2400000,2500000,0,4399791.278802059,7539283.315522644,0,34,43,0,4,4,0,112,118,0,1,1,0,26.60332541567696,55.660377358490564,0,0,0,0,0,1,12.719690078926321,Bajo
5,212,335,335,1687334898,1588485028,1840255785,7959126.877358491,4741746.352238806,5493300.850746268,3712500,2610000,3946209,13798588.716143545,6193554.747133599,5268537.744822059,7,32,27,3,4,4,94,137,87,1,1,1,44.339622641509436,40.8955223880597,25.970149253731346,0,0,0,0,1,1,8.16852806408855,Bajo
5,177,263,544,1651749253,2142229179,4769846500,9331916.683615819,8145358.095057034,8768100.18382353,3223000,3300000,3950000,59605195.90884077,15615042.171088733,23658405.299475234,1,25,48,4,4,4,110,178,201,1,0,1,62.14689265536724,67.68060836501901,36.94852941176471,0,0,1,0,0,1,8.752860610114112,Bajo
5,58,660,427,165155333,3650276986,3369964747,2847505.7413793104,5530722.706060606,7892189.103044497,1696000,2230950,4300000,1743293.97422265,11978584.149031945,11855405.198490318,6,39,19,1,4,3,58,151,138,1,1,0,100,22.87878787878788,32.31850117096019,0,0,1,0,1,1,7.032123003943079,Bajo
5,216,435,427,1306039195,3411098691,3329550684,6046477.75462963,7841606.186206897,7797542.585480094,2790760,3966906,4500000,15910244.585157426,16024217.584898902,16171147.375658598,23,37,30,4,4,4,73,135,115,0,1,0,33.7962962962963,31.03448275862069,26.93208430913349,0,1,1,0,1,1,7.424297172362248,Bajo
5,0,249,214,0,1222138284,2167208194,0,4908185.879518072,10127141.093457945,0,2500000,6000000,0,6943537.1840862725,13962081.256151436,0,27,34,0,3,4,0,108,96,0,1,1,0,43.373493975903614,44.85981308411215,0,0,0,0,0,0,8.44568131073623,Bajo
5,0,0,6,0,0,30075350,0,0,5012558.333333333,0,0,4050000,0,0,3238920.232178722,0,0,3,0,0,2,0,0,6,0,0,0,0,0,100,0,0,0,0,0,0,47.958505523516926,Alto
5,0,1,164,0,7950000,532073120,0,7950000,3244348.2926829266,0,7950000,2610000,0,0,5239850.780668988,0,1,1,0,1,1,0,1,97,0,1,1,0,100,59.14634146341463,0,0,0,0,0,0,7.9584588806241,Bajo
5,0,63,175,0,401945513,724277135,0,6380087.507936508,4138726.4857142856,0,3257200,3000000,0,11144755.996309586,2931028.4441014878,0,12,20,0,4,1,0,51,79,0,0,1,0,80.95238095238095,45.14285714285714,0,0,0,0,0,0,8.37831259943723,Bajo
5,121,720,1494,2082258064,6878369693,8827691290,17208744.330578513,9553291.240277778,5908762.576974565,9836800,3755173,3780000,23331210.38436761,38377609.62408425,25899614.713297397,25,78,60,4,4,4,74,321,337,1,1,1,61.15702479338842,44.583333333333336,22.55689424364123,1,0,1,1,0,1,7.1747570591773835,Bajo
3,305,283,399,3132927520,1327591240,3143525100,10271893.50819672,4691135.123674911,7878509.022556391,3800000,3000000,5700000,19328492.7556768,4262018.901911331,11611692.404896244,20,10,6,4,1,1,138,128,162,1,0,0,45.24590163934426,45.22968197879859,40.6015037593985,1,0,0,1,0,0,4.221726071315202,Bajo
