num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_entidades_dif_1,num_entidades_dif_2,num_entidades_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pentidades_1,pentidades_2,pentidades_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG
6,6,6,139500000,221832000,264493000,23250000,36972000,44082166.666666664,23250000,37125000,37794000,821583.8362577491,15111492.580152366,27830018.90345507,1,2,1,1,1,1,1,2,2,1,0,0,16.666666666666664,33.33333333333333,33.33333333333333,0,1,1,0,1,1,53.3798981715444,Bajo
9,2,1,37851368,22532420,10698588,4205707.555555556,11266210,10698588,2664280,11266210,10698588,3389849.4552258183,3279292.5505663566,0,2,1,1,1,1,1,1,2,1,0,0,1,11.11111111111111,100,100,0,0,1,0,0,1,70.68504081706014,Medio
7,7,15,13392000,48850000,141168000,1913142.857142857,6978571.428571428,9411200,1530000,5000000,5000000,1186929.151012734,5371363.664754754,7641354.32274373,2,3,2,1,1,1,2,2,1,1,0,0,28.57142857142857,28.57142857142857,6.666666666666667,0,0,0,0,0,0,75.54810945865597,Medio
1,6,14,49200000,76840000,147174000,49200000,12806666.666666666,10512428.57142857,49200000,9240000,3432000,0,8844629.255467223,14242301.589680951,1,1,2,1,1,1,1,1,3,1,1,1,100,16.666666666666664,21.428571428571427,0,0,0,0,0,0,45.846338170811265,Bajo
3,8,20,19600000,41117185,165964551,6533333.333333333,5139648.125,8298227.55,8250000,3262875,6240000,2973353.886326573,3090461.3026998523,5912856.604060088,1,1,3,1,1,1,1,1,3,0,0,0,33.33333333333333,12.5,15,0,0,0,0,0,1,63.04673849917323,Medio
0,0,3,0,0,26400000,0,0,8800000,0,0,12000000,0,0,6428063.471995279,0,0,2,0,0,1,0,0,3,0,0,1,0,0,100,0,0,0,0,0,0,40.27490817263544,Bajo
2,0,2,68016988,0,12325000,34008494,0,6162500,34008494,0,6162500,18679631.353323653,0,5992729.97055599,1,0,2,1,0,1,1,0,2,0,0,0,50,0,100,0,0,0,0,0,0,61.39110017417041,Medio
2,2,3,16663200,65280000,55680000,8331600,32640000,18560000,8331600,32640000,13056000,5612165.100921391,1086116.015902537,10205542.023822155,2,1,1,1,1,1,2,1,1,1,1,1,100,50,33.33333333333333,0,1,1,0,1,1,73.14309436234329,Medio
3,8,4,7500000,30506666,27258000,2500000,3813333.25,6814500,2500000,2600000,6699000,0,2830016.037645963,2270738.572946403,1,1,1,1,1,1,1,1,1,0,0,0,33.33333333333333,12.5,25,0,0,0,0,0,0,45.06124686411968,Bajo
0,2,2,0,16980000,68400000,0,8490000,34200000,0,8490000,34200000,0,721248.9168102784,11030865.786510142,0,1,2,0,1,1,0,1,2,0,1,1,0,50,100,0,0,0,0,0,0,43.601551893918256,Bajo
0,3,10,0,24000000,242990100,0,8000000,24299010,0,6000000,13500000,0,3464101.6151377545,23538062.38652857,0,2,3,0,1,2,0,1,4,0,1,1,0,33.33333333333333,40,0,0,0,0,0,0,37.76486303033163,Bajo
0,6,7,0,15555000,47946950,0,2592500,6849564.285714285,0,2362500,6400000,0,737948.1689116113,5536870.804337823,0,1,1,0,1,1,0,3,3,0,1,1,0,50,42.857142857142854,0,0,0,0,0,0,47.87048529593854,Bajo
3,12,1,49000000,119525700,12000000,16333333.333333334,9960475,12000000,10000000,7250000,12000000,11846237.095944574,6384625.096009233,0,2,2,1,1,1,1,2,3,1,0,0,0,66.66666666666666,25,100,0,0,0,1,1,0,59.153642814191784,Bajo
4,6,5,348600000,155000000,158420000,87150000,25833333.333333332,31684000,89300000,19375000,13000000,32119931.50677629,19400816.134035874,27912536.251655813,2,2,2,1,1,1,1,2,2,0,0,0,25,33.33333333333333,40,0,0,1,0,0,1,50.81785079191172,Bajo
0,0,8,0,0,98600000,0,0,12325000,0,0,6750000,0,0,11605632.868814792,0,0,3,0,0,1,0,0,3,0,0,0,0,0,37.5,0,0,0,0,0,0,43.02855339869738,Bajo
0,1,17,0,1932000,128373863,0,1932000,7551403.705882353,0,1932000,6695000,0,0,4662131.269802776,0,1,1,0,1,1,0,1,3,0,0,1,0,100,17.647058823529413,0,0,0,0,0,1,48.385204352230495,Bajo
0,7,8,0,139577641,78849064,0,19939663,9856133,0,12972748,8500000,0,19598457.4210706,7404734.682170166,0,3,1,0,1,1,0,2,2,0,0,0,0,28.57142857142857,25,0,0,1,0,1,1,46.90236173662316,Bajo
0,0,10,0,0,74616000,0,0,7461600,0,0,7140000,0,0,4277515.353566835,0,0,3,0,0,1,0,0,3,0,0,1,0,0,30,0,0,0,0,0,0,59.28656648059293,Bajo
11,4,0,108638333,40114566,0,9876212.090909092,10028641.5,0,8112000,8057283,0,7102402.200029641,6305027.6455293195,0,2,2,0,1,1,0,2,2,0,1,0,0,18.181818181818183,50,0,1,1,0,1,1,0,49.94203952788402,Bajo
0,0,5,0,0,17416000,0,0,3483200,0,0,1500000,0,0,3602783.8125538426,0,0,4,0,0,2,0,0,4,0,0,1,0,0,80,0,0,0,0,0,0,39.98911407078934,Bajo
0,1,4,0,21800000,33526667,0,21800000,8381666.75,0,21800000,7127500,0,0,5721528.197858411,0,1,1,0,1,1,0,1,2,0,0,1,0,100,50,0,0,0,0,0,0,40.62600344160012,Bajo
1,3,8,1862330,21273582,188293086,1862330,7091194,23536635.75,1862330,799767,1043450,0,11126717.74393972,60284985.82070476,1,1,1,1,1,1,1,3,5,0,0,1,100,100,62.5,0,0,0,0,0,0,49.838572660486605,Bajo
0,2,1,0,3782000,6000000,0,1891000,6000000,0,1891000,6000000,0,575019.2344609004,0,0,2,1,0,1,1,0,2,1,0,1,0,0,100,100,0,0,0,0,0,0,43.36147620108413,Bajo
8,4,0,90600000,64460000,0,11325000,16115000,0,10725000,13750000,0,4982816.185939146,11295525.662845444,0,2,2,0,1,1,0,2,3,0,0,1,0,25,75,0,0,0,0,0,0,0,46.2072728831251,Bajo
1,6,7,8640000,68753300,109143000,8640000,11458883.333333334,15591857.142857144,8640000,8800000,10000000,0,9136006.082346195,12892206.789905693,1,1,1,1,1,1,1,2,2,0,0,0,100,33.33333333333333,28.57142857142857,0,0,1,0,0,1,47.53806330287783,Bajo
1,5,8,88206000,267168600,284288192,88206000,53433720,35536024,88206000,9878600,37095000,0,84274836.2743411,17597171.497799527,1,5,7,1,3,3,1,2,3,0,0,0,100,40,37.5,0,0,0,0,0,0,55.581889117756774,Bajo
0,10,21,0,253460000,559796000,0,25346000,26656952.38095238,0,15840000,16500000,0,20106932.58002766,19521833.59850245,0,2,2,0,1,1,0,2,3,0,1,1,0,20,14.285714285714285,0,0,0,0,1,0,45.70589894116081,Bajo
0,8,6,0,47924151,223938065,0,5990518.875,37323010.833333336,0,4801500,20222107,0,5529697.455716502,48494551.9572792,0,6,5,0,2,2,0,3,5,0,1,1,0,37.5,83.33333333333334,0,0,0,0,0,1,43.42493872784852,Bajo
0,17,12,0,470766719,1335864400,0,27692159.94117647,111322033.33333333,0,9413388,53253625,0,48838599.31429247,119502144.49404664,0,7,5,0,2,2,0,3,2,0,1,1,0,17.647058823529413,16.666666666666664,0,0,0,0,1,1,63.75401861407962,Medio
1,2,0,4363200,63854926,0,4363200,31927463,0,4363200,31927463,0,0,2648167.221445428,0,1,1,0,1,1,0,1,2,0,0,1,0,100,100,0,0,0,0,0,0,0,40.14549431251261,Bajo
6,7,0,9990000,36886667,0,1665000,5269523.857142857,0,1250000,3750000,0,799568.6337019481,4746271.538304301,0,1,2,0,1,1,0,2,4,0,0,1,0,33.33333333333333,57.14285714285714,0,0,1,0,0,1,0,38.78996947647105,Bajo
0,4,1,0,26900000,2217000,0,6725000,2217000,0,7200000,2217000,0,3528337.6633574436,0,0,2,1,0,1,1,0,2,1,0,0,0,0,50,100,0,0,0,0,0,0,65.92506739997165,Medio
3,1,6,28766000,15900000,61904666,9588666.666666666,15900000,10317444.333333334,6666000,15900000,9300000,8916781.108299863,0,6311319.2967744125,1,1,2,1,1,1,2,1,2,0,0,0,66.66666666666666,100,33.33333333333333,0,0,0,0,0,1,43.04080314819786,Bajo
2,3,0,8800000,19824933,0,4400000,6608311,0,4400000,6000000,0,3111269.837220809,2469316.9740158916,0,1,1,0,1,1,0,1,2,0,0,1,0,50,66.66666666666666,0,0,0,0,0,0,0,36.54989766425923,Bajo
2,8,1,7720000,59000000,24750000,3860000,7375000,24750000,3860000,6500000,24750000,2347594.5135393376,3642506.9859723183,0,1,2,1,1,1,1,2,1,1,0,1,1,100,12.5,100,0,0,1,0,0,1,81.55695037893565,Alto
0,5,4,0,46000000,41750000,0,9200000,10437500,0,12000000,7115000,0,3898717.7379235853,8739139.450388312,0,1,1,0,1,1,0,2,3,0,1,0,0,40,75,0,0,0,0,0,0,44.59432407204487,Bajo
0,2,5,0,28600000,64940000,0,14300000,12988000,0,14300000,15040000,0,8061017.305526642,8113736.500527978,0,1,2,0,1,1,0,2,2,0,0,0,0,100,40,0,0,0,0,0,1,47.15060402538519,Bajo
10,41,44,42851000,249578533,250916966,4285100,6087281.292682927,5702658.318181818,3120000,3600000,3910000,4482088.61159864,5881166.289356943,5470940.700176672,5,5,5,1,1,1,7,16,14,1,1,1,70,39.02439024390244,31.818181818181817,0,1,0,0,1,1,10.34653120362558,Bajo
5,3,6,74535000,54072500,124984000,14907000,18024166.666666668,20830666.666666668,10310000,22736250,18189000,12345582.003291704,8161567.742831848,13578141.239384228,2,1,1,1,1,1,2,1,2,0,0,0,40,33.33333333333333,33.33333333333333,1,0,1,1,0,1,48.778587071958086,Bajo
0,8,7,0,86612500,128198750,0,10826562.5,18314107.14285714,0,7300000,13641750,0,8487814.54013214,12344530.909996424,0,1,1,0,1,1,0,3,2,0,1,0,0,37.5,28.57142857142857,0,0,1,0,0,1,56.31110370563176,Bajo
1,4,10,9387791,235192103,538155308,9387791,58798025.75,53815530.8,9387791,36662569.5,44447525.5,0,63699304.615660094,31115455.09919932,1,4,6,1,2,2,1,2,3,0,0,0,100,50,30,0,1,0,0,0,0,40.4962771704847,Bajo
0,4,8,0,35914600,66912300,0,8978650,8364037.5,0,8442300,7540950,0,3935718.598934634,4156492.1020142864,0,1,2,0,1,1,0,2,4,0,1,1,0,50,50,0,0,0,0,0,0,41.94643420741303,Bajo
0,4,14,0,54254000,607379258,0,13563500,43384232.71428572,0,14553400,15402279,0,7988210.3352378,57734925.33064912,0,4,7,0,1,3,0,1,4,0,0,1,0,25,28.57142857142857,0,0,0,0,0,0,56.84977182390238,Bajo
13,15,8,265470000,155033333,126054000,20420769.230769232,10335555.533333333,15756750,21000000,10500000,16323333,12145977.702884784,7012635.627156117,5040515.078177371,3,2,1,1,1,1,3,3,2,1,0,1,23.076923076923077,20,25,0,0,0,0,0,1,33.34105562897665,Bajo
0,11,4,0,157500000,107720460,0,14318181.818181818,26930115,0,12500000,18235000,0,5372488.842579048,21503976.954342656,0,2,2,0,1,1,0,1,3,0,1,1,0,9.090909090909092,75,0,0,1,0,0,1,72.94794394249647,Medio
0,3,8,0,27600050,85666400,0,9200016.666666666,10708300,0,9654000,7564000,0,1301336.9762799079,8811609.785147903,0,1,2,0,1,1,0,2,3,0,0,0,0,66.66666666666666,37.5,0,0,1,0,0,1,46.79736886500994,Bajo
0,4,3,0,102413870,115648800,0,25603467.5,38549600,0,13544325,39506400,0,29021809.587829374,21944449.619892497,0,1,1,0,1,1,0,2,2,0,1,1,0,50,66.66666666666666,0,1,1,0,1,1,53.7363201495782,Bajo
0,0,7,0,0,79522330,0,0,11360332.857142856,0,0,10935000,0,0,7268157.759503949,0,0,5,0,0,2,0,0,3,0,0,0,0,0,42.857142857142854,0,0,0,0,0,0,49.48840786918466,Bajo
0,35,66,0,571579574,1294648600,0,16330844.971428571,19615887.87878788,0,8000000,11000000,0,20295647.16065587,19170002.54527452,0,12,22,0,2,3,0,3,4,0,0,0,0,8.571428571428571,6.0606060606060606,0,0,0,0,0,0,54.514190113492944,Bajo
16,12,5,27600000,22800000,23000000,1725000,1900000,4600000,1400000,1400000,4500000,1300000,904534.0337332909,2219234.102117215,3,1,2,1,1,1,2,1,2,1,0,0,12.5,8.333333333333332,40,0,0,0,0,0,0,63.133972728972395,Medio
4,6,10,27000000,46050000,115400000,6750000,7675000,11540000,6750000,6000000,9000000,3570714.214271425,3284166.560940538,6972995.530377649,2,2,4,1,1,1,1,1,4,1,1,1,25,16.666666666666664,40,0,0,0,0,0,0,58.58522979458249,Bajo
0,3,2,0,10600000,34250000,0,3533333.3333333335,17125000,0,2120000,17125000,0,2447965.1413640133,5480077.554195743,0,1,1,0,1,1,0,1,2,0,1,1,0,33.33333333333333,100,0,0,0,0,0,0,46.76502375688067,Bajo
0,2,7,0,12841450,20170000,0,6420725,2881428.5714285714,0,6420725,1500000,0,8371118.984416002,3628004.1738832504,0,1,5,0,1,2,0,2,2,0,0,1,0,100,28.57142857142857,0,0,0,0,0,0,55.54233233758117,Bajo
2,6,1,7500000,11950000,2500000,3750000,1991666.6666666667,2500000,3750000,1250000,2500000,353553.39059327374,1249566.5915295058,0,2,2,1,1,1,1,2,1,1,1,0,0,100,16.666666666666664,100,0,0,0,0,0,0,63.94333816280569,Medio
0,1,3,0,6440000,6133300,0,6440000,2044433.3333333333,0,6440000,2300000,0,0,442654.4513876861,0,1,2,0,1,1,0,1,2,0,0,0,0,100,66.66666666666666,0,0,0,0,0,0,44.398840425935916,Bajo
6,4,1,52350000,7653500,2000000,8725000,1913375,2000000,9250000,1558000,2000000,1494573.5177635124,1471297.237984222,0,3,3,1,2,2,1,4,3,1,1,0,0,66.66666666666666,75,100,0,0,0,0,0,0,20.992144076483612,Bajo
3,0,0,18820600,0,0,6273533.333333333,0,0,6000000,0,0,3917468.7558847656,0,0,1,0,0,1,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,40.87545821029271,Bajo
0,2,6,0,9917000,69028163,0,4958500,11504693.833333334,0,4958500,9026305,0,3194001.330619635,9872594.514887774,0,1,2,0,1,1,0,1,3,0,0,0,0,50,50,0,0,0,0,1,0,39.4440563959876,Bajo
3,3,0,25642000,12780000,0,8547333.333333334,4260000,0,5000000,4560000,0,9736364.893189518,2622899.1593273273,0,2,2,0,2,2,0,2,2,0,0,0,0,66.66666666666666,66.66666666666666,0,0,0,0,0,0,0,40.18381161133039,Bajo
5,13,8,33200000,41025000,33283333,6640000,3155769.230769231,4160416.625,4800000,3600000,3000000,4816559.975750328,1267385.5079024006,2999152.4193220674,3,2,1,1,1,1,2,2,1,0,1,1,40,15.384615384615385,12.5,0,0,0,0,0,0,87.31081705923492,Alto
1,2,4,10332120,13428172,55374100,10332120,6714086,13843525,10332120,6714086,9972050,0,444326.10230775323,12694805.382616151,1,2,3,1,1,1,1,2,3,1,0,0,100,100,75,0,0,0,0,0,0,29.564490000319303,Bajo
7,11,0,34526666,90412800,0,4932380.857142857,8219345.454545454,0,2600000,5800000,0,3689304.661188719,6579210.920978843,0,2,1,0,1,1,0,2,3,0,0,0,0,28.57142857142857,27.27272727272727,0,0,0,0,0,0,0,35.258823632930316,Bajo
5,7,4,73381500,109622000,141047000,14676300,15660285.714285715,35261750,9315000,13500000,39083500,15278585.101376371,9163902.91150166,8453627.165306026,2,2,2,1,1,1,1,3,2,0,1,1,20,42.857142857142854,50,1,1,0,1,1,1,50.72476084651383,Bajo
5,21,26,54590000,147462875,154885140,10918000,7022041.666666667,5957120.769230769,9300000,6200000,5172500,4068864.3993134005,3132646.3002880383,4223944.345051836,3,8,12,3,3,3,2,7,6,1,0,1,40,33.33333333333333,23.076923076923077,0,0,0,0,0,0,25.295770335727056,Bajo
0,0,3,0,0,22446000,0,0,7482000,0,0,7625000,0,0,6815625.209766159,0,0,3,0,0,2,0,0,3,0,0,1,0,0,100,0,0,0,0,0,0,45.45360735437448,Bajo
6,12,22,19303640,157561157,284085891,3217273.3333333335,13130096.416666666,12912995.045454545,2925700,2288500,8912500,2469190.802402007,33899595.288530596,11422409.834332652,2,8,13,1,3,3,1,4,7,0,1,1,16.666666666666664,33.33333333333333,31.818181818181817,0,0,0,0,0,1,36.699488784293706,Bajo
3,3,5,65460000,59000000,71600000,21820000,19666666.666666668,14320000,21100000,16000000,18700000,10837951.836025108,11930353.445448855,10664227.585718527,1,2,3,1,1,1,1,2,2,0,0,0,33.33333333333333,66.66666666666666,40,1,0,0,1,0,1,49.45434519742182,Bajo
8,15,2,150370488,195942810,8008025,18796311,13062854,4004012.5,12896000,7459260,4004012.5,18444182.270507213,14520118.333431352,1267117.6742167636,2,3,2,1,1,1,2,3,2,1,1,0,25,20,100,1,1,0,1,1,0,49.45236023351481,Bajo
5,16,15,18740000,70905800,89800000,3748000,4431612.5,5986666.666666667,3636000,4275000,5400000,1655958.9366889505,2704463.2941059982,3067308.421463507,3,6,4,1,2,1,2,4,4,0,1,1,40,25,26.666666666666668,0,0,0,0,0,0,55.02686883884321,Bajo
2,10,10,323146062,364139977,482358442,161573031,36413997.7,48235844.2,161573031,16393700,19242222,62207958.07697856,55617367.02018935,78402303.40285774,1,1,2,1,1,1,1,3,3,1,1,0,50,30,30,0,1,1,1,1,1,72.6437588588011,Medio
0,4,8,0,17029002,121455241,0,4257250.5,15181905.125,0,3335001,12750000,0,3052427.3248789506,10515792.36383797,0,2,3,0,1,1,0,3,3,0,1,0,0,75,37.5,0,1,0,0,1,0,43.78384331666861,Bajo
10,13,16,34100000,54901000,61671667,3410000,4223153.846153846,3854479.1875,4050000,5100000,2112500,1152244.1870830448,1705380.0087836653,3478272.0556713063,2,2,2,1,1,1,2,3,3,0,0,0,20,23.076923076923077,18.75,0,0,0,0,0,0,40.33876064897176,Bajo
0,2,5,0,5072661,21549600,0,2536330.5,4309920,0,2536330.5,3470300,0,1195637.6639201778,2038824.9755067255,0,1,2,0,1,1,0,1,2,0,0,0,0,50,40,0,0,0,0,0,0,40.37453858477549,Bajo
2,8,9,3380000,19824000,14912000,1690000,2478000,1656888.888888889,1690000,1566000,1270000,862670.273047588,2913230.7053951533,1247845.4876751013,2,4,4,1,3,2,2,3,5,0,1,0,100,37.5,55.55555555555556,0,0,0,0,0,0,31.77648462538032,Bajo
15,11,10,77366295,83755700,131608220,5157753,7614154.545454546,13160822,4776950,7644600,14309160,2414763.7306731036,4027288.2455477747,4498476.011761712,4,4,6,2,2,3,2,3,3,0,0,0,13.333333333333334,27.27272727272727,30,0,0,0,0,0,0,37.572468999654916,Bajo
0,4,0,0,25451000,0,0,6362750,0,0,4954000,0,0,5871333.827731708,0,0,3,0,0,2,0,0,3,0,0,1,0,0,75,0,0,0,0,0,0,0,48.57209664712359,Bajo
2,6,0,19510236,38193644,0,9755118,6365607.333333333,0,9755118,3971500,0,6897910.089074951,6922873.140562571,0,1,2,0,1,1,0,1,3,0,1,1,0,50,50,0,0,0,0,0,0,0,53.49346413309796,Bajo
0,6,4,0,9846000,6543000,0,1641000,1635750,0,1107500,1376000,0,1611834.2346531793,905654.2294569894,0,5,4,0,3,2,0,3,2,0,1,0,0,50,50,0,0,1,0,0,0,30.384367235611887,Bajo
3,5,0,108000000,35543000,0,36000000,7108600,0,36000000,8000000,0,0,4741289.887783703,0,2,2,0,1,1,0,1,3,0,0,0,0,33.33333333333333,60,0,0,0,0,0,0,0,50.87564964274764,Bajo
11,27,29,42700000,78926600,126099270,3881818.1818181816,2923207.407407407,4348250.689655173,3000000,2600000,3600000,2063404.0718279984,1656420.3038540499,4085934.2678632885,4,4,4,1,1,1,4,7,7,0,1,1,36.36363636363637,25.925925925925924,24.137931034482758,0,0,0,0,0,0,17.03114637580404,Bajo
4,2,7,37080000,28400000,60000000,9270000,14200000,8571428.57142857,6000000,14200000,7500000,7800658.091896264,13010764.773832474,5563486.402641868,2,2,1,1,1,1,2,2,1,1,1,1,50,100,14.285714285714285,0,0,0,0,0,0,51.79532574606167,Bajo
10,11,1,42503333,77790000,11100000,4250333.3,7071818.181818182,11100000,2400000,5400000,11100000,2821780.4918565573,6445458.584432636,0,2,3,1,1,1,1,3,4,1,0,1,1,30,36.36363636363637,100,0,0,0,0,0,0,29.541414165239043,Bajo
1,4,7,1650000,13600000,48000000,1650000,3400000,6857142.857142857,1650000,3200000,6000000,0,2078460.9690826528,4450789.122113494,1,3,1,1,1,1,1,2,1,1,1,1,100,50,14.285714285714285,0,0,0,0,0,0,77.72550235991119,Medio
2,1,0,78097800,11340000,0,39048900,11340000,0,39048900,11340000,0,30474746.634221587,0,0,1,1,0,1,1,0,2,1,0,0,0,0,100,100,0,0,0,0,0,0,0,46.440794319752136,Bajo
0,5,5,0,13611000,38370000,0,2722200,7674000,0,3000000,6400000,0,1003865.130383559,6546516.631003086,0,2,2,0,1,1,0,2,2,0,1,1,0,40,40,0,0,0,0,0,0,48.95843382312866,Bajo
5,4,0,118000000,67200000,0,23600000,16800000,0,26000000,13500000,0,14943225.890014512,15895282.31897754,0,2,2,0,1,1,0,2,2,0,1,1,0,40,50,0,0,0,0,0,0,0,62.99843600704888,Medio
13,5,0,89646467,54160000,0,6895882.076923077,10832000,0,6163200,12000000,0,3391553.468128739,3883338.7696671532,0,2,1,0,1,1,0,3,2,0,1,0,0,23.076923076923077,40,0,0,1,0,1,1,0,57.25066176746963,Bajo
8,19,19,41546000,112620000,116047000,5193250,5927368.421052632,6107736.842105263,3154500,5000000,5400000,4400839.944179487,4932681.085379276,3999226.6730526965,2,5,4,1,1,1,5,14,12,1,1,0,62.5,73.68421052631578,63.1578947368421,0,0,0,0,0,0,12.159615321705282,Bajo
10,15,13,32400000,74164500,97755500,3240000,4944300,7519653.846153846,2700000,4725000,5719500,2424046.2041801102,2534087.366009986,5282541.648300148,4,3,3,1,1,1,1,2,3,1,1,0,10,13.333333333333334,23.076923076923077,0,0,0,0,0,0,58.127675797067184,Bajo
0,9,9,0,49336000,53612000,0,5481777.777777778,5956888.888888889,0,5100000,4602000,0,3869709.0904155113,3694826.025824641,0,2,1,0,1,1,0,2,2,0,1,0,0,22.22222222222222,22.22222222222222,0,0,0,0,0,0,80.29821139941268,Alto
7,6,16,27000000,83890000,110105000,3857142.8571428573,13981666.666666666,6881562.5,3000000,5770000,4030000,1463850.1094227997,20808854.28529564,8801575.1845432,2,2,2,1,1,1,1,3,6,0,0,0,14.285714285714285,50,37.5,0,0,0,0,1,0,27.467011452557976,Bajo
7,8,6,59853000,71125000,36000000,8550428.57142857,8890625,6000000,6000000,6722500,4500000,8121843.055553808,8027320.5089601,3674234.614174767,3,2,2,1,1,1,2,3,1,0,0,0,28.57142857142857,37.5,16.666666666666664,0,0,0,0,1,0,68.1259523002732,Medio
11,10,0,103259100,42056250,0,9387190.909090908,4205625,0,2500000,4032035,0,17665677.359357297,3318334.9032818987,0,2,3,0,3,3,0,5,2,0,0,0,0,45.45454545454545,20,0,0,0,0,0,0,0,48.234330684637385,Bajo
2,2,1,1808000,5700000,540000,904000,2850000,540000,904000,2850000,540000,147078.2104868019,1385929.291125633,0,2,2,1,2,1,1,2,2,1,1,0,0,100,100,100,0,0,0,0,0,0,43.38985927872131,Bajo
3,15,8,34586000,46811000,66921000,11528666.666666666,3120733.3333333335,8365125,10086000,2000000,7510500,8838747.950548954,2361544.182057478,4658710.901940272,1,4,4,1,1,1,2,5,2,1,1,0,66.66666666666666,33.33333333333333,25,0,0,1,0,0,0,26.7949008895851,Bajo
6,8,3,29430000,41495000,2272600,4905000,5186875,757533.3333333334,5100000,2150000,650000,2795165.4691627827,6131889.674655184,322441.085057927,1,2,2,1,1,1,2,4,3,0,0,1,33.33333333333333,50,100,0,0,0,0,0,0,35.86810467061372,Bajo
2,15,12,1440000,34241000,41303405,720000,2282733.3333333335,3441950.4166666665,720000,2000000,2100000,113137.0849898476,1121108.792138178,3167254.9486973,2,5,2,2,2,1,2,2,1,1,1,1,100,13.333333333333334,8.333333333333332,0,0,0,0,0,0,90.55508260457007,Alto
4,10,2,38616000,37724000,8686000,9654000,3772400,4343000,10548000,4000000,4343000,6485194.214516632,2149518.7678485927,3070964.750693176,2,1,2,1,1,1,2,4,1,1,1,0,50,40,50,0,0,0,0,0,0,35.55257304582672,Bajo
5,6,1,17456000,24900000,5100000,3491200,4150000,5100000,2564000,2150000,5100000,2627448.039448164,4713279.113313788,0,3,2,1,1,1,1,2,2,1,1,0,1,40,33.33333333333333,100,0,0,1,0,0,1,50.78246409186737,Bajo
0,4,0,0,12900000,0,0,3225000,0,0,3600000,0,0,960468.6356149273,0,0,2,0,0,1,0,0,3,0,0,0,0,0,75,0,0,0,0,0,0,0,46.38825040562466,Bajo
3,0,0,35492580,0,0,11830860,0,0,8392580,0,0,12801126.00589495,0,0,2,0,0,1,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,49.81784687375419,Bajo
8,2,0,41796500,30893000,0,5224562.5,15446500,0,2400000,15446500,0,7239764.654015744,20713278.941297535,0,2,2,0,1,1,0,2,2,0,0,0,0,25,100,0,1,0,0,1,0,0,64.59253233900984,Medio
0,2,10,0,13283738,88370546,0,6641869,8837054.6,0,6641869,4609317.5,0,5079669.854067487,11723923.998658169,0,1,3,0,1,2,0,1,4,0,0,1,0,50,40,0,0,0,0,0,1,39.746432408520064,Bajo
10,1,0,89781000,10000000,0,8978100,10000000,0,8377500,10000000,0,3091175.700459473,0,0,4,1,0,3,1,0,3,1,0,1,0,0,30,100,0,0,0,0,0,0,0,45.61880881273081,Bajo
7,2,0,98413000,44715200,0,14059000,22357600,0,1677000,22357600,0,22851654.367536135,29192762.039930377,0,4,2,0,2,1,0,2,2,0,1,0,0,28.57142857142857,100,0,1,1,0,1,0,0,69.59927436262981,Medio
38,37,24,151346600,219604553,179690600,3982805.263157895,5935258.189189189,7487108.333333333,2143500,3448000,4680000,5677784.707272169,6300390.019948518,5921736.803389964,12,22,19,3,3,3,4,6,5,1,1,1,10.526315789473683,16.216216216216218,20.833333333333336,0,0,1,0,0,0,29.475445442657275,Bajo
2,13,11,24811783,48200068,94027000,12405891.5,3707697.5384615385,8547909.090909092,12405891.5,2500000,8500000,574017.2641519591,2956034.1077862135,4175694.2046693377,1,1,5,2,1,1,1,6,7,0,1,1,50,46.15384615384615,63.63636363636363,0,0,0,0,0,0,26.99978293493509,Bajo
11,21,7,38862053,119962537,74436600,3532913.909090909,5712501.761904762,10633800,2600000,3600000,8997000,3476566.8660340896,5965879.48817567,6918628.7523853555,5,5,4,3,2,3,3,6,3,1,1,0,27.27272727272727,28.57142857142857,42.857142857142854,0,0,0,0,0,0,25.979621543994273,Bajo
1,4,10,7500000,26250000,52074700,7500000,6562500,5207470,7500000,6450000,4125000,0,2481053.2037826194,4856681.240895542,1,1,4,1,1,2,1,1,2,0,0,1,100,25,20,0,0,0,0,0,0,62.492106133461945,Medio
8,14,6,30078224,63056000,101700000,3759778,4504000,16950000,3800000,4400000,6300000,1291943.85768688,1758839.4775226952,24319518.9097153,2,2,2,1,1,1,2,3,2,0,0,0,25,21.428571428571427,33.33333333333333,0,0,0,0,1,0,61.414303923748236,Medio
3,3,2,27933300,79366700,140148000,9311100,26455566.666666668,70074000,5600000,19866700,70074000,7732865.551010181,20557781.323949657,1943129.4347006327,2,3,2,1,1,1,1,3,1,0,0,0,33.33333333333333,100,50,0,0,0,0,0,0,57.475173785701436,Bajo
