codigo_entidad,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3
68385,6946,6835.5,8188,333,395,251.5,16,0,0,1263,7338,4684,5068,4918,4689.5,5242,5073
68397,7732,7354.5,7017.5,189,265,287,291.5,212.5,195.5,1417,8019,4999,5277,5209,4622,5166,5114
68406,9189,8920.5,8951.5,203.5,330,347.5,38.5,74,65,531,6525,5198,5263.5,5191,4975.5,5342,5316
68418,9495,9734,8946,281.5,201,323.5,132.5,144.5,313,917,7080,4945,4999,5101,4818.5,5120,5268
68425,9618,10604,9588,180,135.5,48,158,57,60,1162,7284,4543,4463,4655,4373.5,4639.5,4898
68432,11525.5,12039,10980.5,153.5,188.5,206.5,333,110.5,125.5,404,8023,5353,5529,5616,5110.5,5514,5558
68444,10382.5,11104,12461,229,212.5,223.5,8.5,0,187,792,7340,4789.5,4716,5043,4698,5043.5,5215
68464,8875.5,8915.5,8980.5,201,238,172,224.5,132,188,967,7424,5045,5051.5,5645,4710.5,5036.5,5259
68468,7472.5,7114.5,7393.5,205.5,89.5,116.5,174,49,219,861,7317,4482.5,4837.5,5626,4445,4879.5,5169
68498,8391,8260.5,7801.5,153,198.5,161.5,190.5,174.5,245,999,7686,5209,5533.5,5411,4996,5408.5,5614
68500,7542.5,7518,8453.5,208.5,153,276.5,153.5,100.5,99,776,7461,5293.5,5276,5590,5072.5,5289,5477
68502,6810,6078.5,7201,279.5,73,70.5,198,285,319.5,951,7542,4641,4789.5,5324,4542,4917,5336
68522,4283.5,4040.5,6250,219,252.5,217,743.5,37,20,944,7949,5003,5272.5,5635,4925.5,5289.5,5690
68524,9560.5,10324,10393.5,215,175.5,225,0,0,0,918,7544,5326.5,5125,5306,5074,5279,5519
68533,8206,8154.5,8274,130.5,328.5,344,24,6,24,484,7799,5361.5,5177.5,5836,5344.5,5372,5697
68547,9676.5,9858,9799.5,202.5,313.5,234,225.5,163,154,287,7122,5271,5448,5457,5232.5,5554,5615
68549,6499,6290.5,6638,303.5,232,171.5,475,427.5,244,533,7492,4987,5159.5,5386,4925.5,5340.5,5384
68572,13387.5,13197,12240,256,293.5,143.5,134.5,164,194.5,756,8023,5202.5,5387,5433,5094.5,5468,5380
68573,7041,7358,8046.5,459.5,705.5,353.5,179.5,0,12,916,6941,4567.5,4142.5,4417,4463.5,4569,4861
68575,9590.5,10166,10031,499,457.5,350,320.5,432.5,230.5,928,6953,4389,4330.5,4481,4374,4690,4763
68615,8701,8930.5,9740.5,282,397,357.5,70,81.5,104.5,931,6738,4787,4872,5034,4735.5,5026,5077
68655,17463,18252.5,14509,586.5,557,473.5,126,22.5,52,798,6797,4898,4977.5,4937,4849,5206.5,5110
68669,10895.5,10829.5,10177,204.5,216.5,178,133,92.5,143.5,833,7488,4803.5,5046,5283,4737,5117.5,5333
68673,5041.5,5426,6582,121,97.5,219,0,108,277.5,1197,8169,4894,4898.5,4900,4810,5088.5,5136
68679,12554.5,13948,12599.5,281,261,286,191,71,160.5,324,7479,5330.5,5376,5580,5226.5,5523,5620
68682,9486,9413.5,9088.5,257.5,177,148.5,124,0,138,969,7478,4630.5,5447,6058,4598.5,5428,5375
68684,7333,6951,7252,383.5,182.5,285.5,560,235.5,216.5,909,8202,5166.5,5061.5,5165,4795,5053.5,5121
68686,10623,10227,9379.5,291,114.5,89,1286.5,335.5,110.5,1111,8164,4695,4939,4991,4747,5134.5,5095
68689,8264,7941.5,7917.5,413.5,431.5,271,129.5,108,182,786,7034,4848,5052.5,5145,4828,5206,5337
68705,9858,9192.5,8202.5,561,387,263.5,795,319,226,793,7234,4714.5,4751,4867,4708,4880.5,5115
68720,7340,7056,8051.5,346,271.5,180.5,0,109,199.5,1061,7440,4606.5,4330,5079,4511,4535.5,5211
68745,9554.5,10340.5,9572,387.5,228,417,89.5,107.5,111.5,1113,7542,4734,4795,5219,4681.5,4991.5,5403
68755,9501.5,9491.5,9507.5,392.5,342,235,183,114.5,156,386,7580,5326.5,5268.5,5449,5141.5,5390,5537
68770,9427,9956.5,9795.5,216,322,269.5,255.5,133.5,239.5,985,7149,5003,5231.5,5163,4781,5280,5288
68773,7865.5,7518.5,7910.5,287.5,210,179.5,89.5,28,94.5,1004,7273,5159,4794.5,4973,4880,4930,4969
68780,9592,10476.5,9962,244,317,190.5,160,288.5,161.5,677,6341,5509.5,5234,6089,4905,5147,5637
68820,8196.5,8127.5,9171,155.5,124.5,423.5,113.5,21,27,639,6212,4841.5,5114.5,4949,4779.5,5401,5026
68855,10620.5,11529.5,9906.5,349.5,254,134,210,184.5,149.5,958,6426,4895.5,4958,5208,4789,5079.5,5205
68861,8493,8051,8023,365,307,273,317.5,254.5,121.5,854,7337,5007.5,5066.5,5216,4932,5199,5250
68867,5017,5467.5,5934,64.5,30.5,306.5,157.5,31,17.5,610,7813,4813.5,4312,4905,4669,4737,5115
68872,10522,11499,10064.5,211.5,265.5,360,95,65,25.5,672,7432,5348.5,5326.5,5351,5149,5302,5272
68895,10821,11180.5,10880.5,404,370,245.5,265.5,124,6,506,7605,5043.5,5081,5223,4882,5221.5,5360
70000,9628,9696,9694.5,424,282.5,289,55.5,76.5,122.5,1241,7310,4751,4765,4797,4682.5,5075,5041
70001,9721.5,9827.5,10129.5,383.5,243.5,265.5,81.5,74.5,57.5,0,0,4984,5129.5,5070,4944,5369.5,5310
70110,8991.5,9104.5,9001.5,760.5,403,569.5,24.5,284.5,830,1349,7246,4837.5,4782,4929,4534,4959,5035
70124,10571.5,10548.5,9121.5,381.5,474,332.5,6,23,71.5,1891,7388,4420.5,4272.5,4329,4342.5,4675.5,4701
70204,12362,12673,11163,459,68.5,288,471,83.5,931.5,1718,7678,4452.5,4426,4297,4407.5,4894,4832
70215,10302,10565,10457.5,422.5,189,291,14.5,94,66,943,7544,4947.5,5041.5,5202,4900.5,5273.5,5335
70221,9485.5,9495,9768,398.5,292.5,346,42,273.5,443,915,7207,4336.5,4709,4881,4446,5095.5,5080
70230,9561,9058.5,8887.5,431,330.5,364.5,4.5,202.5,755,2118,7256,4024,4103,4107,4236.5,4662,4756
70233,8189,8151.5,8937,480.5,529,374.5,29,32.5,113,2233,6676,4579,4988,4934,4437,4972.5,4926
70235,9203,9022.5,8906.5,502.5,307,294.5,77.5,74.5,35,1357,7290,4757.5,4899.5,5076,4681.5,5117.5,5299
70265,8798,8507.5,8657,433.5,389,379,112,118.5,176.5,1542,7122,4372.5,4218,4327,4371.5,4698.5,4690
70400,9885,9785,9578,237,145.5,78,37,46.5,24,1700,7713,5012,4858,4748,4810.5,5094,4876
70418,11250,11400.5,10600.5,397,167,168,52,21.5,157.5,1454,7348,4587.5,4588.5,4609,4448,5024.5,4718
70429,10403.5,10673,10558.5,301,206,238.5,69,51.5,20.5,1502,6181,4259.5,4052.5,4084,4276.5,4602,4551
70473,8012,7876,8048.5,348,219,332.5,72,3.5,50,1135,7349,4775.5,4620.5,4742,4712.5,4996,5001
70508,10091,10142.5,10636,351,230,194.5,22,130,144,1852,7077,4376.5,4510.5,4604,4343.5,4873.5,4888
70523,8404.5,8335.5,8561.5,336.5,160,61,121.5,60.5,65,1890,7054,4563,4301,4488,4266.5,4636,4625
70670,10460.5,10730,10197,416,180,182,7.5,57,61.5,1566,7097,4509.5,4435.5,4506,4453.5,4784.5,4751
70678,9476.5,9198,8904,567.5,416.5,468,48.5,18.5,133,2119,7428,4210,4144.5,4178,4179,4596,4579
70702,9643.5,9894.5,9569.5,412,219,215.5,106.5,77.5,153,1493,7523,4559.5,4683.5,4669,4517,4831.5,4819
70708,9271.5,9192.5,9290,559,422,442,32.5,61.5,37.5,1662,7071,4617,4504,4465,4573.5,4858,4924
70713,9163,9284.5,9539.5,461.5,383.5,323.5,35,63.5,152,2078,7002,4456,4192,4268,4384,4612,4525
70717,10937,11278,10293,395,282,257,58.5,145.5,439,1260,7329,4940.5,5004,4882,4784.5,5241.5,5007
70742,7693,7699,8337.5,519.5,413,482.5,49,135.5,192.5,1294,6964,4955.5,4932,5234,4794,5167,5266
70771,10279.5,10616,9177,385,394,227.5,40.5,24,75,1877,7392,4551,4587,4593,4496,4815.5,4731
70820,8808,8651,8575.5,372.5,224,176.5,5,9.5,187.5,979,7176,4737.5,4774.5,4755,4630.5,5114,4970
70823,10273,10622,10352,527,276.5,298,24,155.5,197,1304,7305,4536,4713,4796,4478.5,5027,4940
73000,8585.5,8425,9145,393.5,331.5,336,77,67,79.5,607,7101,4848.5,4835.5,4896,4881.5,5100.5,5150
73001,8585,8483,9508,297,275,283,49.5,49.5,40,0,0,5031.5,5128,5204,5124,5348,5433
73024,7516,7715,8580,314.5,241.5,322.5,11.5,12.5,0,854,7411,4843.5,4954.5,4755,4804.5,5194.5,5021
73026,8776.5,7844.5,8183.5,489,444,496,33,132,104,1180,7095,4907.5,4778.5,4805,4793,4968.5,5002
73030,8964.5,8072.5,8039.5,687.5,651.5,549.5,708,431.5,418,980,6491,4665,4662,4470,4592.5,4756,4577
73043,4364.5,4195,5901.5,534.5,461.5,384,15.5,31.5,2.5,1020,6652,4673.5,4757,4609,4717,5016.5,4877
73055,9152,9016.5,9350,359.5,298.5,275,22.5,8.5,13,918,6470,4815.5,4642.5,4709,4761.5,4944,4877
73067,8587,8371,8893.5,498.5,299,433,46,4,26.5,1126,7270,4660,4506.5,4507,4530.5,4790,4740
73124,8729,8423.5,8664,469.5,345,283.5,77.5,101.5,245.5,711,6793,4699,4496,4667,4816.5,4811.5,4927
73148,10354.5,10556,10221,241,323.5,345,0,0,0,614,6845,4707.5,4584.5,4775,4680.5,4826.5,4876
73152,7737,7962,7668,383,320.5,218.5,92.5,88,122,1094,7156,4829.5,4637,4681,4873,5048.5,4940
73168,9572.5,9330.5,9242,360,253,306.5,70,32.5,61.5,920,7164,4722,4659,4759,4716.5,4920,5044
73200,6717.5,6250,7571,207,201.5,118,184.5,173,62,1365,7533,4564,4519.5,4386,4624.5,4865,4766
73217,8631,8216,9275,484,280.5,276,120,133,177.5,1440,5397,4090.5,3821.5,3899,4076.5,4279.5,4262
73226,8016,8050,8896,502,450,398.5,93,21.5,11.5,1073,6362,4637,4483.5,4640,4580,4716,4820
73236,9628.5,9447,9532,383.5,396.5,259.5,48.5,107.5,102,832,6744,4866.5,4868.5,5265,4813,5134,5396
73268,8614.5,8555,9783.5,393,321.5,335.5,125.5,127,134.5,534,6641,4727.5,4788,4750,4764.5,5022,5012
73270,8615.5,8777,9648.5,313.5,439.5,355,88,27,14.5,1105,7782,4936.5,4884.5,4799,4886.5,5015,5117
73275,7686,7722,8495,462,348,326.5,97.5,44.5,35.5,452,6900,4479.5,4386,4523,4538,4751.5,4813
73283,9252,9236.5,9170,401,404.5,425,120,101.5,160.5,828,6866,4838.5,4824.5,4837,4926,5142.5,5155
73319,8746,8590.5,8721,437.5,232,284,146.5,127,120,853,6880,4465.5,4266,4314,4481,4631,4629
73347,8477,8466.5,8500.5,473,568,426.5,545.5,337.5,130.5,945,7363,4961,5043,5188,4955,5269,5351
73349,8631,8242,8878.5,419.5,387,365.5,148.5,135.5,187,640,6763,4817,5038.5,4811,4870.5,5219,5167
73352,9658.5,9419,9364,425.5,373.5,377,83,12.5,26,826,7359,4859.5,4860,4593,4784,4977,4807
73408,9815.5,9517,9617,477.5,260.5,259,65.5,163.5,88,845,6944,4725.5,4633,4574,4681,4904.5,4838
73411,9030.5,8943.5,9520,441,395,362.5,134,124,170,838,7207,4938,4995,5070,4973.5,5262.5,5376
73443,10427.5,10374.5,9967.5,455.5,367,391.5,124.5,91,154.5,614,6919,4865.5,4820,4835,4948.5,5141,5165
73449,10389.5,10339,11155,255,221.5,318.5,1,9.5,60.5,361,6677,4819,4979,5059,4848.5,5206,5318
73461,6426.5,6547.5,6807.5,172,358.5,466,365.5,183,292,966,7140,4697,5015,5093,4791,5066.5,5333
73483,7160.5,6802,8712,569,413.5,342,52.5,61,134,1008,7069,4443,4329.5,4396,4392.5,4607.5,4630
73504,9179.5,8665.5,8180,301,280,224.5,39,41.5,52.5,1013,6987,4407.5,4179.5,4255,4388.5,4607.5,4567
73520,8213.5,8567,8187.5,414,244.5,253,83,69.5,68.5,901,6798,4890,4671.5,4966,4829.5,4934,5089
73547,7838,7333.5,7290,254.5,195,224,67.5,61,221.5,934,6570,4937.5,4611.5,4855,4886,4922,4982
73555,8075.5,7858,9008.5,703,660.5,725,66,32.5,6.5,984,6388,4520,4403,4297,4629,4727,4739
73563,11355.5,11117,10834.5,459,336.5,514.5,24,50.5,109,1076,7720,4750.5,4648.5,4727,4648,4876.5,4836
73585,7617.5,7324.5,8527.5,323,322,371,33,46,110.5,866,7116,4490,4420.5,4495,4531,4754,4745
73616,6948,7150.5,7633,660.5,554,572,56.5,14.5,42,1096,6904,4610,4536.5,4685,4717,4840.5,4991
73622,9203.5,8670,8253,806,592.5,450.5,0,0,4,611,7191,4490,4636,4511,4519.5,4841.5,4756
73624,11239,10691.5,10376,593,501.5,492.5,20.5,62.5,59,1007,6807,4657,4631.5,4596,4626.5,4881,4817
73671,8799.5,8511,8949.5,280,301.5,153,118.5,146,184,749,7014,4597,4469.5,4472,4570,4680.5,4732
73675,9297.5,9065,9201,568,421,321.5,35,33,70,955,7108,4651,4351,4368,4703,4713.5,4832
73678,6631.5,6429,8067.5,236,263,313,12.5,46.5,53.5,1318,7076,4904.5,4802.5,5072,4703.5,4979,5041
73686,8815,8493.5,8779.5,464,288.5,332.5,6.5,7.5,33,989,7621,4766.5,4724,5124,4716,5058.5,5314
73770,6523.5,6501.5,7455,473.5,151.5,161,0,0,0,1250,7261,4681.5,4566.5,4462,4652,4904,4686
73854,7386.5,6464.5,7598.5,530.5,419.5,350.5,29.5,9,69.5,1446,6912,4600,4554,4927,4566.5,4656,4956
73861,5864.5,5655,7625,438.5,180,210.5,277.5,125.5,131.5,998,5737,4884.5,4832.5,4773,4865.5,5094.5,4867
73870,7375,7254.5,8056,492,577.5,447.5,55,58,155.5,948,7428,5008.5,4915,4925,4992,5197,5340
73873,9209.5,9538,9792,642,540,480.5,56.5,50,208.5,887,7427,4820.5,4667.5,4704,4742.5,4849,4942
76000,8480,8072,8026.5,247,402.5,359,197,137,113.5,346,6912,4932.5,5013,5018,5026.5,5285.5,5349
76001,7968.5,7556.5,7857.5,220,400,321.5,162.5,84.5,90,0,0,5083.5,5184.5,5164,5181,5414,5494
76020,4762.5,4679.5,5650.5,392,1020,1027.5,259,322,68.5,985,6546,4592,4444.5,4206,4783,4829,4790
76036,9345.5,8983,7640,269.5,299.5,263.5,195.5,33.5,20,465,7032,4903,4754,4699,4948,5197.5,5161
76041,7705,7394,7560.5,574,795,883.5,290.5,54,188.5,943,6395,4543.5,4405.5,4435,4625,4904.5,4828
76054,7001.5,7010.5,7151,171,729.5,886,77,0,0,1286,6764,4549.5,4443,4559,4661,4850,4869
76100,9517,9663.5,8289,313,616.5,579,340.5,190,192,996,7150,4797,4780.5,4916,4887.5,5090.5,5233
76109,8280,7016.5,7363,212.5,301.5,223,63,67.5,72.5,695,7210,4417,4294,4328,4517.5,4721,4735
76111,10847.5,10775.5,9607.5,367.5,550.5,560,311,285,225,302,7349,5001,5180,5221,5121,5364.5,5467
76113,9802.5,9968,8722,146.5,231.5,183,280.5,101,6,683,6999,4763,4763.5,4598,4859,5150,5047
76122,8303,7816,7326,306.5,621,601.5,130,242.5,115,786,6815,4726,4744.5,4967,4845,5021.5,5293
76126,10140.5,10154.5,8749.5,249,327,237.5,24.5,83.5,6,527,6603,5083,5141.5,4782,5190,5394.5,5316
76130,10272.5,10320,9147.5,248,377.5,356.5,164,119,200,358,6929,4799.5,4856,4731,4874.5,5176.5,5092
76147,8695.5,8383.5,8084.5,95,165.5,198.5,694,751.5,562,426,6955,4874.5,4942.5,5001,4989,5252.5,5362
76233,10970.5,10680.5,8677.5,242,324,344,248.5,259.5,194,667,6259,4819,4734.5,4656,4900.5,5107,5029
76243,7795.5,7610.5,7345,450.5,493.5,484.5,108.5,39,31.5,1112,6781,4520.5,4367.5,4450,4734.5,4787,5070
76246,5834.5,5264.5,6044,550,558.5,719.5,42,4,19,900,6996,4823.5,4558.5,4753,4986.5,5083,5134
76248,9883,9816.5,9299.5,324,459,493.5,265,127,69.5,468,7025,4759.5,4849,4849,4839,5132,5144
76250,9058,9250,8195,239,435.5,531,283,175.5,54,1249,7016,4807,4974,5196,4782.5,5303,5250
76275,9923,9756,9454,187.5,334.5,590,412,298,170,532,6997,4886,4906.5,5061,4872,5180.5,5255
76306,11515.5,11212.5,9675,318,314,265.5,452,220.5,273,368,7195,5094.5,5175,4908,5217,5423.5,5272
76318,8762,8306.5,7838,294.5,421,264.5,112.5,106,35,531,6992,4603,4758.5,4780,4700,5084.5,5114
76364,8582.5,8866.5,8295,408,332.5,457,122,30,11.5,273,6908,5021.5,5120.5,5104,5083,5369.5,5382
76377,11179.5,10662,8938,248.5,356.5,348,199,126,95,628,7025,4857.5,5121.5,4912,5009.5,5395,5218
76400,7952.5,7622,7566,238.5,525,532.5,130.5,48,71.5,514,6339,4922.5,4935.5,4812,4979.5,5247,5254
76403,9199.5,9019.5,8895,161.5,342.5,449,83.5,12.5,100,838,6753,4655.5,4688,4765,4741,5030,5113
76497,6212.5,5706.5,5769.5,98.5,653.5,618.5,62,10.5,44.5,911,6241,4652.5,4675.5,4610,4800,5116.5,4908
76520,9759,9710,8925.5,313.5,436.5,349.5,471.5,255.5,98.5,258,7004,5105,5231,5238,5130,5438,5475
76563,7813.5,7409.5,7586.5,178.5,362.5,375,191,131,5,727,6946,4765,4857.5,4867,4858.5,5127.5,5069
76606,9888.5,10044.5,9395.5,230.5,391.5,277,258.5,125,216.5,642,6705,4738,4737.5,4795,4898.5,5148,5111
76616,10285.5,10444,9192.5,381,506.5,499,419.5,218.5,274,834,6899,4666.5,4509,4580,4777,4903,4950
76622,9963,10227,9304,151.5,458.5,386.5,147.5,103,154.5,441,7341,4977,5004,4938,5062.5,5337,5282
76670,8420,8220,7604,225,554,201,193.5,64.5,46,541,7161,4614.5,4464.5,4715,4749.5,4841.5,5002
76736,7438.5,7222,7281,181,352.5,420,200.5,127,37.5,779,6691,4887.5,4865.5,4891,5012,5160.5,5263
76823,7810.5,7220,7001.5,568,780,636,134,72.5,145.5,976,6342,4641.5,4510.5,4505,4717.5,4926,4953
76828,8062,8353,7486,311.5,547.5,528.5,68,9.5,71,963,6847,4585.5,4588.5,4699,4761,4975,5126
76834,9391.5,9068,8491.5,385,499,473,111.5,111,112.5,381,7154,4941.5,5093,5132,5090,5377.5,5468
76845,7762,8679,7955.5,173.5,718,727,307.5,376.5,81.5,876,7287,4767,4769.5,4968,4980,5124,5117
76863,9096,8243,7648.5,684,725.5,727.5,92.5,0,5,832,5839,4637,4687,4658,4719,5086,5107
76869,10055,9145,7682.5,172.5,348,281,228.5,204.5,113.5,594,6929,4775,4604.5,4711,4801.5,4871,5006
76890,8900,9099.5,8218,202,292.5,162.5,271.5,112,201,580,6096,4848,4840.5,4671,4960,5182,5107
76892,9208.5,9003,9117.5,176,392.5,439.5,177.5,125,139.5,358,6551,4772.5,4687,4775,4869,5060.5,5179
76895,8618.5,8371,7910.5,213,462,441,164,125,127.5,529,7319,4746,4619,4856,4904,5023,5291
81000,7217.5,7448.5,8502.5,455,367.5,332.5,330.5,530.5,414,666,6688,4938.5,4932.5,4967,4856.5,5079,5122
81001,6629,6664,8205.5,415.5,388.5,319.5,491,503,339,0,0,4894.5,4869.5,4861,4911,5067.5,5183
81065,6687.5,6953.5,7130.5,386.5,263.5,489,243,591.5,511,955,6603,4877.5,4886.5,5067,4762,5059.5,5197
81220,7549,7571,8563.5,565.5,553,284,800.5,591,491.5,871,6911,4714,4633,4847,4697.5,4963.5,4808
81300,5972.5,6389,8340,372.5,336.5,289.5,320.5,358.5,380,834,6594,4778.5,4776,4895,4655.5,4950,4935
81591,7294,7177.5,7803,650,666,326,164,304,237,783,6616,4629.5,4526.5,4815,4563,4718.5,4660
81736,8251.5,8482,8792,507.5,358.5,279,318,563,441.5,691,6708,5084.5,5204.5,5198,4960.5,5253.5,5172
81794,8331.5,8877.5,10571.5,513.5,398,308.5,181.5,571.5,438.5,568,6609,4868.5,4895,4852,4806.5,5070,5039
85000,10281.5,9895,9509,301,344.5,285,274.5,306,195,496,7061,4995,5018.5,5118,4899.5,5140.5,5204
85001,10857.5,10375,10118.5,313.5,336,227.5,426,466.5,233,0,0,5024.5,5124.5,5198,4959,5220.5,5303
85010,8726,8037,8468.5,237.5,288,260,213.5,273,94,694,7191,4935.5,4931.5,5041,4869.5,5148.5,5165
85015,6083,5967,6390.5,265.5,253.5,126.5,439,280,389,818,7143,4639.5,4625,4656,4460.5,4694,4856
85125,9646.5,8897,8929,351.5,434.5,379.5,213.5,260,269.5,623,6926,4574.5,4581,4991,4481.5,4765.5,4986
85136,7704,7223.5,6924.5,149,140.5,109.5,666.5,388.5,252.5,864,8072,5146.5,4563,4781,4772,4672.5,4938
85139,12528,12400,10327.5,370,409.5,448,150,401.5,257,577,6905,4910,4836.5,4953,4732,4989.5,5056
85162,9873.5,9349,8901.5,267.5,372,282.5,3,115,122,569,7238,4985,5046,5041,4907.5,5114,5048
85225,7877.5,7725.5,8312,240,324.5,257,76.5,88,167,1016,7229,4919.5,4750.5,4915,4618,4753,4829
85230,11629.5,11460,9729.5,388.5,467.5,454,469,359,372.5,820,7391,4692,4673.5,4673,4678.5,4910,4835
85250,11924.5,12143,10667,306.5,261,290.5,157,124,187.5,533,6830,5035.5,5122.5,5248,4898.5,5200,5197
85263,11693.5,12474,9931.5,265,305.5,373,212,172,126,580,6599,5107.5,4837.5,5089,4924,4941,5137
85279,1980,1638.5,3421,355,206,311.5,332,436.5,635.5,776,6154,4381,4898.5,4678,4397.5,4929.5,4722
85300,11345,10444.5,9437.5,446,205.5,274,35,258,78.5,746,7486,5075.5,5077.5,5326,4898.5,5185,5264
85315,5294,4962,5273,131.5,92,185,0,0,410,643,6991,4894.5,5262,5671,4729,5302,5282
85325,8196,7924.5,7732,375,345.5,290,602,558,340,530,7388,5122,5172.5,5404,4836.5,5251,5295
85400,8393.5,8369,8735,362.5,334.5,228,515,568,385.5,784,7778,5031.5,4800.5,5034,4888.5,4906,5159
85410,10733.5,9887,9432.5,276.5,396,251,162.5,99,92.5,491,7345,5087,4978.5,5028,5005,5207.5,5196
85430,8120.5,7834,8673,227,523,504,73,37.5,66.5,602,6801,4898.5,4877,5147,4768,5007,5112
85440,11806.5,11848.5,10621,273.5,344,307,98.5,180,105.5,492,6412,4926.5,5050.5,4974,4919,5148,5142
86000,7720.5,7566.5,7991,479.5,663.5,530,220,260.5,202,600,6932,4809,4779,4853,4748,5004.5,5005
86001,10887,10173.5,9424.5,290,589.5,430,347,457,336.5,0,0,4936.5,5126,5147,4886,5231,5261
86219,7866.5,7801.5,7824,409,523,320,72,350.5,243,574,7606,5156.5,5122,4894,5062.5,5212,5141
86320,6056.5,5636.5,7459,537,850,434,129.5,99.5,126,682,6965,4726,4634,4876,4733.5,4885,5022
86568,9014,8892,9218.5,448,674,558.5,135,250,234.5,592,6763,4719.5,4650.5,4751,4729,4903,4916
86569,6238.5,6167,6575,557,713,581.5,384.5,377,137,733,6409,4541.5,4662.5,4778,4470.5,4946.5,4852
86571,7484,7686.5,6524.5,785.5,847.5,858.5,188.5,211.5,127.5,848,6639,4385.5,5212.5,4817,4434,5233,4874
86573,13970.5,13981.5,10764.5,874,863,674,243,164,169.5,748,6841,4616.5,4333.5,4338,4538,4692.5,4696
86749,10413.5,10379.5,10400.5,215,249.5,194.5,238,211.5,131,496,7526,5141.5,5239.5,5140,5007,5363.5,5261
86755,6081.5,5410,6516.5,409.5,329.5,401,76.5,16,386.5,553,7583,5060.5,4943,5225,4792,5113.5,5149
86757,4821.5,4838.5,6502,379,621,574,194.5,179.5,147.5,764,6740,4550,4357.5,4410,4562.5,4753.5,4658
86760,4963.5,4707,6337.5,514,473.5,562.5,131.5,205,160.5,705,7041,4878.5,4879.5,4715,4854,5126,5035
86865,5241.5,5262.5,7017,378,554,452.5,229.5,274.5,181,579,6587,4749,4681,4678,4679.5,4959,4858
86885,9993.5,10413,10505,462.5,598,609.5,351.5,396,202.5,521,6873,4961,4821,5170,4892,5019.5,5196
88000,6771.5,6789.5,7959,92.5,170.5,202.5,376.5,225.5,308.5,123,6873,4726,4722.5,4630,4891,5136.5,5122
88564,8824.5,9122,8308,101.5,236,228.5,197,147,383,128,7220,4486.5,4528.5,4222,4495,4810,4517
91000,8178.5,8246,8125.5,390,497,452,572.5,628.5,559.5,565,6989,4364.5,4211,4158,4454.5,4695,4622
91001,11314.5,11619,10738.5,482,601,544,624.5,545,437.5,0,0,4469,4367,4291,4578.5,4816.5,4746
91540,7057.5,7092.5,6371.5,299,397,541,790.5,959.5,762.5,811,6863,3837,3513.5,3508,3983,4126,4201
94000,7448.5,7881,7394.5,626,794.5,642,126,251.5,619.5,874,6613,4685,4885.5,4680,4593,4980,4772
94001,10554.5,11596.5,9789,571.5,809.5,616,158.5,336,324,0,0,4775.5,4996,4961,4773,5216.5,5038
95000,5556.5,5492.5,6939,363.5,452,391.5,195.5,285.5,255,652,6992,4709,4624.5,4672,4668.5,4833.5,4899
95001,6491,6464.5,7986.5,367,507,443.5,275,371.5,268,0,0,4735,4609.5,4656,4760,4849.5,4887
95015,5562,6058.5,6677.5,285.5,294,267.5,84.5,139,347.5,712,7043,4853.5,4729.5,5093,4822.5,4908,5227
95025,4197.5,3969,5592.5,321.5,344,301,3.5,55,108.5,726,6869,4487.5,4635.5,4671,4236.5,4801.5,4907
95200,3107.5,2691,3480.5,541.5,336,210.5,4.5,148,396,1024,7340,4556,4525,4497,4447,4868.5,4712
97000,6345,6532.5,5698.5,797,730,346,563,309,298.5,996,7019,4345.5,3959.5,4095,4303,4438,4403
97001,6342.5,6516.5,6036,752.5,756.5,309.5,559,302,358,0,0,4359.5,3985,4104,4336,4479,4441
97161,7946,8069,6803.5,1006.5,220,554,567,13.5,69,1008,6957,4088,3960,4136,4162.5,4273,4492
97666,11173,12281.5,9699,1344.5,920,341.5,553.5,307,266.5,1518,7107,4679,3750.5,4146,4476.5,4350.5,4175
99000,7566,7785.5,6681.5,716,840.5,738.5,242.5,749.5,672,1157,6484,4673,4477.5,4612,4647.5,4785.5,4833
99001,9619.5,9820.5,9840,791,859,777,391,669.5,247.5,0,0,4705.5,4627.5,4696,4744.5,4950,4865
99524,5733.5,5320.5,7096.5,645,675,455.5,334.5,577.5,301,781,7156,4809,4847,4993,4791.5,5042,5187
99624,7228.5,7444,7871,609,684.5,586,75,635.5,171.5,786,7174,4867.5,4712,5155,4729,4997.5,5311
99773,7481.5,7973.5,6175,709,886.5,802,164.5,836,979.5,1369,7147,4339,4138.5,4118,4243.5,4409.5,4438
