codigo_entidad,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3
25486,2.67,0,-5.489999999999999,0,-40.17,0,2.65,0,-0.03
25488,-2.6599999999999997,104.17,0,722.22,0,-0.24,0,6.03,0
25488,67.86999999999999,0,5.54,0,68.02,0,1.3599999999999999,0,-2.41
25489,-10.25,308.99,0,31.86,0,-3.5000000000000004,0,-0.13999999999999999,0
25489,71.43,0,-33.51,0,-68.49,0,0.24,0,0.9900000000000001
25491,-3.35,26.82,0,-53.12,0,-0.72,0,2.56,0
25491,9.55,0,6.49,0,83.33,0,-5.2299999999999995,0,-1.94
25506,4.63,144.79999999999998,0,1240.91,0,2.44,0,6.25,0
25506,-14.38,0,-36.16,0,-84.07,0,6,0,-0.89
25513,-5.35,17.75,0,-46.739999999999995,0,2.7199999999999998,0,6.68,0
25513,11.65,0,52.14,0,261.22,0,2.34,0,1.37
25518,-9.59,-20.62,0,220.00000000000003,0,2.32,0,6.819999999999999,0
25518,-6.49,0,-27.12,0,618.75,0,-5.029999999999999,0,-4.4799999999999995
25524,-2.4299999999999997,27.92,0,18.56,0,1.79,0,6.98,0
25524,14.19,0,-41.32,0,-100,0,-2.03,0,-0.5499999999999999
25530,3.92,17.23,0,-27.62,0,-2.97,0,5.33,0
25530,-4.130000000000001,0,-11.27,0,-68.42,0,0.32,0,0.58
25535,-9.46,14.78,0,78.68,0,2.04,0,4.17,0
25535,20.82,0,-51.190000000000005,0,2.4699999999999998,0,-4.04,0,-1.44
25572,-4.12,-13.94,0,34.12,0,2.52,0,8.33,0
25572,18.88,0,-26.88,0,-16.96,0,-1.81,0,0.3
25580,-7.12,16.73,0,4050,0,-0.84,0,1.41,0
25580,1.32,0,50.849999999999994,0,81.2,0,-6.58,0,-3.4000000000000004
25592,-6.23,-5.21,0,57.440000000000005,0,0.95,0,8.1,0
25592,9.55,0,19.939999999999998,0,-56.35,0,2.09,0,1.21
25594,-1.9900000000000002,46.910000000000004,0,134.67,0,-3,0,3.49,0
25594,13.950000000000001,0,-11.97,0,-100,0,4.09,0,-1.16
25596,-6.950000000000001,18.23,0,163.11,0,4.68,0,7.5200000000000005,0
25596,43.519999999999996,0,42.07,0,-36.720000000000006,0,-1.97,0,-2.07
25599,-4.859999999999999,23.02,0,-49.89,0,0.86,0,7.1,0
25599,-2.32,0,-51.61,0,46.17,0,-3.34,0,-0.97
25612,1.3,-15.379999999999999,0,9.86,0,-0.79,0,2.44,0
25612,-11.88,0,51.35999999999999,0,-18.66,0,-3.8899999999999997,0,-1.34
25645,-4,280.87,0,-51.849999999999994,0,0.19,0,5.88,0
25645,8.6,0,-19.509999999999998,0,56.57,0,3.26,0,1.1400000000000001
25649,-8.95,77.94,0,-34.77,0,1.5699999999999998,0,7.59,0
25649,9.21,0,-23.549999999999997,0,-9.91,0,1.24,0,-0.72
25653,-7.76,-35.28,0,-37.05,0,-5.029999999999999,0,3.55,0
25653,7.68,0,-26.8,0,13.96,0,3.46,0,0.4
25658,-1.9800000000000002,-12.41,0,250,0,-0.9299999999999999,0,5.16,0
25658,4.53,0,43.769999999999996,0,-57.14,0,-0.9900000000000001,0,1.32
25662,-3.35,15.76,0,5.92,0,-0.8,0,6.950000000000001,0
25662,11.09,0,-30.080000000000002,0,-60.25,0,6.18,0,-0.64
25718,-2.02,-0.98,0,0.51,0,-0.98,0,4.26,0
25718,-4.760000000000001,0,3.58,0,22.71,0,1.73,0,1.6099999999999999
25736,-6.98,59.919999999999995,0,-24.11,0,3.27,0,4.51,0
25736,19.99,0,-8.01,0,309.41,0,-0.7100000000000001,0,-2.42
25740,2.22,51.21,0,-53.63,0,1.47,0,5.25,0
25740,10.459999999999999,0,-31.900000000000002,0,118.07000000000001,0,-0.24,0,0.45999999999999996
25743,4.83,-18.08,0,-5.56,0,2,0,7.48,0
25743,3.2099999999999995,0,-0.91,0,167.65,0,0.06,0,-0.8200000000000001
25745,-6.460000000000001,-27.589999999999996,0,-2.04,0,2.97,0,6.69,0
25745,2.18,0,-6.39,0,-33.29,0,0.4,0,-0.58
25754,7.12,-6.78,0,119.95,0,0.41000000000000003,0,4.02,0
25754,0.63,0,-12.540000000000001,0,-66.86999999999999,0,1.09,0,1.1199999999999999
25758,-3.26,-37.96,0,-36.49,0,-1.1199999999999999,0,2.78,0
25758,6.49,0,11.540000000000001,0,-39.57,0,2.1999999999999997,0,1.24
25769,-4.22,54.47,0,7.21,0,1.15,0,5.4399999999999995,0
25769,3.56,0,-46.83,0,24.37,0,3.88,0,1.87
25772,-7.53,158.97,0,430.42999999999995,0,2.56,0,7.01,0
25772,11.18,0,9.08,0,38.93,0,0.16999999999999998,0,0.26
25777,-0.9299999999999999,50.83,0,-11.14,0,-2.02,0,5.7,0
25777,8.17,0,-33.7,0,-52.2,0,3.85,0,0.79
25779,-14.829999999999998,28.87,0,7875,0,3.1,0,9.99,0
25779,54.24,0,-42.93,0,-7.37,0,-2.31,0,-5.71
25781,-2.2800000000000002,-6.370000000000001,0,100,0,2.31,0,4.46,0
25781,0.36,0,-57.720000000000006,0,-100,0,6.64,0,4.04
25785,0.38,-27.900000000000002,0,-89.47,0,2.83,0,4.52,0
25785,25.45,0,-23.93,0,8375,0,-0.44,0,0.44
25793,-4.14,87.9,0,600,0,3.0300000000000002,0,8,0
25793,6.18,0,-42.8,0,74.06,0,-2.01,0,-2.82
25797,-2.82,50.839999999999996,0,28.27,0,2.69,0,8.66,0
25797,12.959999999999999,0,-27.01,0,1.25,0,5.0200000000000005,0,0.16
25799,0.74,0,0,-27.92,0,-0.72,0,4.4799999999999995,0
25799,3.3099999999999996,0,22.78,0,83.25,0,2.1999999999999997,0,1
25805,-2.92,52.15,0,563.64,0,6.94,0,9.44,0
25805,17.87,0,-29.830000000000002,0,-36.64,0,-0.18,0,-0.47000000000000003
25807,-4.32,-50.67,0,-62.71,0,1.6400000000000001,0,10.209999999999999,0
25807,16.63,0,18.529999999999998,0,113.64000000000001,0,-10.81,0,0.06999999999999999
25815,-7.99,11.129999999999999,0,-85.86,0,-4.36,0,1.5599999999999998,0
25815,15,0,-23.47,0,39.71,0,1.77,0,1.37
25817,-0.25,32.72,0,27.860000000000003,0,1.0699999999999998,0,4.130000000000001,0
25817,-1.16,0,-11.63,0,11.450000000000001,0,3.0700000000000003,0,1.8599999999999999
25823,-6.5,35.29,0,-44.68,0,-3.94,0,4.08,0
25823,8.129999999999999,0,-21.740000000000002,0,111.53999999999999,0,-4.42,0,-4.97
25839,-3.35,4.2299999999999995,0,-34.56,0,-0.9299999999999999,0,7.86,0
25839,27.35,0,-14.469999999999999,0,28.49,0,-2.6,0,-3.17
25841,3.85,-21.88,0,4.65,0,1.3599999999999999,0,3.6799999999999997,0
25841,-3.8600000000000003,0,4.89,0,-26.91,0,1.68,0,1.6
25843,0.13999999999999999,26.450000000000003,0,-29.93,0,-1.34,0,3.5700000000000003,0
25843,-0.22,0,0.8,0,87.85,0,1.17,0,0.72
25845,-8.74,98.18,0,82.49,0,4.26,0,7.39,0
25845,11.64,0,-37.019999999999996,0,-34.599999999999994,0,-4.73,0,-3.8899999999999997
25851,-9.58,-60.18,0,0,0,0.96,0,6.67,0
25851,25.27,0,35.88,0,0,0,-5.41,0,-5.66
25862,-3.39,-0.61,0,-11.23,0,5.43,0,10.4,0
25862,17.23,0,-40.62,0,-90.57,0,0.9299999999999999,0,-2.54
25867,-4.569999999999999,285.71,0,-83.86,0,-1.44,0,6.550000000000001,0
25867,-3.9,0,10.63,0,136.62,0,-0.33,0,-1.15
25871,-3.32,21.01,0,-4.12,0,4.109999999999999,0,8.709999999999999,0
25871,19.72,0,49.55,0,92.02,0,4.5600000000000005,0,-4.2700000000000005
25873,-0.47000000000000003,19.17,0,10.42,0,4.65,0,7.829999999999999,0
25873,7.53,0,-44.32,0,7.9399999999999995,0,2.55,0,0.38999999999999996
25875,-2.15,6.36,0,2080,0,0.21,0,4.390000000000001,0
25875,3.09,0,2.74,0,162.39,0,1.55,0,1.8499999999999999
25878,-2.13,-1.09,0,71.63000000000001,0,1.25,0,4.45,0
25878,-1.77,0,-24.42,0,20.330000000000002,0,1.94,0,3.32
25885,-5.07,-25.380000000000003,0,9.09,0,-0.83,0,6.36,0
25885,19.72,0,-22.82,0,-3.85,0,6.529999999999999,0,3.2199999999999998
25898,-11.08,54.09,0,78.18,0,-0.22,0,5.57,0
25898,13.62,0,-38.12,0,29.93,0,7.960000000000001,0,4.5600000000000005
25899,0.2,25.380000000000003,0,-6.15,0,3.62,0,6.5600000000000005,0
25899,3.35,0,-7.48,0,-13.3,0,2.06,0,1.4500000000000002
27000,-1.6,-28.28,0,701.92,0,-5.949999999999999,0,4.67,0
27000,2.1399999999999997,0,0,0,-43.169999999999995,0,2.01,0,-0.7100000000000001
27001,-2.79,-45.72,0,981.8199999999999,0,-1.23,0,5.13,0
27001,4.58,0,27.93,0,-25.629999999999995,0,2.85,0,2.22
27006,12.09,160.16,0,20933.33,0,-3.66,0,9.62,0
27006,-10.91,0,13.36,0,-45.96,0,6.45,0,3.5999999999999996
27025,5.050000000000001,-31.619999999999997,0,5088.89,0,-6.25,0,5.53,0
27025,34.55,0,-27.33,0,-65.31,0,-7.23,0,-2.97
27050,-5.74,70.39,0,1227.45,0,-10.36,0,1.11,0
27050,40.410000000000004,0,-11.18,0,-65.44,0,7.41,0,6.5600000000000005
27073,-7.199999999999999,-67.75999999999999,0,680.85,0,-4.75,0,8.7,0
27073,-17.98,0,-64.78,0,-100,0,-8.39,0,-6.279999999999999
27075,-0.61,46.46,0,0,0,-7.48,0,1.77,0
27075,-0.75,0,-27.839999999999996,0,-4.92,0,2.53,0,-0.7799999999999999
27077,-6.419999999999999,-66.55,0,742.53,0,-6.550000000000001,0,4,0
27077,-21.33,0,83.8,0,-45.019999999999996,0,-1.4500000000000002,0,-2.9499999999999997
27099,6.140000000000001,52.72,0,14433.330000000002,0,-10.15,0,3.05,0
27099,-7.66,0,-56.35,0,-72.48,0,-7.59,0,-4.82
27135,-4.97,-34.46,0,0,0,-2.4699999999999998,0,8.219999999999999,0
27135,20.61,0,73.41,0,111.63000000000001,0,-4.279999999999999,0,-1
27150,5.76,-34.489999999999995,0,7528.570000000001,0,-7.920000000000001,0,9.139999999999999,0
27150,-30.7,0,38.47,0,6.370000000000001,0,6.45,0,3.52
27160,-4.88,-86.33999999999999,0,0,0,-5.56,0,4.61,0
27160,43.57,0,33.33,0,0,0,1.8800000000000001,0,3.08
27205,-5.62,-50.62,0,355.7,0,-4.71,0,6.1899999999999995,0
27205,7.91,0,81.84,0,-36.67,0,3.53,0,1.41
27245,3.94,-29.28,0,25.6,0,2.63,0,3.61,0
27245,63.06,0,-10.12,0,-34.54,0,-4.760000000000001,0,-3.0700000000000003
27250,-10.33,-35.03,0,6825,0,-14.45,0,-3.7800000000000002,0
27250,-17.07,0,-7.4399999999999995,0,58.120000000000005,0,-6.87,0,-6.99
27361,-1.47,-22.6,0,2780,0,0.67,0,7.870000000000001,0
27361,-5.28,0,8.459999999999999,0,-12.85,0,-2.21,0,-4.33
27372,2.2800000000000002,106.91999999999999,0,0,0,-6.97,0,5.52,0
27372,-23.89,0,-19.15,0,17.36,0,-12.379999999999999,0,-11.68
27413,4.19,-34.07,0,-24.43,0,-4.78,0,8.59,0
27413,16.18,0,-46.52,0,-88.55,0,-6.23,0,-7.35
27425,3.6999999999999997,48.76,0,711.9,0,-9.62,0,-18.32,0
27425,70.5,0,25.259999999999998,0,-40.760000000000005,0,5.16,0,10.979999999999999
27430,-7.51,-49.89,0,240.34,0,-8.17,0,1.16,0
27430,-10.01,0,20,0,73.83,0,-1.3,0,-2.85
27450,-11.04,-55.98,0,164.13,0,-7.08,0,3.7900000000000005,0
27450,30.23,0,20.810000000000002,0,-62.13999999999999,0,3.16,0,-2.34
27491,0.72,-14.06,0,241.81,0,5.800000000000001,0,18.310000000000002,0
27491,-2.1399999999999997,0,-40.910000000000004,0,-89.75,0,-3.2199999999999998,0,-5.65
27495,2.5,144.44,0,0,0,-9.01,0,5.84,0
27495,-19.73,0,-18.55,0,-49.88,0,2.32,0,-4.41
27580,-5.47,-20.16,0,226.24,0,-4.17,0,7.03,0
27580,48.9,0,-48.120000000000005,0,6.52,0,-1.01,0,-2.73
27600,5.81,72.1,0,0,0,-10.979999999999999,0,4.22,0
27600,8.61,0,-45.43,0,-100,0,1.73,0,-0.52
27615,4.62,-25.81,0,1532.69,0,-8.9,0,2.11,0
27615,-10.11,0,-7.37,0,-56.769999999999996,0,-0.06999999999999999,0,0.38
27660,-2.4,28.96,0,439.13,0,-0.63,0,7.16,0
27660,-3.73,0,4.34,0,-13.100000000000001,0,5.21,0,0
27745,-0.76,-62.88,0,1136.46,0,4.52,0,-1.78,0
27745,4.93,0,8.799999999999999,0,-53.75,0,-16.259999999999998,0,-4.75
27787,-0.9299999999999999,-4.569999999999999,0,1550,0,-0.24,0,7.41,0
27787,8.36,0,-22.900000000000002,0,-58.919999999999995,0,-1.5599999999999998,0,0.59
27800,1.09,-57.589999999999996,0,0,0,-6.49,0,4.88,0
27800,10.530000000000001,0,56.910000000000004,0,-11.540000000000001,0,5.34,0,6.419999999999999
27810,-1.18,-51.82,0,1436,0,-2.2399999999999998,0,10.879999999999999,0
27810,43.22,0,66.33,0,-74.48,0,3.04,0,-1.7399999999999998
41000,-2.76,10.24,0,24.310000000000002,0,-0.22999999999999998,0,5.19,0
41000,4.72,0,-7.26,0,-28.68,0,1.87,0,0.79
41001,0.8500000000000001,37.93,0,62.69,0,3.25,0,6.4399999999999995,0
41001,-1.6099999999999999,0,-11.61,0,-31.069999999999997,0,1.03,0,1.04
41006,-2.4899999999999998,7.66,0,-42.47,0,-3.91,0,3.2099999999999995,0
41006,19.39,0,-22.32,0,-62.7,0,9.5,0,4.52
41013,-3.09,-65.05,0,-25.86,0,1.34,0,7.26,0
41013,-0.16,0,-48.82,0,111.63000000000001,0,-2.73,0,-1.09
41016,-8.649999999999999,-22.74,0,1.1900000000000002,0,-4.9,0,3.6799999999999997,0
41016,34.68,0,12.809999999999999,0,-87.16000000000001,0,4.06,0,3.95
41020,-2.4,-19.439999999999998,0,31.8,0,0.25,0,5.66,0
41020,0.5,0,9.58,0,-6.97,0,4.41,0,3.27
41026,-8.58,18.88,0,-96.64,0,0.37,0,4.31,0
41026,12.479999999999999,0,-25.2,0,1303.45,0,-1.72,0,-3.9699999999999998
41078,-4.72,40.48,0,16.950000000000003,0,0.51,0,6.5,0
41078,5.07,0,-18.509999999999998,0,6.5600000000000005,0,4.130000000000001,0,2.68
41132,-5.41,-4.91,0,52.87,0,-3.39,0,2.19,0
41132,6.69,0,-30.830000000000002,0,-70.83,0,-0.37,0,-1.1400000000000001
41206,-1.8499999999999999,38.690000000000005,0,-6.7,0,0.38999999999999996,0,4.9399999999999995,0
41206,38.65,0,-26.340000000000003,0,-35.57,0,5.21,0,1.6099999999999999
41244,-2.6,-1.94,0,-46.42,0,1.26,0,7.9799999999999995,0
41244,2.97,0,-13.469999999999999,0,-31.740000000000002,0,1.27,0,-1.31
41298,-5.94,-9.030000000000001,0,42.91,0,-2.3,0,3.51,0
41298,17.88,0,-1.87,0,-29.18,0,0.41000000000000003,0,0.5700000000000001
41306,-8.06,9.62,0,15.72,0,-0.27,0,6.61,0
41306,20.62,0,-6.460000000000001,0,-49.18,0,6.65,0,0.9400000000000001
41319,-5.7,-23.68,0,-76.55999999999999,0,-0.67,0,5.35,0
41319,10.51,0,9.85,0,13.04,0,1.79,0,0.25
41349,-9.120000000000001,29.39,0,-76.68,0,2.59,0,6.16,0
41349,-2.5100000000000002,0,-23.23,0,62.53999999999999,0,-5.27,0,-4.19
41357,-4.02,5.93,0,76.99000000000001,0,-2.53,0,4.05,0
41357,8.53,0,-17.59,0,-33.33,0,1.8499999999999999,0,-1.22
41359,-0.66,-4.1000000000000005,0,-37.4,0,-2.7,0,4.5,0
41359,9.26,0,79.05,0,-68.64,0,-2.02,0,-2.52
41378,-6.510000000000001,26.14,0,36.68,0,-1.26,0,4.87,0
41378,2.31,0,-6.1899999999999995,0,-51.99,0,-1.32,0,-2.79
41396,-3.2300000000000004,15.040000000000001,0,-19.28,0,-1.09,0,4.06,0
41396,2.8000000000000003,0,-0.5700000000000001,0,-30.78,0,1.0699999999999998,0,-0.25
41483,-2.23,-7.4399999999999995,0,51.03,0,3.36,0,10.01,0
41483,4.05,0,-12.46,0,-74.2,0,-9.16,0,-7.090000000000001
41503,-4.2700000000000005,-57.57,0,-17.29,0,0.1,0,4.88,0
41503,14.26,0,40.21,0,-44.18,0,0.79,0,1.28
41518,-1.16,14.56,0,151.81,0,-12,0,-1.32,0
41518,-13.11,0,-19.06,0,-17.53,0,9.43,0,3.5999999999999996
41524,-3.8699999999999997,-8.77,0,63,0,2.63,0,6.22,0
41524,20.44,0,19.220000000000002,0,-27,0,-1.95,0,-2.27
41530,-1.6500000000000001,73.92999999999999,0,49.16,0,-3.92,0,2.08,0
41530,2.92,0,-0.47000000000000003,0,-4.2299999999999995,0,3.9600000000000004,0,1.6199999999999999
41548,-0.8,-34.63,0,-73.94,0,3.2,0,8.23,0
41548,-1.6,0,-23.31,0,-68.16,0,-2.35,0,-4.42
41551,-2.93,19.6,0,123.77,0,-0.41000000000000003,0,4.83,0
41551,2.76,0,-8.290000000000001,0,2.01,0,3.84,0,2.56
41615,-2.7,31.4,0,12.58,0,4.78,0,8.469999999999999,0
41615,-7.489999999999999,0,-32.81,0,-37.830000000000005,0,-1.5599999999999998,0,-1.32
41660,-2.54,5.64,0,68.28,0,-2.81,0,4.62,0
41660,0.42,0,32.28,0,-100,0,0.83,0,-1.27
41668,-4.81,-26.16,0,-26.71,0,-2.6599999999999997,0,3.7699999999999996,0
41668,0.95,0,-8.559999999999999,0,-41.53,0,-0.7799999999999999,0,1.3
41676,-3.56,1.48,0,-4.3999999999999995,0,-1.78,0,4.71,0
41676,5.16,0,-29.14,0,-64.25999999999999,0,6.9,0,4.96
41770,-3.05,-5.76,0,-34.589999999999996,0,-7.670000000000001,0,-1.4200000000000002,0
41770,1.81,0,23.26,0,-41.349999999999994,0,3.39,0,2.59
41791,-5.4,-5.970000000000001,0,38.72,0,-0.18,0,4.12,0
41791,0.24,0,34.13,0,-36.59,0,0.01,0,-0.47000000000000003
41797,-5.76,2.02,0,-36.85,0,-1.28,0,4.96,0
41797,-6.140000000000001,0,-12.06,0,-19.48,0,1.48,0,-1.4000000000000001
41799,-2.5100000000000002,119.89000000000001,0,-23.25,0,-0.69,0,4.05,0
41799,17.39,0,-6.69,0,-40.75,0,-1.47,0,-1.48
41801,-7.12,-14.05,0,93.54,0,-4.33,0,4.83,0
41801,8.1,0,-13.13,0,-33.2,0,3.7800000000000002,0,1.71
41807,-1.6400000000000001,8.1,0,-19.580000000000002,0,-2.81,0,2.7,0
41807,-0.91,0,-4.92,0,-44.35,0,2.08,0,0.22
41872,-1.4200000000000002,24.759999999999998,0,10.57,0,-0.8999999999999999,0,2.8400000000000003,0
41872,23.580000000000002,0,-33.12,0,-8.73,0,11.93,0,5.17
41885,-12.659999999999998,-30.31,0,52.400000000000006,0,-0.5700000000000001,0,4.45,0
41885,7.89,0,44.12,0,-3.81,0,5.84,0,2.2399999999999998
44000,1.4000000000000001,12.26,0,28.26,0,-4.22,0,4.569999999999999,0
44000,12.9,0,-30.53,0,-10.8,0,1.59,0,-1.24
44001,-4.37,-13.389999999999999,0,160.13,0,1.04,0,7.090000000000001,0
44001,31.64,0,-9.43,0,-50.63999999999999,0,-0.66,0,-1.11
44035,9.610000000000001,35.91,0,7.91,0,-4.64,0,2.4899999999999998,0
44035,0.59,0,-58.28,0,31.680000000000003,0,-1.16,0,-0.09
44078,-0.4,-25.419999999999998,0,157.21,0,-6.58,0,1.94,0
44078,7.88,0,-44.59,0,-43.93,0,0.6799999999999999,0,-1.18
44090,-4.97,5.65,0,19.56,0,-3.3099999999999996,0,4.390000000000001,0
44090,-4.4799999999999995,0,8.450000000000001,0,-33.14,0,1.97,0,0.44999999999999996
44098,2.4299999999999997,130.35000000000002,0,-3.74,0,-0.51,0,8.35,0
44098,26.06,0,-45.01,0,-19.75,0,-2.7,0,-2.9000000000000004
44110,8.86,26.25,0,196.63,0,4.8,0,5.8500000000000005,0
44110,21.97,0,-34.910000000000004,0,-38.519999999999996,0,-3.47,0,-1.69
44279,-0.06999999999999999,6.65,0,29.25,0,-1.6199999999999999,0,3.84,0
44279,-5,0,-47.4,0,-24.529999999999998,0,-1.44,0,-1.01
44378,-2.21,13.020000000000001,0,-13.750000000000002,0,-6.0600000000000005,0,2.79,0
44378,25.19,0,-44.440000000000005,0,-20.080000000000002,0,0.9299999999999999,0,-0.72
44420,2.88,200.65,0,-27.860000000000003,0,-0.54,0,8.62,0
44420,-10.24,0,-24.779999999999998,0,8.3,0,-4.77,0,-4.67
44430,0.15,-13.16,0,-1.06,0,-2.7,0,4.9,0
44430,2.19,0,-14.940000000000001,0,-21.18,0,2.26,0,0.38
44560,11.86,29.15,0,6.4,0,-11.34,0,1.11,0
44560,17.380000000000003,0,5.21,0,4.09,0,2.69,0,-1.48
44650,0.69,-10.61,0,50.080000000000005,0,-0.95,0,5.45,0
44650,-6.550000000000001,0,-48.02,0,1.08,0,-0.58,0,-2.16
44847,7.4399999999999995,118.7,0,-43.04,0,-7.91,0,3.37,0
44847,18.23,0,-53.290000000000006,0,94.05,0,0.8200000000000001,0,-5.33
44855,5.59,-32.190000000000005,0,150.2,0,0.54,0,8.59,0
44855,27.700000000000003,0,-40.19,0,-47.58,0,4.63,0,0.03
44874,5.17,-28.64,0,24.41,0,1.03,0,7.6,0
44874,-1.31,0,-37.21,0,-29.39,0,4.63,0,-0.16999999999999998
47000,1.1400000000000001,-11.23,0,151.77,0,-1.9300000000000002,0,5.88,0
47000,3.56,0,17.16,0,-58.75,0,0.6,0,-0.09
47001,1.27,-5.34,0,-31.25,0,-0.4,0,4.760000000000001,0
47001,9.41,0,17.71,0,3.54,0,0.79,0,1.25
47030,-5.19,-17.36,0,339.9,0,-1.92,0,8.06,0
47030,-4.73,0,-37.669999999999995,0,-24.59,0,0.18,0,0.69
47053,-1.41,36.6,0,902.8600000000001,0,-2.45,0,6.84,0
47053,0.89,0,45.83,0,-59.69,0,2.87,0,-0.27
47058,-3.3300000000000005,-53.03,0,1269.1200000000001,0,-0.69,0,5.9799999999999995,0
47058,5.2,0,-40.19,0,-92.05,0,-1.4200000000000002,0,-2.07
47161,6.88,-32.879999999999995,0,942.1099999999999,0,-3.2099999999999995,0,7.920000000000001,0
47161,-0.13999999999999999,0,113.14,0,-62.32,0,-3,0,-0.97
47170,-6.069999999999999,-43.44,0,-5.48,0,-0.15,0,7.779999999999999,0
47170,-9.1,0,51.61,0,-59.4,0,-2.7,0,-3.05
47189,10.71,98.08,0,11.559999999999999,0,-2.44,0,5.140000000000001,0
47189,-1.9800000000000002,0,5.55,0,-29.470000000000002,0,-0.4,0,0.03
47205,1.7399999999999998,-56.79,0,746.84,0,-1.8800000000000001,0,6.77,0
47205,-6.460000000000001,0,23.78,0,-73.69,0,0.06,0,-1.6400000000000001
47245,7.51,-46.2,0,243.82000000000002,0,-3.25,0,6.279999999999999,0
47245,0.8,0,31.6,0,-72.22,0,1.4200000000000002,0,0.43
47258,3.56,-30.06,0,6975,0,-7.01,0,4.92,0
47258,-10.870000000000001,0,71.04,0,-67.61,0,1.05,0,-3.2399999999999998
47268,5.7,-18.33,0,1071.82,0,-6.419999999999999,0,5.949999999999999,0
47268,6.5600000000000005,0,183.86,0,-59.809999999999995,0,-2.07,0,-5.12
47288,6.45,-15.25,0,187.32,0,-0.62,0,6.79,0
47288,-4.41,0,-11.14,0,-60.589999999999996,0,-0.67,0,-1.16
47318,6.45,4.41,0,268.02000000000004,0,-2.52,0,7.340000000000001,0
47318,3.16,0,11.709999999999999,0,-53.02,0,2.02,0,-0.08
47460,-10.16,-46.23,0,60850,0,-0.62,0,9.47,0
47460,-4.859999999999999,0,198.44,0,-82.53,0,2,0,2
47541,8.6,-43.24,0,234.24,0,-8.86,0,7.26,0
47541,-5.319999999999999,0,-38.37,0,-36.71,0,5.220000000000001,0,1.1400000000000001
47545,0,-34.19,0,329.86,0,-0.8999999999999999,0,9.44,0
47545,29.29,0,55.38999999999999,0,-94.51,0,-0.44,0,-2.62
47551,5.46,-46.660000000000004,0,356.08,0,-0.65,0,7.86,0
47551,-4.81,0,81.41000000000001,0,-31.669999999999998,0,2.31,0,-3.06
47555,2.4299999999999997,-3.64,0,317.28000000000003,0,0.58,0,8.42,0
47555,-0.61,0,-26.8,0,-76.3,0,-4.71,0,-2.98
47570,-5.65,-2.55,0,68.22,0,-3.9899999999999998,0,8.49,0
47570,5.9799999999999995,0,21.25,0,-50.77,0,-0.84,0,-3.74
47605,1.51,-59.67,0,71.71,0,-6.18,0,9.28,0
47605,-10.280000000000001,0,122.22,0,-48.59,0,3.74,0,-1.5699999999999998
47660,-8.42,18.85,0,48.08,0,-2.23,0,8.559999999999999,0
47660,15.079999999999998,0,7.12,0,-5.63,0,1.11,0,2
47675,7.449999999999999,65.93,0,18.13,0,-0.01,0,7.86,0
47675,-11.21,0,58.4,0,-51.019999999999996,0,-5.390000000000001,0,-5.62
47692,12.68,-44.76,0,134.14999999999998,0,0.7000000000000001,0,7.66,0
47692,-2.94,0,9.07,0,-26.740000000000002,0,1.02,0,1.21
47703,1.58,-19.35,0,32.84,0,-5.47,0,7.33,0
47703,-11.44,0,-12.21,0,-53.21,0,9.36,0,2.98
47707,-7.2700000000000005,-53.559999999999995,0,334.57,0,-4.81,0,7.430000000000001,0
47707,10.01,0,78.67,0,-75.89,0,-0.38,0,-0.16
47720,6.41,0,0,1547.19,0,2.3800000000000003,0,12.91,0
47720,31.369999999999997,0,-40.89,0,-98.5,0,4.109999999999999,0,0.7000000000000001
47745,-4.21,46.02,0,153.44,0,-1.06,0,9.66,0
47745,15.879999999999999,0,38.65,0,-74.22,0,2.21,0,-2.9499999999999997
47798,5.3,-25.759999999999998,0,125.39,0,-3.39,0,5.46,0
47798,0.12,0,-44.64,0,-89.42,0,-1.5599999999999998,0,-1.37
47960,13.850000000000001,-18.68,0,139.04000000000002,0,-4.34,0,9.569999999999999,0
47960,-5.83,0,-70.06,0,-68.73,0,0.9299999999999999,0,-2.83
47980,-12.590000000000002,1.04,0,259.34,0,-5.64,0,6.59,0
47980,1.9900000000000002,0,23.82,0,-74.92,0,1.43,0,-1.23
50000,-1.9800000000000002,51.11,0,-42.07,0,-0.38999999999999996,0,4.49,0
50000,0.32,0,-11.62,0,1.05,0,2.16,0,1.4500000000000002
50001,-2.35,100.79,0,-38.96,0,2.35,0,5.29,0
50001,-0.24,0,-7.969999999999999,0,-3.7199999999999998,0,1.5599999999999998,0,1.46
50006,-4.21,32.379999999999995,0,-64.27000000000001,0,0.27,0,4.2700000000000005,0
50006,-7.26,0,-8.4,0,54.03,0,2.07,0,2.41
50110,0.47000000000000003,850,0,0,0,-2.19,0,2.78,0
50110,-15.740000000000002,0,-10.530000000000001,0,-100,0,-1.76,0,-3.61
50124,-2.55,63.94,0,2.86,0,1.9,0,5.43,0
50124,-14.46,0,-36.49,0,10.190000000000001,0,9.92,0,9.520000000000001
50150,-1.24,32.73,0,-41.339999999999996,0,0.09,0,6.12,0
50150,-18.57,0,-23.919999999999998,0,-90.96,0,2.78,0,1.8499999999999999
50223,-4.760000000000001,-4.55,0,56.56,0,-2.73,0,2.97,0
