codigo_entidad,inf_ingresos_m_1,inf_ingresos_m_2,inf_ingresos_m_3,inf_financiamiento_m_1,inf_financiamiento_m_2,inf_financiamiento_m_3,inf_regaliaspc_m_1,inf_regaliaspc_m_2,inf_regaliaspc_m_3,inf_nproyectos_m_1,inf_nproyectos_m_2,inf_nproyectos_m_3,inf_vproyectos_m_1,inf_vproyectos_m_2,inf_igpr_m_2,inf_igpr_m_3,inf_desempennofiscal_m_1,inf_desempennofiscal_m_2,inf_desempennofiscal_m_3,inf_peducacion_m_1,inf_peducacion_m_2,inf_peducacion_m_3,inf_psalud_m_1,inf_psalud_m_2,inf_psalud_m_3
25530,12638995000,12345705000,13247470000,4227650000,-164125000,7112335000,91221.14000000001,18246.26,0,1,1,1,0,0,69.1375,77.4875,80.09,78.1,79.16,10.445,10.17,7.66,23.265,28.1,28.880000000000003
25535,12221785000,12434720000,13011970000,1981075000,-557190000,907015000,82183,48630.725,6598.395,0,1.5,0,1172022916,0,80.832,70.57666666666667,70.97,68.52,65.71,9.835,8.690000000000001,6.865,40.025,38.325,42.745000000000005
25572,20986435000,22215170000,20254885000,-2098195000,-196400000,1318900000,77257.1,30207.25,58200.965,1,1,0,967847627,0,66.71875,84.38375,78.36500000000001,77.24000000000001,61.71,7.62,7.15,6.87,28,31.665,33.92
25580,7401815000,7101555000,10673455000,1994035000,400075000,-1698685000,25316.88,14989.895,787875.385,1,2,1,668325303,0,66.21625,67.05875,69.48,58.335,64.16,4.85,3.115,2.7,18.735,17.895000000000003,19.9
25592,8298955000,8243070000,9693330000,5373960000,942965000,1884940000,31625.66,0,0,0,2,0,0,0,48.21666666666667,61.6,69.275,69.475,67.18,7.4399999999999995,4.72,3.1500000000000004,6.444999999999999,24.05,21.955
25594,10569180000,12126390000,12203110000,2751395000,-657405000,6204385000,58265.445,66508.195,73549.21,1,3,1,326099424,0,71.27875,75.39,80.435,82.325,73.39,6.8149999999999995,5.859999999999999,4.38,23.990000000000002,22.6,25.560000000000002
25596,12554290000,11230955000,10331910000,2771980000,-1389865000,3283715000,50451.715,92623.47,4103.135,1,1.5,0,2472364316.37,0,61.11125,71.08375,67.94999999999999,63.78,63.51,6.87,5.57,5.095000000000001,31.235,30.700000000000003,32.94
25599,9374950000,12384120000,17455470000,5429105000,-1517465000,-854720000,26847.18,32487.105,51398.445,1,2,0,918017152,0,63.92,70.18375,72.13,69.025,72.16,5.725,5.26,4.14,26.060000000000002,30.13,31.075
25612,32027945000,33616600000,41508215000,10266825000,-237169999.99999994,20925705000,58510.93,5436.875,55122.104999999996,0,1.5,0,939660187.5,0,58.66625,57.7675,88.815,85.285,82.66,6.92,5.625,4.125,30.270000000000003,27.744999999999997,27.165
25645,12979785000,12023730000,13703195000,2879510000,78149999.99999999,3104045000,67922.79000000001,23284.34,65712.235,1.5,2,7,2174231008.66,0,63.401250000000005,68.54,74.93,71.51,71.86,10.07,8.030000000000001,6.585,25.54,32.99,36.19
25649,11051400000,14649690000,12777945000,1126695000,-1901575000,4803820000,77182.215,0,48714.005,0,2,0,409999999,0,75.338,78.815,66.675,68,66.57,9.135000000000002,7.1850000000000005,6.425000000000001,30.695,36.235,40.19
25653,6384880000,8483650000,11285795000,1128290000,-459895000,150245000,64718.229999999996,0,81716.9,1,2.5,0,2952790596,0,61.292500000000004,80.48875,64.02,66.73500000000001,70.59,7.08,4.84,3.8,26.244999999999997,24.369999999999997,26.04
25658,9160085000,8630155000,14711555000,-233125000,-1445000,241025000,100969.4,0,2996.705,2,1,1,49852694,0,66.54875,85.9775,73.295,71.4,74.58,7.800000000000001,7.26,5.82,25.27,34.5,36.260000000000005
25662,17183625000,15310905000,15814460000,5826655000,254255000,3498275000,117996.76999999999,86365.295,61668.365,2,1,0,2491135785,0,52.941250000000004,60.79375,72.975,74.38499999999999,70.11,8.254999999999999,6.595000000000001,4.73,35.49,35.19,33.705
25718,10896200000,13441830000,14408110000,2850025000,-628525000,-564195000,65423.93,11575.94,4155.89,0,1,0,1621902882.2,0,55.7425,62.744,70.515,71.25,70.89,12.16,8.645,7.25,15.75,33.879999999999995,36.36
25736,17154440000,13756625000,24015775000,-360620000,-1132270000,-2015570000,206798.07,31910.445,29712.985,0,3,2,0,267093042,53.39125,73.518,78.755,80.62,82.57,10.05,9.91,7.26,23.665,24.43,21.565
25740,30708755000,34433160000,38358910000,1571800000,-364150000,4942225000,43720.619999999995,25884.045,22992.285,0,2,1,360071956.01,160320968.99,66.10875,87.086,82.47,80.215,81.71,12.094999999999999,11.219999999999999,9.399999999999999,42.79,45.825,50.465
25743,22025555000,25695415000,27225660000,8674470000,-1464950000.0000002,2733735000,85531.48000000001,1185.495,0,2,1,0,2056663433.2,0,48.8575,58.515,74.445,74.195,77.07,8.535,8.02,6.83,45.245,48.239999999999995,51.650000000000006
25745,12203320000,14604280000,20013015000,83990000,-1729425000,-255965000,89519.92,32659.24,45375.91,0,3,1,867976054,0,72.47285714285714,70.27,73.68,72.445,76.44,10.725000000000001,9.365,7.574999999999999,22.415,35.709999999999994,38.505
25754,312723675000,370950365000,462499860000,80839965000,-22432230000,-11429905000,1720.32,0,0,2,0,1,0,0,55.75,59.48,77.015,77.75999999999999,78.98,68.93,68.95,69.15,14.485,15.2,15.965
25758,30885945000,38154170000,45788915000,3453315000,-720115000,6842245000,39939.665,1078.165,0,0,3,0,0,0,68.158,0,88.14,87.82,87.14,15.895,17.305,16.5,20.25,23.225,23.299999999999997
25769,13341240000,13882280000,17135500000,2003600000,1198280000,2318930000,55349.44500000001,0,7405.545,1,0,1,1380606554.9,0,71.59375,69.86,78.33500000000001,77.82499999999999,79.26,9.870000000000001,9.635,8.1,31.775,32.045,32.195
25772,11352515000,11521480000,12883415000,406225000,388180000.0000001,3758915000,41366.575000000004,14096.205,51526.27,1,1,1,775374154.51,1057125660,64.37875,76.84375,73.82,69.425,65.03,11.415,11.465,9.524999999999999,27.215,25.97,26.340000000000003
25777,7001120000,8116555000,9006475000,1361205000,-715320000,14780000,61417.19,70286.185,207593.53500000003,0,1.5,0,0,0,65.8,60.604285714285716,66.82,68.49000000000001,67.31,7.63,6.1850000000000005,4.595,26.740000000000002,24.42,25.83
25779,10384880000,9388615000,18060650000,266050000,1095995000,4339035000,105560.04999999999,24321.355,120231.35,0,1.5,0,149961364,0,58.40375,76.73750000000001,69.655,65.785,70.97,7.029999999999999,4.9350000000000005,3.595,22.909999999999997,28.935000000000002,28.455
25781,6080315000,6440560000,8039585000,2055650000,-91650000,491215000,125609.10999999999,180471.415,18784.59,0,3,0,1543651896.18,0,57.9175,57.18,71.655,68.32499999999999,71.11,7.255,6.51,4.945,13.54,16.755000000000003,17.38
25785,17007170000,21320995000,24642235000,13106265000,2535670000.0000005,6790580000,58691.485,17672.495000000003,4167.06,0,2,1,2012518703.87,0,60.045,75.59666666666666,80.555,80.075,79.55,12.510000000000002,11.934999999999999,9.415,25.54,31.995,29.6
25793,11372265000,11044685000,10339455000,2768830000,2367305000,3523985000,50408.235,1835.42,0,0,1.5,4,7029583888.41,0,66.66875,78.41749999999999,74.265,71.32,74.01,9.934999999999999,8.4,6.645,22.035,24.875,27.049999999999997
25797,10289445000,10171110000,11378085000,1579555000,822220000,1079005000,67448.42,38099.32,6425.68,0,0,5,357054731,0,64.14,78.005,71.535,71.2,72.18,8.98,7.57,6.279999999999999,21.88,31.939999999999998,34.97
25799,48770440000,58349285000,57375450000,6710735000,-2761160000,10386325000,58934.595,25056.66,22307.415,0,2.5,0,820000000,0,78.67333333333333,66.96124999999999,88.445,88.125,88.56,10.745000000000001,11.17,9.415,22.53,25.5,26
25805,7712330000,11486155000,9044115000,49730000,-2940165000,-303205000,104546.485,45169.425,80009.74,0,3,2,47022515,164167961,72.895,78.56125,66.825,67.165,64.4,6.4,4.595000000000001,3.75,23.630000000000003,24.865000000000002,26.42
25807,4508005000,6023815000,8972305000,825960000,28295000,1279710000,46743.685,0,166981.09999999998,0,2,1,462939846.19,0,64.346,77.0375,63.3,64.23,67.73,4.605,3.5949999999999998,2.295,20.23,20.235,17.29
25815,18330800000,18241170000,23862795000,1410480000,1690855000,10472155000,52736.395000000004,12223.82,64111.27,0,2.5,1,422419524,0,66.235,58.70142857142857,73.155,73.065,74.9,7.495,6.615,5.46,38.25,39.105000000000004,40.76
25817,118353485000,143728475000,189597905000,-11151690000,-46386965000,16637800000.000002,0,1138.16,42.53,0,0,0,0,0,0,0,87.105,87.005,88.98,20.310000000000002,21.925,17.325,21.79,24.455,26.085
25823,9543875000,7079245000,10243405000,3982810000,999420000,1136500000,40881.805,4.18,0,0,2,1,0,0,80.855,62.05166666666666,67.57,48.769999999999996,60.17,6.025,3.96,3.19,17.77,18.295,20.28
25839,19858095000,16759190000,18715110000,-568315000,3284315000,9053315000,91343.24500000001,12112.655,0,1,2.5,0,13700443623.35,0,73.315,81.715,73.865,72.235,70.7,9.4,7.045,5.545,30.37,30.229999999999997,31.729999999999997
25841,17755525000,9460515000,10578810000,-1914385000,-976255000,233340000,115024.41,53509.565,41377.345,1,6,1,5574982530.72,0,55.53625,52.565,75.57,67.1,69,6.73,5.6,4.84,27.45,32.39,37.965
25843,39178150000,31997925000,33611820000,-2098195000,-3179680000,1739685000,32436.605,25691.82,1620.695,1,2,0,4663196615.54,0,66.12125,71.265,77.03999999999999,76.82499999999999,77.08,16.225,13.85,10.24,37.045,50.31,51.605
25845,10369910000,9929600000,13093630000,1066730000,179275000,1506110000,19313.485,6043.98,87238.95499999999,3,0,0,513684196.78,0,68.0575,80.72125,72.955,67.39,70.3,7.359999999999999,5.359999999999999,3.8499999999999996,30.735,34.44,36.1
25851,8114280000,7780045000,14319820000,574590000,249550000,-53120000,0,0,493180.725,0,2,0,3596511473,0,62.71,84.518,71.195,67.525,67.45,5.05,3.51,2.7800000000000002,11.175,22.925,24.565
25862,12536325000,12634900000,13573345000,1528130000,-2029695000,3974120000,63558.13,10739.2,3614.475,1,3.5,0,2854262309.99,0,71.875,84.77250000000001,69.225,65.455,65.9,6.1899999999999995,4.215,3.27,30.61,30.125,28.935
25867,5831505000,6906730000,8953565000,318445000,-250175000,167215000,59834.625,6804.365,2650.64,1,1,3,97131954.06,0,68.34,75.6275,62.69499999999999,65.73,72.85,4.97,4.640000000000001,3.695,26.495,27.115000000000002,28.18
25871,5657480000,7888320000,6154435000,2174385000,-1747210000,1688795000,118947.445,0,103303.48000000001,0,1,1,139884779.31,0,64.9575,71.57000000000001,67.405,63.845,64.01,3.445,2.385,2.105,12.315000000000001,12.23,14.305
25873,19542215000,20670820000,21773835000,-799010000,1307460000,5838285000,84645.935,54716.1,13682.325,1,2,2,2079147750.38,0,63.20625,66.80125,74.035,73.08500000000001,76.57,13.44,9.965,7.465,28.685,41.715,45.215
25875,26971175000,26224240000,32431790000,1963705000,-1652645000,10703740000,80058.565,0,0,1,3.5,0,2321763899,0,65.12875,69.39875,79.205,76.02000000000001,78.58,16.515,11.34,9.295,29.61,49.995000000000005,52.504999999999995
25878,16350725000,15946125000,19053475000,258150000,884245000,2876490000,80680.89499999999,16216.67,17409.8,0,3,1,1435498368,0,59.78375,79.14166666666667,68.71000000000001,67.615,68.72,11.61,8.395,6.545,36.3,39.349999999999994,42.965
25885,19682275000,20749430000,25365290000,3313405000,-240025000,-1038460000,6438.45,3432.755,232518.71000000002,1,3,2,1994250643,0,61.1575,48.86333333333333,68.45,70.485,67.66,11.375,7.16,5.640000000000001,35.205,36.685,36.400000000000006
25898,6458630000,7936195000,10017425000,-102835000,-1512490000,1195595000,73175.675,36729.13,38217.83,4,3,1,31519867754.91,18392487645.56,67.49625,73.05375000000001,66.68,69.295,71.07,6.630000000000001,5.14,3.71,22.515,21.255000000000003,20.75
25899,116971675000,129914200000,164855965000,9150770000,-8897635000,8930255000,13136.544999999998,9581.27,11635.525000000001,3,7,3,57946000,332777030,73.10375,80.01875,78.875,76.7,78.55,73.43,69.48,70.405,9.87,14.97,15.42
27001,262518290000,235032205000,261929605000,-20281245000,-1048700000,-44605200000,610422.1000000001,107545.59,66649.16,7.5,4.5,8,22512963071.72,20640225080.85,65.895,54.13125,73.555,73.88,76.3,68.325,67.58500000000001,65.365,18.99,20.98,22.955
27006,13402270000,13023150000,17817420000,-1768065000,-794950000,-584590000,50324.604999999996,3724.2,85370.535,2,1,0,515663726.16,0,52.51875,68.27833333333334,51.605,49.084999999999994,44.86,9.615,9.475,6.985,40.39,43.019999999999996,44.495000000000005
27025,28562495000,26162230000,30722685000,364740000,-431745000,2527530000,130875.57999999999,28828.57,0,1,0,1,237563686.78,0,50.2125,71.9125,61.19,56.769999999999996,61.31,11.615,8.335,9.07,31.985,35.14,39.459999999999994
27050,11062335000,12526475000,14789810000,2656895000,-1576270000,-546520000,147918.785,74088.895,0,4,1.5,1,1282275425,0,68.61125,70.16499999999999,57.515,55.185,0,6.355,6.59,4.455,23.5,23.17,23.445
27073,11317695000,16410405000,13079155000,604900000,-156750000,6775410000,0,29926.015,25024.95,0,2,1,8482018367,0,35.325714285714284,80.72875,65.92,65.175,63.66,10.100000000000001,9.16,7.335000000000001,22.2,30.985,32.45
27075,11810745000,11536045000,16100720000,-620440000,572250000,-2204365000,60382.475,60863.935,50448.095,3,1,2,538368592,0,56.41625,62.03625,67.765,65.13,70.44,8.605,9.035,7.09,43.510000000000005,44.84,49.905
27077,22815435000,24721010000,37057105000,1663045000,1397010000,2233910000,111279.54999999999,34172.935,229539.62,1,4,1,9883173478.51,0,75.28375,85.71875,73.425,68.9,76.76,10.995000000000001,9.07,7.415,33.44,35.474999999999994,40.555
27099,17581830000,19000640000,18904640000,563800000,418855000,-2778540000,55344.3,78721.33,106561.79,0,1.5,1,189294913,523613209,60.045,72.25,66.82,63.959999999999994,66.37,9.15,8.465,8.15,24.299999999999997,34.055,36.155
27135,9361280000,9284050000,12837875000,1497945000,446665000,38305000,121797.155,189096.845,372497.63,0,5.5,3,345971762.65,2144818076,56.69375,57.82625,61.825,54.205,65.93,6.055,6.375,5.045,27.515,28.55,28.58
27150,7701750000,12377265000,12623445000,4304375000,-4159225000,2595425000,22537.555,21422.67,6711.385,2,2,0,0,1100102423,51.05,60.71375,56.254999999999995,59.515,75.16,10.79,10.09,7.94,20.915,22.025,24.275
27160,10541595000,9870665000,12092315000,-172980000,-342735000,-753195000,74492.58,0,97022.29,0,3,2,0,0,86.955,77.21625,61.239999999999995,53.125,57.36,4.48,4.745,3.62,15.365,16.755,18.535
27205,15651030000,17562255000,21264185000,1392165000,-1161485000,6029645000,179912.2,98610.88,248963.11,1,5,2,2127650493,3540304171.5,86.36125,71.97375,63.71,59.805,65.24,9.55,10.399999999999999,7.6000000000000005,33.535,35.084999999999994,38.085
27245,10274615000,11849450000,13456220000,-996565000,193035000,-815430000,194402.46999999997,24316.225,0,0,3,1,414823916,488198186,68.435,73.48625,60.724999999999994,66.24,71.53,7.7,7.625,5.77,25.35,30.685,31
27250,19844650000,17814800000,23919160000,611860000,-1502230000,-1690805000,195922.87,53272.265,38674.15,1,1.5,1,405737136.61,0,68.76625,76.4225,65.535,64.47,68.4,9.97,8.71,5.640000000000001,24.060000000000002,26.75,26.880000000000003
27361,38767485000,35457550000,39677450000,-3896715000,-3520285000,7632555000,185947.26,214529.445,114835.745,1.5,6.5,7,3125169235.97,6326220359,70.47375,80.4375,64.175,66.41,68.74,15.600000000000001,15.725,11.870000000000001,42.725,45.754999999999995,47.16
27372,8491260000,7277285000,12413290000,-295450000,-2476180000,-1664005000,91320.42,40083.085,11736.775,0,4,0,55875072,0,56.39875,56.74875,62.425,48.685,74.33,4.095000000000001,4.6899999999999995,4.08,14.555,18.125,21.31
27413,23514315000,14413235000,20097760000,478635000,3680980000,1109340000,1132299.89,54376.145,287883.865,4,2,0,358423207,0,55.31625,57.0625,64.725,63.155,58.35,8.290000000000001,6.7,6.630000000000001,26.785000000000004,33.05,33.370000000000005
27425,15358225000,16103695000,19552625000,1684965000,-1926790000,-706895000,75729.63500000001,62107.16,151765.56,2,4,3,1534268288,291618964,67.54875,70.98125,67.68,56.825,62.34,7.785,5.3149999999999995,4.445,21.765,24.674999999999997,25.67
27430,19059585000,20872285000,31844750000,3396910000,-1325885000,-1040410000,269552.805,250246,488613.405,0,4.5,3,16744728495.1,7741459752,66.08375,68.01625,55.114999999999995,66.38,70.78,9.96,8.399999999999999,5.33,23.045,29.64,27.365000000000002
27450,11414290000,12414615000,18331815000,-1738500000,415405000,-1458850000,0,41643.729999999996,211717.16999999998,3.5,1.5,1,698563096.31,0,74.65375,74.95125,60.8,60.065,63.67,8.285,7.325,4.865,30.97,31.025,30.485
27491,14971680000,10605190000,17977600000,320705000,2124650000.0000002,556039999.9999999,404653.615,35411.275,654795.14,0,6.5,3,8934061496,1838342086.9,74.93,71.395,68.19,59.91,60.15,8.365,6.695,5.25,25.57,26.784999999999997,29.23
27495,8729970000,9205860000,11922155000,-75150000,-123520000,-212355000,88373.53,14711.465,57204.345,1,3.5,0,292582171,16042436,64.22875,60.885,60.894999999999996,57.565,61.35,7.795,6.4350000000000005,5.3100000000000005,27.54,31.925,31.38
27580,10891305000,10622780000,14960390000,2075800000,-1411070000,1136350000,334488.815,40597.99,679008.625,1,1,0,0,0,62.07875,72.20625,61.504999999999995,58.504999999999995,58.28,6.17,5.635,4.859999999999999,17.9,18.465,21.380000000000003
27600,13698495000,13411440000,17852360000,1474085000,393450000,-949900000,177008.945,73218.755,315207.355,3,2.5,0,9410150458.9,2633658716.88,74.295,73.3175,60.825,55.28,60.18,6.71,6.875,6.355,22.745,25.384999999999998,26.825
27615,25037390000,27151195000,36235325000,609290000,1301065000,4261665000,95446.84,35223.295,37808.275,2.5,1.5,3,8298724381,1908960016,65.71249999999999,77.43625,67.47999999999999,71.39,80.97,15.79,14.235,12.045,40.84,43.775,46.875
27660,12913850000,16517865000,10954360000,738270000,-1160190000,1384015000,1005164.2899999999,1938625.31,400193.625,2,0,1,1341426685.67,0,56.85125,50.49375,67.015,65.785,67.99,5.94,5.49,3.5700000000000003,24.549999999999997,26.405,26.305
27745,9813350000,8181820000,9177130000,416070000,-350590000,290205000,46617.845,156283.745,0,1,2.5,2,0,9451486076.5,67.41875,64.155,63.989999999999995,58.79,46.42,5.305,3.9850000000000003,3.92,23.985,25.17,28.85
27787,22434705000,22730645000,31289900000,1718260000,-857895000,1028515000,163298.315,75405.95000000001,341100.94,1.5,3,1,1140856328.5,41744328.4,77.8025,71.05125,51.545,47.635,62.15,11.41,11.475,8.84,36.045,36.955,39.105
27800,16100150000,11778955000,6759360000,-2146905000,313035000,984335000,94021.615,23038.685,0,1,2.5,4,9533121884,0,57.415,69.7225,53,53.345,56.82,8.985,9.719999999999999,7.444999999999999,33.525,34.255,36.97
27810,13248445000,9269035000,10392990000,-3364915000,-719615000,-137750000,593321.92,46235.37,24865.97,4,3,2,10461818721.95,2451005230.05,54.39,53.33,54.879999999999995,55.12,45.71,6.355,6.95,4.495,25.515,27.735,27.165
41001,424457340000,491218670000,578687095000,34759255000,-30455690000,-33223045000,55452.72,25822.605,40316.135,3.5,24.5,10,48014260723.71,1724928858.09,52.5875,58.5525,78.03,74.445,75.54,68.93,67.55000000000001,67.85499999999999,19.845,23.03,23.619999999999997
41006,28103075000,39036925000,41146860000,1281265000,-1585875000,-2576575000,72710.255,63078.590000000004,156381.945,0,3,1,16884696805,0,65.06625,77.67375,68.7,73.195,73.51,12.955,11.219999999999999,8.34,51.375,51.695,55.94
41013,16094050000,15064475000,17600355000,1618465000,266810000,2077300000,428648.815,348485.46,403190.17000000004,1,4,1,6363062593.75,0,65.08375000000001,67.425,70.49000000000001,67.35,63.85,7.305,7.325,4.970000000000001,33.46,33.019999999999996,36.489999999999995
41016,60514560000,36744225000,29472110000,-469675000,2153250000,-2437915000,1194712.56,570795.39,207125.2,2,5.5,5,15574495166.24,6495337685.76,56.50375,53.5175,75.37,68.65,73.73,10.02,8.185,6.4350000000000005,47.129999999999995,44.730000000000004,47.504999999999995
41020,22225020000,25761285000,28735140000,5132295000,-279950000,81635000,114158.745,77594.835,84652.545,1,3.5,2,2497627506,1130450789,65.5675,79.88625,66.4,66.535,66.83,9.95,8.51,6.035,47.375,48.765,53.29
41026,6158640000,6372520000,7619350000,-195699999.99999997,150085000,623645000,96947.95999999999,52638.235,59950.78,0,2,2,0,471756058,75.28375,78.082,74.56,70.42500000000001,73.87,5.475,4,3.575,22.04,20.369999999999997,23.445
41078,13172200000,12701385000,18295915000,931105000,561135000,3134165000,121818.51,37400.7,251092.13999999998,1,5,3,606022300,1652428646.41,78.805,79.975,67.68,63.025000000000006,65.61,6.72,4.625,3.415,22.405,21.145000000000003,23.365000000000002
41132,27642060000,28500970000,34914000000,1604035000,-138645000,1091400000,44383.770000000004,43944.44,37117.865,0,6.5,2,2274590646,95932000,69.80166666666666,62.79857142857143,71.705,70.295,70.89,9.69,8.76,7.115,58.265,60.07,63.08
41206,11444015000,11101385000,14005430000,1264110000,276180000,-10530000,112155.82,21403.14,103175.61,2,2,1,1246963450,0,58.2725,60.14375,62.265,60.825,62.4,7.494999999999999,4.654999999999999,3.495,31.895000000000003,29.439999999999998,29.95
41244,5359705000,6490360000,8108995000,956235000,-249910000,1052545000,164043.375,24666.605,89709.445,0,2,0,121732976.87,0,60.1275,66.78625,61.81999999999999,60.315,60.76,5.109999999999999,4.1850000000000005,2.765,25.985,24.575,24.85
41298,54582890000,61892930000,74446270000,211205000,1633470000,1218915000,55761.58,30830.114999999998,29530.905,1,4,9,5527860509.2,1533265302.95,67.4925,74.92,71.72999999999999,71.13499999999999,70.18,11.36,10.535,7.675000000000001,59.055,61.47,66.41499999999999
41306,32094385000,30021830000,27859165000,-3882745000,-3131715000,2616235000,184411.025,52907.775,23596.605,1,4.5,3,7488543372.34,0,59.5725,62.0175,81.74,78.74000000000001,73.48,10.73,10.295,8.465,48.94,47.084999999999994,56.769999999999996
41319,18382085000,18595235000,23616020000,-14125000,255195000,513105000,66020.24,33821.19,63811.28,0,3.5,0,2131949374,518857350,68.9325,69.5325,70.59,65.5,67.26,9.385,7.475,5.54,46.35,46.325,50.19
41349,10813800000,9726340000,10611120000,-56640000,-1053860000,908350000,85261.475,27417.825,20519.305,1,3,1,410919543,0,66.3,76.75,68.97,69.67,69.91,6.109999999999999,5.64,3.91,36.53,34.08,34.09
41357,12188990000,11432980000,14921770000,-284950000,-428080000,1862130000,81505.225,17980.275,112936.56,0,3.5,0,728455554,0,77.36166666666666,80.4325,62.455,57.68,59.42,7.835,6.535,4.94,34.86,38.644999999999996,41.595
41359,28955395000,28017240000,30978385000,-1389790000,150500000,17645000,88902.595,14312.59,0,0,1,2,2872297683.31,437400498,62.010000000000005,70.748,69.41,64.55000000000001,63.99,10.559999999999999,8.295,6.245,51.760000000000005,54.489999999999995,61.655
41378,14176510000,17043105000,20074960000,286990000,-255210000,-480620000,129205.255,37964.535,255079.685,1,2.5,1,1641067973,462681157,71.80375000000001,78.895,63.644999999999996,63.855,63.49,9.33,7.34,5.21,41.985,42.585,47.825
41396,46462460000,51995085000,62427210000,4522575000,-8805000,-2862680000,71203.895,45127.36,91877.72,4,11,3,4421127895.8,2055158913.2,74.38625,75.28125,71.36500000000001,68.88499999999999,72.03,13.605,11.915,8.46,57.095,59.445,65.31
41483,11547330000,9850535000,9477355000,-906145000,-226995000,785200000,72236.8,36616.5,0,0,1.5,1,514012838,199542672,62.913333333333334,0,67.22,64.69999999999999,63.2,7.71,6.550000000000001,4.92,29.39,28.685000000000002,31.310000000000002
41503,12455440000,19861145000,15188455000,2237230000,-3605440000,1349130000,46607.06,87556.135,0,0,0,1,6821526486.5,7488055265,0,95.5,64.31,65.14,60.93,8.28,7.640000000000001,6.02,34.965,36.42,41.03
41518,11361560000,10078560000,10734425000,-131670000,143790000,-163255000,303507.42,189534.59,284016.79500000004,2,3.5,2,2765417955.2,188507020,68.86625,78.9225,71.09,67.34,66.91,7.115,5.48,3.76,28.75,28.25,29.549999999999997
41524,39019935000,34338170000,36629290000,-10654045000,3913910000,5945855000,470286.525,169567.995,44130.23,3.5,5,6,21430510888.29,50681826,57.9,57.2525,76.69,79.36,80.75,11.614999999999998,9.91,7.325,49.12,48.44,50.82
41530,13855530000,14001555000,17317505000,580550000,2392810000,3176370000,53571.505000000005,34624.125,48522.03999999999,1,3.5,3,782185803,1323308281,72.00714285714285,85.965,65.765,62.275000000000006,64.93,9.695,7.835,4.965,41.875,40.19,41.605000000000004
41548,13566805000,12806040000,14594435000,472120000,2961335000,1487070000,118602.815,0,0,0,3,1,774914697.5,1114849203.5,61.5625,69.58749999999999,64.72999999999999,61.78,61.75,9.475000000000001,8.45,6.324999999999999,40.144999999999996,40.555,45.54
41551,155300355000,183128870000,203433855000,4016365000,-7134025000,9122045000,46733.37,95840.53,10894.635,1.5,8.5,4,12097068262.89,3619281310.03,53.77,59.426249999999996,75.41,72.86500000000001,71.97,61.730000000000004,61.864999999999995,59.870000000000005,26.424999999999997,27.4,29.91
41615,18924870000,21355895000,24507310000,2872445000,5315565000,1339935000,65211.725,30977.125,29279.7,0,3,1,4957901360,0,74.12875,85.8625,74.19,73.57499999999999,73.54,9.92,9.51,6.795,45.425,45.575,47.71
41660,14655995000,13855000000,16002540000,543380000,1433255000,-124320000,89237.45000000001,1416.41,69757.595,1,3,0,24971238.66,1727439412.34,66.6575,78.15857142857143,64.08500000000001,58.965,58.59,9.085,7.27,5.43,38.004999999999995,40.5,47.22
41668,35674625000,32857180000,42920705000,1840040000,105495000,1016580000,136403.665,40598.47,97145.96,3,7,3,3712028816.12,1891208244.16,65.7325,55.1725,70.64500000000001,65.56,69.77,10.26,8.69,6.359999999999999,55.58,58.879999999999995,63.92
41676,11736295000,14118465000,13893675000,1846935000,-461345000,2259235000,77686.39499999999,0,0,0,2,0,676632350,0,78.875,88.235,65.22999999999999,62.735,64.63,8.475,6.725,4.975,37.83,39.67,44.849999999999994
41770,19634630000,19732260000,28180795000,2020470000,-188730000,1430935000,101839.92,34421.385,131422.2,0,7.5,1,6562525634.5,214879724.09,68.2975,75.69571428571429,69.56,68.1,70.59,10.45,8.585,6.765000000000001,44.515,45.51,48.945
41791,16810490000,19099815000,20051655000,1749915000,217255000,4678230000,149842.785,133031.005,26077.395,3,4,3,7768036771.6,0,71.93625,83.185,65.43,62.905,64.21,11.085,9.58,6.73,44.084999999999994,44.305,47.74
41797,13819085000,11555885000,12779620000,2810540000,561320000,3234915000,211079.02500000002,157250.76499999998,98711.54000000001,0,4.5,1,1241128101.01,700165201.95,70.655,80.51875,72.935,65.795,68.68,8.36,7.905,5.74,36.150000000000006,42.209999999999994,43.385000000000005
41799,17398000000,14992560000,18533210000,-30915000,682195000,491920000,132288.04,29987.94,162507.14,2,6.5,1,11570002197.6,0,66.015,70.2925,71.975,66.12,62.6,8.625,6.4350000000000005,5.255,36.04,33.769999999999996,38.55
41801,8899640000,8829925000,11846625000,483985000,-321505000,1879505000,116661.705,19676.51,85686.015,0,2.5,1,1370353688.05,0,71.98,0,63.49,62.465,63.97,7.705,6.02,4.555,37.41,37.32,40.33
41807,22960625000,20853370000,23744140000,-200135000,-657225000,-329520000,37018.315,896.155,18712.415,1.5,2.5,1,5302062024.06,3999865631,62.7375,75.9725,70.23,64.64500000000001,69.08,9.195,8.215,6.324999999999999,49.72,49.93,55.125
41872,8733865000,10298080000,10431650000,-90660000,-6250000,775470000,134226.53,61486.94,0,3,6,1,5064684911.91,5874090484.6,48.74125,38.96875,65.66,64.555,67.25,5.41,4.23,3.78,32.489999999999995,29.915,31.385
