codigo_entidad,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
68132,122828.73999999999,0,33902.54,0,59.99,0,132.24,0,262.3,0,0,0,-14.580000000000002,0,9.06,0,-27.49,0,3.6799999999999997
68147,25034.185,80185.215,0,-4.73,0,-105.80000000000001,0,-68.78,0,50,0,0,0,-4.97,0,-20.1,0,2.85,0
68147,0,0,25034.185,0,25.569999999999997,0,-5454.27,0,-100,0,0,0,-13.239999999999998,0,-2.09,0,-23.380000000000003,0,4.25
68152,0,74510.315,0,-20.990000000000002,0,-120.30000000000001,0,-100,0,0,0,0,0,-3.53,0,-33.68,0,10.6,0
68152,78754.93,0,0,0,3.2199999999999998,0,-223.32,0,0,0,0,0,3.9600000000000004,0,-10.85,0,-19.759999999999998,0,0.9299999999999999
68160,384797.905,177792.475,0,-14.96,0,-98.25,0,116.42999999999999,0,-25,0,0,0,-10.89,0,-30.959999999999997,0,5.8500000000000005,0
68160,425490.26499999996,0,384797.905,0,11.67,0,1005.86,0,10.57,0,0,0,0.16,0,-1.49,0,-31.619999999999997,0,-2.7199999999999998
68162,55450.405,75149.78,0,-14.19,0,-132.09,0,-26.21,0,150,0,-66.38,0,-11.76,0,-27.05,0,13.239999999999998,0
68162,53806.025,0,55450.405,0,15.079999999999998,0,-1401.44,0,-2.97,0,0,0,14.680000000000001,0,-0.74,0,-12.32,0,14.6
68167,39759.99,99642.935,0,-6.819999999999999,0,-478.51,0,-60.099999999999994,0,0,0,0,0,0.9199999999999999,0,4.9,0,12.370000000000001,0
68167,83012.06,0,39759.99,0,16.02,0,-42.449999999999996,0,108.78000000000002,0,0,0,37.519999999999996,0,-8.06,0,-29.89,0,-5.04
68169,175194.315,111119.29,0,2.33,0,-178.92999999999998,0,57.66,0,200,0,0,0,-1.7999999999999998,0,-32.51,0,-2.69,0
68169,11786.345,0,175194.315,0,43.86,0,2138.98,0,-93.27,0,-33.33,0,20.580000000000002,0,0.72,0,-19.6,0,6.68
68176,0,123772.475,0,5.1,0,190.23000000000002,0,-100,0,0,0,0,0,2.9899999999999998,0,-34.35,0,-5.75,0
68176,2219740.64,0,0,0,109.05,0,-676.92,0,0,0,0,0,-14.069999999999999,0,-6.88,0,-18.73,0,10.440000000000001
68179,0,138768.085,0,-2.4,0,-94.99,0,-100,0,0,0,0,0,-3.52,0,-10.7,0,12.770000000000001,0
68179,103690.24,0,0,0,9.78,0,988.8,0,0,0,300,0,-1.8399999999999999,0,0.16999999999999998,0,-31.05,0,2.87
68190,63212.645000000004,118867.94,0,1.41,0,-76.39,0,-46.82,0,250,0,-39.050000000000004,0,1.35,0,-15.559999999999999,0,2.42,0
68190,88290.79,0,63212.645000000004,0,16.5,0,2175.75,0,39.67,0,-71.43,0,9.65,0,-1.35,0,-24.66,0,7.449999999999999
68207,0,96545.04999999999,0,-15.229999999999999,0,285.27,0,-100,0,0,0,0,0,-2.34,0,-29.48,0,3.7199999999999998,0
68207,115184.65,0,0,0,8.42,0,-266.03,0,0,0,0,0,0.03,0,-2.8400000000000003,0,-26.05,0,10.16
68209,0,76134.655,0,-30.94,0,-130.19,0,-100,0,0,0,0,0,-11.37,0,-11.89,0,3.11,0
68209,272381.38,0,0,0,39.57,0,329.62,0,0,0,0,0,16.48,0,-1.06,0,-30.080000000000002,0,0.59
68211,64028.98,58930.314999999995,0,26.650000000000002,0,2871.62,0,8.649999999999999,0,0,0,0,0,-2.85,0,-20.150000000000002,0,4.9799999999999995,0
68211,178496.46,0,64028.98,0,21.92,0,-80.60000000000001,0,178.77,0,0,0,4.06,0,9.19,0,-31.31,0,8.1
68217,17160.27,190269.05000000002,0,-25.75,0,-337.09,0,-90.98,0,-50,0,0,0,-10.56,0,-27.060000000000002,0,-5.510000000000001,0
68217,80758.51,0,17160.27,0,20.72,0,234.68,0,370.61,0,200,0,7.23,0,2.32,0,-23.04,0,10.63
68229,52742.5,49445.945,0,16.009999999999998,0,-261.49,0,6.67,0,0,0,-88.29,0,1.15,0,-6.77,0,2.01,0
68229,41465.74,0,52742.5,0,9.049999999999999,0,-102.27,0,-21.38,0,-62.5,0,-5.43,0,2.64,0,-24.51,0,13.11
68235,35646.02,112563.10500000001,0,-13.69,0,-84.19,0,-68.33,0,0,0,-61.5,0,-4.21,0,-23.28,0,4.83,0
68235,39723.11,0,35646.02,0,25.95,0,-1162.97,0,11.44,0,-25,0,11.65,0,4.12,0,-26.56,0,8.07
68245,12480.68,288494.01,0,9.55,0,-323.97999999999996,0,-95.67,0,25,0,0,0,-0.67,0,-37.08,0,-7.090000000000001,0
68245,74099.54999999999,0,12480.68,0,-15.260000000000002,0,-555.15,0,493.71,0,0,0,6.01,0,0.5599999999999999,0,-13.76,0,10.69
68250,96734.575,250423.49,0,-5.2299999999999995,0,-164.41,0,-61.370000000000005,0,-33.33,0,0,0,-4.52,0,-34.69,0,-2.52,0
68250,0,0,96734.575,0,-8.540000000000001,0,-280.54,0,-100,0,0,0,-0.04,0,-6.87,0,-29.01,0,12.389999999999999
68255,2482.7,84418.72,0,-15.61,0,-11.48,0,-97.06,0,100,0,41.83,0,-2.36,0,-6.18,0,13.900000000000002,0
68255,21419.845,0,2482.7,0,23.810000000000002,0,-100.56,0,762.76,0,-75,0,24.04,0,-1.59,0,-33.58,0,7.61
68264,33368.55,66152.95,0,4.5,0,-491.79,0,-49.559999999999995,0,0,0,0,0,-4.64,0,-39.62,0,-9.64,0
68264,88129.47,0,33368.55,0,8.459999999999999,0,-146.28,0,164.11,0,0,0,23.72,0,1.82,0,-4.97,0,5.319999999999999
68266,43216.085,74581.87,0,57.730000000000004,0,-442.18,0,-42.059999999999995,0,0,0,56.120000000000005,0,-2.5700000000000003,0,-27.83,0,1.23,0
68266,636526.315,0,43216.085,0,-14.899999999999999,0,-113.39999999999999,0,1372.8899999999999,0,-60,0,5.1499999999999995,0,-0.18,0,-14.879999999999999,0,17.2
68271,21459.885,35052.595,0,14.46,0,-113.9,0,-38.78,0,0,0,0,0,-0.42,0,-23.24,0,0.36,0
68271,17033.965,0,21459.885,0,8.450000000000001,0,-164.17,0,-20.62,0,0,0,24.29,0,-0.24,0,-30.470000000000002,0,8.6
68276,0,0,0,29.110000000000003,25.09,621.03,-11.28,0,0,-25,0,0,0,-1.52,2,-2.41,-0.22,17.41,2.22
68296,39711.685,118907.4,0,1.27,0,-81.97,0,-66.60000000000001,0,300,0,1137.22,0,-0.65,0,-32.16,0,1.34,0
68296,27789.71,0,39711.685,0,65.23,0,-18303.52,0,-30.020000000000003,0,0,0,2.12,0,-3.84,0,-18.82,0,5.1
68298,14807.665,28050.85,0,-25.900000000000002,0,-188.35999999999999,0,-47.21,0,0,0,-23.84,0,-13.309999999999999,0,-21.51,0,7.449999999999999,0
68298,99916.515,0,14807.665,0,28.13,0,232.58,0,574.76,0,-20,0,9.29,0,2.9499999999999997,0,-34.96,0,-4.17
68307,313.87,1514.6100000000001,0,34.870000000000005,0,190.34,0,-79.28,0,0,0,0,0,1.5,0,-2.45,0,21.51,0
68307,0,0,313.87,0,21.959999999999997,0,28.999999999999996,0,-100,0,0,0,0,0,-1.73,0,-0.4,0,7.33
68318,62414.784999999996,80046.08499999999,0,11.37,0,41905.64,0,-22.03,0,0,0,0,0,-0.8200000000000001,0,-29.87,0,2.73,0
68318,88595.74,0,62414.784999999996,0,11.92,0,-92.9,0,41.949999999999996,0,0,0,8.88,0,4,0,-26.919999999999998,0,6.88
68320,205724.33,143337.34,0,31.64,0,-194.63,0,43.519999999999996,0,100,0,-41.620000000000005,0,1.34,0,-13.62,0,-1.31,0
68320,62434.9,0,205724.33,0,-7.340000000000001,0,-63.1,0,-69.65,0,-50,0,14.11,0,-0.53,0,-36.39,0,2.09
68322,64749.005000000005,126678.305,0,-26.87,0,21.29,0,-48.89,0,-50,0,7.7700000000000005,0,-8.23,0,-14.11,0,-4.75,0
68322,62997.125,0,64749.005000000005,0,-0.09,0,-361.59,0,-2.71,0,0,0,15.879999999999999,0,2.6100000000000003,0,-23.93,0,-9.8
68324,0,51054.445,0,-0.64,0,-109.38000000000001,0,-100,0,0,0,0,0,-10.15,0,-27.639999999999997,0,0.38999999999999996,0
68324,27638.87,0,0,0,27.63,0,-137.78,0,0,0,0,0,0,0,1.24,0,-8.44,0,15.36
68327,0,57417.74,0,83.59,0,-420.2,0,-100,0,0,0,0,0,3.93,0,-0.22,0,10.74,0
68327,28514.905,0,0,0,-28.24,0,-238.89000000000001,0,0,0,0,0,3.82,0,-5.24,0,-23.57,0,17.549999999999997
68344,53824.899999999994,115049.42,0,-25.71,0,12.9,0,-53.22,0,0,0,0,0,-11.1,0,-36.4,0,-12,0
68344,27407.555,0,53824.899999999994,0,-10.84,0,-141.82,0,-49.08,0,0,0,-1.34,0,0.3,0,-19.009999999999998,0,15.659999999999998
68368,17973.975,73927.48,0,29.49,0,608.93,0,-75.69,0,0,0,0,0,2.8000000000000003,0,-26.21,0,-14.64,0
68368,62212.55,0,17973.975,0,-3.7900000000000005,0,-129.04,0,246.13,0,0,0,52.470000000000006,0,-0.88,0,-24.09,0,2.45
68370,0,31674.21,0,18.88,0,-97.56,0,-100,0,0,0,0,0,0.69,0,-28.310000000000002,0,0.51,0
68370,87070.815,0,0,0,32.18,0,4658.31,0,0,0,0,0,0,0,3.6900000000000004,0,-29.26,0,-2.88
68377,73051.585,91419.605,0,-21.89,0,-154.91,0,-20.09,0,200,0,0,0,-5.390000000000001,0,-29.189999999999998,0,-2.8000000000000003,0
68377,139241.69,0,73051.585,0,26.119999999999997,0,14.81,0,90.61,0,-66.67,0,-6.239999999999999,0,1.53,0,-20.119999999999997,0,10.780000000000001
68385,42972.895000000004,61777.7,0,30.03,0,-403.32,0,-30.44,0,0,0,0,0,-7.7299999999999995,0,-25.629999999999995,0,1.52,0
68385,26304.615,0,42972.895000000004,0,5.4,0,-296.47,0,-38.79,0,-33.33,0,21.14,0,9.41,0,-24.91,0,17.88
68397,60728.155,90596.395,0,53.06999999999999,0,-252.51999999999998,0,-32.97,0,166.67000000000002,0,-67.92,0,4.51,0,-33.48,0,3.1,0
68397,271.065,0,60728.155,0,-14.71,0,-150.67999999999998,0,-99.55000000000001,0,0,0,10,0,3.2399999999999998,0,-19.12,0,-0.06999999999999999
68406,23992.88,53682.485,0,52.96999999999999,0,-141.79,0,-55.31,0,0,0,0,0,-2.67,0,-11.51,0,8.92,0
68406,36898.9,0,23992.88,0,20.86,0,-212.74,0,53.790000000000006,0,0,0,-5.4399999999999995,0,0.31,0,-30.03,0,3
68418,71168.91,74594.685,0,33.040000000000006,0,-136.57,0,-4.590000000000001,0,0,0,-61.919999999999995,0,-0.59,0,-3.56,0,-1.8900000000000001,0
68418,221289.265,0,71168.91,0,49.26,0,76.7,0,210.94,0,-75,0,4.99,0,0.8200000000000001,0,-22.7,0,8.64
68425,0,132541.015,0,50.33,0,-303.33,0,-100,0,0,0,0,0,-4.760000000000001,0,-30.320000000000004,0,3.8699999999999997,0
68425,107205.295,0,0,0,26.06,0,-101.35000000000001,0,0,0,0,0,42.43,0,13.489999999999998,0,-30.740000000000002,0,1.76
68432,60952.479999999996,69594.375,0,21.65,0,-37.49,0,-12.42,0,100,0,0,0,-0.1,0,4.61,0,12.13,0
68432,47907.49,0,60952.479999999996,0,20.5,0,14.57,0,-21.4,0,0,0,6.260000000000001,0,0.04,0,-20.44,0,2.78
68444,0,225561.495,0,-9.04,0,-156.59,0,-100,0,0,0,0,0,-6.64,0,-14.42,0,4.63,0
68444,229890.275,0,0,0,46.36,0,-627.9399999999999,0,0,0,0,0,-7.1499999999999995,0,2.4699999999999998,0,-20.549999999999997,0,10.22
68464,69144.245,16370.635,0,19.7,0,-452.58000000000004,0,322.37,0,0,0,0,0,-2.3800000000000003,0,-27.339999999999996,0,-3.4299999999999997,0
68464,27369.085,0,69144.245,0,3.3000000000000003,0,-170.79999999999998,0,-60.419999999999995,0,200,0,12.879999999999999,0,4.82,0,-24.45,0,7.42
68468,0,41786.355,0,-1.9900000000000002,0,-99.26,0,-100,0,100,0,0,0,-5.4399999999999995,0,-34.699999999999996,0,-3.44,0
68468,94432.17,0,0,0,25.96,0,3478.13,0,0,0,0,0,28.08,0,-4.04,0,-30.520000000000003,0,1.6500000000000001
68498,215719.96,244513.795,0,-23.27,0,-329.44,0,-11.78,0,0,0,0,0,-9.06,0,-32.940000000000005,0,-8.09,0
68498,165182.065,0,215719.96,0,7.430000000000001,0,-223.45000000000002,0,-23.43,0,200,0,26.640000000000004,0,1.3299999999999998,0,-8.790000000000001,0,8.91
68500,0,73250.74,0,6.859999999999999,0,-169.28,0,-100,0,0,0,0,0,-1.81,0,-12.389999999999999,0,0.5499999999999999,0
68500,13180.765,0,0,0,25.509999999999998,0,-86.52,0,0,0,0,0,-7.090000000000001,0,-1.46,0,-19.830000000000002,0,10.620000000000001
68502,0,70468.98,0,-11.57,6.77,-38.43,67.22,-100,0,100,0,0,0,-7.109999999999999,0.65,-43.95,-28.49,-5.42,-1.5599999999999998
68522,53405.149999999994,72815.98,0,-25.259999999999998,0,-15.110000000000001,0,-26.66,0,0,0,0,0,-9.81,0,-7.23,0,7.62,0
68522,220494.685,0,53405.149999999994,0,0.95,0,-158.05,0,312.87,0,-50,0,1.87,0,0.88,0,-28.89,0,11.91
68524,32388.265,178907.90000000002,0,-0.5,0,-418.39000000000004,0,-81.89999999999999,0,0,0,0,0,-5.48,0,-18.96,0,0.91,0
68524,104590.215,0,32388.265,0,-1.5599999999999998,0,-86.83,0,222.92999999999998,0,0,0,4.02,0,-7.340000000000001,0,-24.92,0,-2.25
68533,223209.225,144233.875,0,-6.32,0,-169.11,0,54.76,0,0,0,301.65999999999997,0,-3.02,0,-5.58,0,2.21,0
68533,174539.24,0,223209.225,0,1.69,0,-272.3,0,-21.8,0,-50,0,9.74,0,-1.41,0,-31.47,0,4.41
68547,0,25.205,0,13.34,24.03,-23.580000000000002,118.41,-100,0,100,0,-43.64,0,-7.199999999999999,-1.9800000000000002,-1.4500000000000002,0.8699999999999999,14.87,7.9799999999999995
68549,29085.495,111905.66500000001,0,-14.13,0,-85.33,0,-74.00999999999999,0,25,0,-97.99,0,-4.18,0,-7.62,0,4.18,0
68549,20296.765,0,29085.495,0,65.55,0,6192.34,0,-30.220000000000002,0,0,0,2.4699999999999998,0,9.049999999999999,0,-14.860000000000001,0,12.659999999999998
68572,31461.95,255289.71000000002,0,20.24,0,342.34,0,-87.68,0,50,0,0,0,11.78,0,-9.700000000000001,0,-3.44,0
68572,57130.09,0,31461.95,0,9.879999999999999,0,-752.39,0,81.58,0,-33.33,0,-1.63,0,-1.66,0,-32.05,0,10.2
68573,113709.8,70315.575,0,5.46,0,-196.08,0,61.71,0,0,0,0,0,-7.89,0,-6.01,0,4.84,0
68573,104550.6,0,113709.8,0,3.8,0,220.47,0,-8.05,0,0,0,37.7,0,2.1999999999999997,0,-19.74,0,15.75
68575,129036.58,486984.69499999995,0,-16.669999999999998,0,140.3,0,-73.5,0,78.57,0,-83.98,0,-0.6799999999999999,0,-2.52,0,8.790000000000001,0
68575,374750.75,0,129036.58,0,45.39,0,-148.32,0,190.42,0,-84,0,19.28,0,-3.83,0,-30.56,0,7.380000000000001
68615,26806.485,104281.685,0,-20.82,0,58.160000000000004,0,-74.29,0,1150,0,-47.24,0,0.31,0,-16.85,0,2.4299999999999997,0
68615,43777.705,0,26806.485,0,25.319999999999997,0,47.86,0,63.31,0,-92,0,16.439999999999998,0,-12.34,0,-19.12,0,9.28
68655,742048.3200000001,910932.24,0,3.2,0,-81.41000000000001,0,-18.54,0,2300,0,-90.02,0,-19.57,0,-6.950000000000001,0,7.449999999999999,0
68655,168640.33,0,742048.3200000001,0,-20.32,0,2039.3000000000002,0,-77.27000000000001,0,-41.67,0,-1.11,0,6.05,0,-17.49,0,10.95
68669,0,118063.14,0,-14.38,0,-612.31,0,-100,0,50,0,0,0,-5.680000000000001,0,-33.7,0,-6.22,0
68669,14728.06,0,0,0,30.73,0,-25.929999999999996,0,0,0,0,0,4.22,0,1.92,0,-25.85,0,1.03
68673,74502.005,107037.91,0,-38.25,0,325.24,0,-30.4,0,0,0,0,0,-3.7900000000000005,0,-26.88,0,4.25,0
68673,41066.42,0,74502.005,0,-8.780000000000001,0,-30.39,0,-44.879999999999995,0,0,0,10.979999999999999,0,-11.23,0,-16.5,0,5.1499999999999995
68679,41639.71,48005.685,0,10.059999999999999,0,-49.63,0,-13.26,0,0,0,0,0,-3.81,0,-14.899999999999999,0,11.24,0
68679,30235.61,0,41639.71,0,20.26,0,-37.95,0,-27.389999999999997,0,-50,0,-0.38999999999999996,0,0.22999999999999998,0,-20.369999999999997,0,12.57
68682,0,54377.69,0,10.96,0,-190.11,0,-100,0,0,0,0,0,-5.28,0,-38.64,0,3.82,0
68682,161190.83,0,0,0,4.22,0,21.11,0,0,0,0,0,-25.39,0,0.8699999999999999,0,-18.41,0,11.42
68684,0,49038,0,25.81,0,-79.92,0,-100,0,50,0,216.64,0,-1.6,0,-40.46,0,-13.700000000000001,0
68684,7984.575,0,0,0,-7.06,0,2080.31,0,0,0,0,0,-24.03,0,-11.219999999999999,0,-22.259999999999998,0,13.020000000000001
68686,0,284346.17,0,1.17,0,-136.67000000000002,0,-100,0,100,0,0,0,-2.26,0,-35.33,0,0.88,0
68686,234299.19,0,0,0,0.11,0,-584.75,0,0,0,0,0,8.84,0,-4.49,0,-20.82,0,10.75
68689,262826.255,501800.495,0,-14.530000000000001,0,42.26,0,-47.620000000000005,0,-39.06,0,-89.78,0,-3.1,0,-17.69,0,4.04,0
68689,180249.11,0,262826.255,0,7.66,0,-76.4,0,-31.419999999999998,0,-53.849999999999994,0,-0.79,0,2.4,0,-20.419999999999998,0,4.4799999999999995
68705,14705.37,75043.515,0,-10.68,0,-291.71,0,-80.4,0,0,0,250.26000000000002,0,-8.48,0,-29.93,0,-9.64,0
68705,0,0,14705.37,0,-0.7100000000000001,0,-120.68,0,-100,0,0,0,39.44,0,-1.87,0,-24.38,0,19.009999999999998
68720,21468.39,46696.795,0,-37.21,0,-96.27,0,-54.03,0,0,0,0,0,-9.08,0,-31.730000000000004,0,15.57,0
68720,42692.975,0,21468.39,0,25.83,0,-4299.51,0,98.86,0,0,0,29.89,0,5.41,0,-23.24,0,8.66
68745,221761.53,125945.32999999999,0,-4.74,0,-183.65,0,76.08,0,0,0,0,0,-6.68,0,-17.88,0,6.4799999999999995,0
68745,119035.75,0,221761.53,0,18.94,0,-102.41,0,-46.32,0,0,0,-4.63,0,0.22999999999999998,0,-26.369999999999997,0,3.39
68755,29577.82,38395.66,0,12.67,0,-156.58,0,-22.97,0,100,0,-19.2,0,-2.5,0,-17.01,0,2.73,0
68755,8122.58,0,29577.82,0,16.08,0,-227.80999999999997,0,-72.54,0,100,0,11.25,0,2.3800000000000003,0,-4.760000000000001,0,17.98
68770,1812.785,113632.235,0,24.099999999999998,0,-577.63,0,-98.4,0,200,0,0,0,0.31,0,-10.14,0,3.1,0
68770,83432.45000000001,0,1812.785,0,7.13,0,-119.27000000000001,0,4502.450000000001,0,-66.67,0,50.01,0,4.18,0,-24.47,0,4.130000000000001
68773,0,108448.465,0,37.32,0,-448.54,0,-100,0,0,0,0,0,5.489999999999999,0,-32.35,0,-0.36,0
68773,58385.615,0,0,0,-10.01,0,-301.65999999999997,0,0,0,-66.67,0,29.89,0,-3.8600000000000003,0,-28.15,0,10.37
68780,0,0,0,0.75,0,78.69,0,0,0,0,0,0,0,-4.43,0,-32.46,0,4.2299999999999995,0
68780,114494.78,0,0,0,54.14,0,-107.2,0,0,0,0,0,0,0,9.36,0,-32.92,0,0.6
68820,30840.875,76689.885,0,30.880000000000003,0,-3314.4700000000003,0,-59.78,0,0,0,-14.23,0,-1.52,0,-20.73,0,2.41,0
68820,73515.36,0,30840.875,0,-8.1,0,-174.85999999999999,0,138.37,0,0,0,1.34,0,-0.21,0,-19.98,0,16.46
68855,66695.6,96861.65,0,54.269999999999996,0,-315.55,0,-31.14,0,0,0,0,0,2.85,0,-11.42,0,-2.77,0
68855,0,0,66695.6,0,-22.79,0,-145.25,0,-100,0,-50,0,10.22,0,-2.8400000000000003,0,-22.85,0,17.810000000000002
68861,56291.244999999995,140588.15,0,10.040000000000001,0,84.41,0,-59.96,0,300,0,0,0,0.12,0,-10.96,0,8.64,0
68861,96639.57,0,56291.244999999995,0,18.41,0,53.480000000000004,0,71.67999999999999,0,-50,0,11.68,0,-1.0999999999999999,0,-30.009999999999998,0,1.49
68867,104591.6,196148.97999999998,0,-8.99,0,-228.79999999999998,0,-46.68,0,0,0,0,0,-7.8100000000000005,0,-6.17,0,-8.63,0
68867,154093.32,0,104591.6,0,20.52,0,-81.02000000000001,0,47.33,0,-50,0,9.17,0,0.75,0,-11.18,0,25.230000000000004
68872,23730.99,126040.23,0,-11.200000000000001,0,318.84999999999997,0,-81.17,0,0,0,-24.95,0,-0.1,0,-14.6,0,0.15,0
68872,138159.84,0,23730.99,0,17.44,0,-148.98,0,482.19000000000005,0,0,0,4.42,0,-5.81,0,-25.929999999999996,0,10.48
68895,5668.795,70923.045,0,17.5,0,-158.35999999999999,0,-92.01,0,0,0,0,0,5,0,-14.649999999999999,0,5.34,0
68895,90712.82,0,5668.795,0,33.2,0,-653.21,0,1500.21,0,-80,0,7.48,0,2.39,0,-20.87,0,-1.67
70001,118593.68000000001,165147.31,0,20.22,0,-412.73999999999995,0,-28.189999999999998,0,233.32999999999998,0,-89.39,0,0.41000000000000003,0,-3.36,0,14.82,0
70001,104193.79000000001,0,118593.68000000001,0,10.780000000000001,0,-458.03000000000003,0,-12.139999999999999,0,-25,0,5.48,0,0.01,0,0.49,0,-2.17
70110,80056.065,199990.405,0,-2.32,0,-99.78,0,-59.97,0,-37.5,0,-96.87,0,-13.74,0,0.13999999999999999,0,8.84,0
70110,0,0,80056.065,0,4.22,0,46860.73,0,-100,0,180,0,32.629999999999995,0,12.25,0,-27.18,0,7.22
70124,67384.005,227024.34499999997,0,8.18,0,-71.86,0,-70.32000000000001,0,100,0,-19.939999999999998,0,-12.13,0,0.38,0,8.59,0
70124,3227.065,0,67384.005,0,-22.16,0,21.15,0,-95.21,0,100,0,1.48,0,0.3,0,-36.54,0,-3.15
70204,141861.97,689183.9450000001,0,-16.84,0,-140.65,0,-79.42,0,0,0,-28.499999999999996,0,-3.42,0,19,0,15.790000000000001,0
70204,608171.345,0,141861.97,0,22.43,0,-607.18,0,328.71000000000004,0,250,0,7.7700000000000005,0,-12.93,0,-30.330000000000002,0,6.069999999999999
70215,50241.535,163563.785,0,-2.53,0,-47.5,0,-69.28,0,-10,0,-69.34,0,-3.4299999999999997,0,-4.58,0,6.32,0
70215,49613.245,0,50241.535,0,19.72,0,785.87,0,-1.25,0,188.89000000000001,0,20.16,0,6.64,0,-28.18,0,10.26
70221,160918.445,1963107.81,0,-41.510000000000005,0,-40.69,0,-91.8,0,283.33,0,0,0,26.36,0,-12.3,0,-9.89,0
70221,238055.25999999998,0,160918.445,0,26.810000000000002,0,-37.69,0,47.94,0,-30.43,0,0.13999999999999999,0,0.31,0,-22.28,0,18.84
70230,7094.725,360718.05,0,-29.080000000000002,0,198.21,0,-98.03,0,150,0,0,0,-5.54,0,3.3300000000000005,0,7.090000000000001,0
70230,213194.33,0,7094.725,0,29.18,0,-819.7800000000001,0,2904.9700000000003,0,-80,0,17.18,0,-3.45,0,-32.09,0,2.3
70233,187427.1,205831.36,0,-8.23,0,-265.11,0,-8.94,0,-62.5,0,-31.080000000000002,0,-9.84,0,-4.71,0,-4.2700000000000005,0
70233,311905.54,0,187427.1,0,17.22,0,261,0,66.41,0,100,0,12.73,0,-4.279999999999999,0,-31.509999999999998,0,-2.1399999999999997
70235,50163.135,729724.155,0,-29.080000000000002,0,101.91,0,-93.13,0,0,0,-63.029999999999994,0,-2.67,0,-1.63,0,3.73,0
70235,158886.725,0,50163.135,0,45.36,0,-8.709999999999999,0,216.74,0,-46.67,0,17.24,0,2.68,0,-30.259999999999998,0,8.97
70265,39312.335,138440.38,0,-0.18,0,-49.07,0,-71.6,0,16.669999999999998,0,-59.31999999999999,0,-17.26,0,-10.81,0,7.88,0
70265,326170.1,0,39312.335,0,69.02000000000001,0,-201.96,0,729.6899999999999,0,0,0,1.29,0,9.48,0,-30.95,0,6.16
70400,91330.25,236193.5,0,-13.83,0,-101.54,0,-61.33,0,0,0,-13.41,0,-14.6,0,-5.1499999999999995,0,-0.69,0
70400,92454.19,0,91330.25,0,43.75,0,-5905.28,0,1.23,0,0,0,18.72,0,16.59,0,-21.51,0,8.6
70418,424957.09,799181.565,0,-11.110000000000001,0,-83.82,0,-46.83,0,233.32999999999998,0,-52.16,0,-14.16,0,2.44,0,-1.27,0
70418,265964.92,0,424957.09,0,-5.43,0,-257.95,0,-37.41,0,160,0,8.89,0,10.79,0,-29.770000000000003,0,6.29
70429,30954.52,606256.64,0,-26.490000000000002,0,299.54,0,-94.89,0,400,0,-77.29,0,-12.27,0,-10.13,0,6.99,0
70429,0,0,30954.52,0,6.75,0,-66.32000000000001,0,-100,0,80,0,13.77,0,-2,0,-18.96,0,10.08
70473,92090.035,1745186.885,0,-48.41,0,107.05,0,-94.72,0,166.67000000000002,0,-79.4,0,13.36,0,-9.36,0,4.36,0
70473,253047.59000000003,0,92090.035,0,8.81,0,-113.04,0,174.78,0,-25,0,0.98,0,-3.3300000000000005,0,-22.49,0,13.07
70508,56535.875,208577.41,0,7.9399999999999995,0,90.67,0,-72.89,0,-23.080000000000002,0,0,0,11.360000000000001,0,-0.97,0,-0.32,0
70508,126805.76999999999,0,56535.875,0,30.209999999999997,0,11.04,0,124.28999999999999,0,-80,0,5.71,0,-0.5700000000000001,0,-32.269999999999996,0,1.6400000000000001
70523,0,212859.16999999998,0,-11.88,0,-141.79999999999998,0,-100,0,450,0,-72.86,0,-18.990000000000002,0,-4.590000000000001,0,-2.59,0
70523,87141.93,0,0,0,6.3,0,-264.10999999999996,0,0,0,9.09,0,18.42,0,-8.36,0,-24.05,0,16.23
70670,167598.53,176959.975,0,7.8100000000000005,0,-199.66,0,-5.29,0,0,0,-36.55,0,-5.74,0,7.000000000000001,0,-0.09,0
70670,231975.66499999998,0,167598.53,0,18.45,0,-174.65,0,38.41,0,-57.89,0,3.88,0,4.24,0,-28.28,0,10.57
70678,33434.66,94002.78499999999,0,3.65,0,-325.97999999999996,0,-64.42999999999999,0,-57.14,0,0,0,-9.45,0,-6.15,0,-2.07,0
70678,32154.455,0,33434.66,0,-10.85,0,-240.74,0,-3.83,0,-66.67,0,15.85,0,4.63,0,-21.3,0,6.39
70702,129246.33499999999,216612.235,0,-3.2800000000000002,0,-121.48,0,-40.33,0,800,0,298.99,0,-4.29,0,-3.5000000000000004,0,1.22,0
70702,148844.37,0,129246.33499999999,0,0.44,0,44.529999999999994,0,15.160000000000002,0,-77.78,0,14.680000000000001,0,-6.03,0,-27.18,0,7.7299999999999995
70708,31873.83,23434.99,0,9.04,0,-49.62,0,36.01,0,1100,0,-69.74000000000001,0,-3.4000000000000004,0,-3.71,0,9.24,0
70708,145281.975,0,31873.83,0,26.529999999999998,0,83.16,0,355.79999999999995,0,-66.67,0,0.98,0,2.39,0,-26.66,0,5.09
